id,utt,annot_utt
8123,آیا قراری دارم که داره می‌رسه,آیا [event_name : قراری] دارم که داره می‌رسه
8124,به من بگو این هفته چه خبره,به من بگو [date : این هفته] چه خبره
8125,یک رویداد جلسه در تقویم من ایجاد کن,یک رویداد [event_name : جلسه] در تقویم من ایجاد کن
8126,یک رویداد جلسه را در تقویم من برنامه ریزی کن,یک رویداد [event_name : جلسه] را در تقویم من برنامه ریزی کن
8127,جلسه تقویم من را به روز کن تا جلسه را نشان بدهد,جلسه تقویم من را به روز کن [event_name : تا جلسه را نشان بدهد]
8128,جزئیات کار و زندگی داریوش اقبالی,جزئیات کار و زندگی [artist_name : داریوش اقبالی]
8129,چه یادآوری‌هایی هنوز دارم,چه یادآوری‌هایی هنوز دارم
8130,امروز صبح چقدر راه رفتم,امروز [timeofday : صبح] چقدر راه رفتم
8131,امروز بین سه تا پنج چند کالری سوزاندم,[date : امروز] بین [time : سه تا پنج] چند کالری سوزاندم
8132,قطارها فردا کی حرکت می‌کنند,قطارها [date : فردا] کی حرکت می‌کنند
8133,یک یادآوری در ساعت سه بعدازظهر تنظیم کن تا بروم علی را بردارم و بیاورم,یک یادآوری در ساعت [time : سه بعدازظهر] تنظیم کن تا بروم [person : علی] را بردارم و بیاورم
8134,یک یادآوری برای ساعت دوازده ظهر برای نهار تنظیم کن,یک یادآوری برای ساعت [time : دوازده ظهر] برای [meal_type : نهار] تنظیم کن
8135,چهار ساعت قبل جلسه‌ی ساعت سه بعدازظهر فردا را به من یادآوری کن,[time : چهار ساعت] قبل [event_name : جلسه‌ی] ساعت [time : سه بعدازظهر] [date : فردا] را به من یادآوری کن
8136,ساعت یازده صبح فردا جلسه ساعت سه بعدازظهر را به من یادآوری کن,ساعت [time : یازده صبح] [date : فردا] جلسه ساعت [time : سه بعدازظهر] را به من یادآوری کن
8137,چهار ساعت قبل از جلسه سه بعد از ظهر فردا یادآوری کن,[time : چهار ساعت] قبل از جلسه [time : سه بعد از ظهر] [date : فردا] یادآوری کن
8138,ایا امشب ماه کامل است,ایا [timeofday : امشب] ماه کامل است
8139,آیا فردا پنج‌شنبه است,آیا [date : فردا پنج‌شنبه] است
8140,برای سیزدهم یادآوری تنظیم کن که من با عادل ناهار می‌خورم,برای [date : سیزدهم] یادآوری تنظیم کن که من با عادل [meal_type : ناهار] می‌خورم
8141,یک وقت خالی دو ساعته توی شنبه برای من برنامه‌ریزی کن,یک وقت خالی [time : دو ساعته] توی [date : شنبه] برای من برنامه‌ریزی کن
8142,لطفاً یک جشن تولد در عصر شنبه اضافه کن,لطفاً یک [event_name : جشن تولد] در [timeofday : عصر] [date : شنبه] اضافه کن
8143,یک یادآور برای پارتی امشب اضافه کن,یک یادآور برای [event_name : پارتی] [timeofday : امشب] اضافه کن
8144,در این یکشنبه یک مهمانی جشن عروسی اضافه کن,در [date : این یکشنبه] یک [event_name : مهمانی جشن عروسی] اضافه کن
8145,قرار من ساعت یک فردا را حذف کن,[event_name : قرار] من ساعت [time : یک] [date : فردا] را حذف کن
8146,جلسه من در روز چهاردهم لغو شود,[event_name : جلسه] من در روز [date : چهاردهم] لغو شود
8147,کنسرت را از رویدادهای تقویم حذف کن,[event_name : کنسرت] را از رویدادهای تقویم حذف کن
8148,آیا برای خودم یادآوری گذاشتم,آیا برای خودم یادآوری گذاشتم
8149,آیا یادآوری برای امروز دارم,آیا یادآوری برای [date : امروز] دارم
8150,آیا یادآوری در مورد جشن تولد دارم,آیا یادآوری در مورد [event_name : جشن تولد] دارم
8151,ایا من برای یکشنبه ی بعد هیچ رویدادی دارم,ایا من برای [date : یکشنبه ی بعد] هیچ رویدادی دارم
8152,اطلاعات کنسرت سه شنبه شب را به من بده,اطلاعات کنسرت [date : سه شنبه] [time : شب] را به من بده
8153,درباره رقص روز جمعه به من چه می‌توانی بگویی,درباره رقص روز [date : جمعه] به من چه می‌توانی بگویی
8154,فردا قرار ملاقات من چه ساعتی است,[date : فردا] [event_name : قرار ملاقات] من چه ساعتی است
8155,آیا جلسه با المیرا در ساعت سه بعدازظهر روز چهارشنبه است,آیا [event_name : جلسه] با [person : المیرا] در ساعت [time : سه بعدازظهر] روز [date : چهارشنبه] است
8156,آیا قرار فردا در دفتر مرکزی است,آیا [event_name : قرار] [date : فردا] در [place_name : دفتر مرکزی] است
8157,آیا جشنواره بالن سواری آخر این هفته است,آیا [event_name : جشنواره بالن سواری] [date : آخر این هفته] است
8158,لطفاً در مورد جلسه با مریم در ساعت پنج غروب امروز به من یادآوری کن,لطفاً در مورد [event_name : جلسه] با [person : مریم] در ساعت [time : پنج] غروب امروز به من یادآوری کن
8159,یک یادآوری برای هفت صبح برای جلسه تیم شهر تنظیم کن,یک یادآوری برای [time : هفت صبح] برای [event_name : جلسه تیم شهر] تنظیم کن
8160,لازم است به من یادآوری شود که جلسه‌ای برای بازنشستگی پرویز وجود دارد برای سه شنبه در ساعت سه بعدازظهر یادآوری تنظیم کن,لازم است به من یادآوری شود که جلسه‌ای برای [event_name : بازنشستگی] [person : پرویز] وجود دارد برای [date : سه شنبه] در ساعت [time : سه بعدازظهر] یادآوری تنظیم کن
8161,برنامه پارتی را لغو کن,برنامه [event_name : پارتی] را لغو کن
8162,برنامه جلسه را تغییر بده,برنامه [event_name : جلسه] را تغییر بده
8164,پدرام برای جلسه با جلیل آماده می‌شود,پدرام برای [event_name : جلسه] با [person : جلیل] آماده می‌شود
8165,ساعت دوازده و نیم بعدازظهر است ده دقیقه دیگر یک جلسه داری,[time : ساعت دوازده و نیم بعدازظهر] است [time : ده دقیقه] دیگر یک [event_name : جلسه] داری
8166,لطفا جلسه چهارشنبه هشت صبح با خانم تهرانی را به تقویم من اضافه کن,لطفا [event_name : جلسه] [date : چهارشنبه] [time : هشت صبح] با [person : خانم تهرانی] را به تقویم من اضافه کن
8167,در تقویم من جلسه با خانم حمیدی در روز چهارشنبه ساعت هشت صبح بگذار,در تقویم من [event_name : جلسه] با [person : خانم حمیدی] در روز [date : چهارشنبه] [time : ساعت هشت صبح] بگذار
8168,دیدار من در روز چهارشنبه ساعت هشت صبح با خانم حمیدی را در روز سه شنبه ساعت هفت بعدازظهر یادآوری کن,[event_name : دیدار] من در روز [date : چهارشنبه] [time : ساعت هشت صبح] با [person : خانم حمیدی] را در روز [date : سه شنبه] ساعت [time : هفت بعدازظهر] یادآوری کن
8169,لطفا هر یکشنبه شب به من یادآوری کن که هر دوشنبه صبح به باشگاه بروم,لطفا هر [date : یکشنبه] [time : شب] به من یادآوری کن که [date : هر دوشنبه] [timeofday : صبح] به [place_name : باشگاه] بروم
8170,می‌تونی کلاس هاکی یکشنبه را به عنوان رویداد مکرر در تقویم من قرار دهی,می‌تونی [event_name : کلاس هاکی] [date : یکشنبه] را به عنوان رویداد مکرر در تقویم من قرار دهی
8171,به من یادآوری می‌کنی که هر یکشنبه بعدازظهر به کلاس هاکی بروم,به من یادآوری می‌کنی که [date : هر یکشنبه] [timeofday : بعدازظهر] به [event_name : کلاس هاکی] بروم
8172,آیا وقت دندانپزشکی بعدی من را یک روز قبل به من یادآوری می‌کنی,آیا [event_name : وقت دندانپزشکی بعدی] من را [date : یک روز قبل] به من یادآوری می‌کنی
8173,می‌توانی یک روز قبل به من یادآوری کنی که به قرار دندانپزشکی بروم,می‌توانی [date : یک روز قبل] به من یادآوری کنی که به [event_name : قرار دندانپزشکی] بروم
8174,آیا ساعت زنگ دار را یک روز قبل برای تمام کلاس‌های باشگاه در تقویم من تنظیم می‌کنی,آیا ساعت زنگ دار را یک روز قبل برای تمام کلاس‌های [event_name : باشگاه] در تقویم من تنظیم می‌کنی
8175,رویداد‌های بعدی من چی‌ هستن,رویداد‌های بعدی من چی‌ هستن
8176,آیا می‌توانی یک جلسه با آقای صبوری در روز دوشنبه ساعت شش بعدازظهر تنظیم کنی,آیا می‌توانی یک [event_name : جلسه] با [person : آقای صبوری] در روز [date : دوشنبه] ساعت [time : شش بعدازظهر] تنظیم کنی
8177,آیا می‌توانی دعوتنامه جلسه را در دوشنبه آینده ساعت شش بعدازظهر به آقای تبریزی ارسال کنی,آیا می‌توانی دعوتنامه [event_name : جلسه] را در [date : دوشنبه] آینده ساعت [time : شش بعدازظهر] به [person : آقای تبریزی] ارسال کنی
8178,آیا می‌توانی آقای محمدی را برای جلسه‌ای در روز دوشنبه آینده ساعت شش بعدازظهر دعوت کنی,آیا می‌توانی [event_name : آقای محمدی] را برای [event_name : جلسه‌ای] در روز [date : دوشنبه] آینده ساعت [time : شش بعدازظهر] دعوت کنی
8179,آیا می‌توانی همه قرارهای من در تقویم را حذف کنی,آیا می‌توانی همه [event_name : قرارهای] من در تقویم را حذف کنی
8180,آیا می‌توانی همه رویدادهای تقویم من را حذف کنی,آیا می‌توانی همه رویدادهای تقویم من را حذف کنی
8181,آیا می‌توانی مراجعه به دندانپزشک را از تقویم من حذف کنی,آیا می‌توانی [event_name : مراجعه به دندانپزشک] را از تقویم من حذف کنی
8182,آیا می‌توانی وقت دندانپزشکی را حذف کنی,آیا می‌توانی [event_name : وقت دندانپزشکی] را حذف کنی
8183,آیا می‌توانی از تقویم من وقت دندانپزشکی را بیرون بیاوری,آیا می‌توانی از تقویم من [event_name : وقت دندانپزشکی] را بیرون بیاوری
8184,چه چیز معلقی دارم,چه چیز معلقی دارم
8185,جلسه‌ی شونزدهم مارس رو به من یادآوری کن,جلسه‌ی [date : شونزدهم مارس] رو به من یادآوری کن
8186,بگو جلسه بعدی من کی است,بگو [event_name : جلسه] بعدی من کی است
8187,یک روز قبل از جلسه بعدی به من اطلاع بده,یک روز قبل از [event_name : جلسه] بعدی به من اطلاع بده
8188,چه تاریخی است,چه تاریخی است
8189,مهمانی این آخر هفته کی است,[event_name : مهمانی] [date : این آخر هفته] کی است
8190,لطفا تقویم فردای من را پاک کن,لطفا تقویم [date : فردای] من را پاک کن
8191,مطمئن باش جمعه کاری ندارم,مطمئن باش [date : جمعه] کاری ندارم
8192,چه در آن رویداد اتفاق می‌افتد,چه در آن رویداد اتفاق می‌افتد
8193,زود این جلسه را به من یادآوری کن,زود این [event_name : جلسه] را به من یادآوری کن
8194,وقتی این جلسه نزدیک است به من اطلاع بده,وقتی این [event_name : جلسه] نزدیک است به من اطلاع بده
8195,ده دقیقه قبل از جلسه به من بگو,[time : ده دقیقه] قبل از [event_name : جلسه] به من بگو
8197,آیا یادآوری در انتظاری دارم,آیا یادآوری در انتظاری دارم
8198,آیا هیچ یادآوری باقی مانده است,آیا هیچ یادآوری باقی مانده است
8200,چه در برنامه امروز من است,چه در برنامه [date : امروز] من است
8201,گوگل آیا برای روز جمعه در تقویمم قراری دارم,گوگل آیا برای روز [date : جمعه] در تقویمم [event_name : قراری] دارم
8202,آیا جلسه بعدازظهر من لغو شد,آیا [event_name : جلسه بعدازظهر] من لغو شد
8203,google قرار پنج‌شنبه من با دندانپزشکم است,google [event_name : قرار] [date : پنج‌شنبه] من [event_name : با دندانپزشکم] است
8204,لطفا به من یادآوری کن که به اداره پست بروم,لطفا به من یادآوری کن که به اداره پست بروم
8205,بگو بعد از کار به خواروبارفروشی بروم,بگو بعد از کار به خواروبارفروشی بروم
8206,نگذار فراموش کنم که برای خواهرم هدیه بخرم,نگذار فراموش کنم که برای [relation : خواهرم] هدیه بخرم
8207,امروز صبح بین ده تا دوازده چه اتفاقی می‌افتد,امروز [time : صبح بین ده تا دوازده چه] اتفاقی می‌افتد
8208,جلسه عصری که با مزدک دارم ساعت چند است,[event_name : جلسه عصری] که با [person : مزدک] دارم ساعت چند است
8209,چه روزهایی در ماه اسفند شبکار هستم,چه روزهایی در ماه [date : اسفند] شبکار هستم
8210,آیا من این هفته روزهای مرخصی دارم,آیا من [date : این هفته] روزهای مرخصی دارم
8211,برنامه و قرار با پدرام برای صبح پنج‌شنبه آینده,برنامه و [event_name : قرار] با [person : پدرام] برای [timeofday : صبح] [date : پنج‌شنبه] آینده
8212,آیا من فردا برای ناهار قرار دارم,آیا من [date : فردا] برای [meal_type : ناهار] قرار دارم
8213,آیا این آخر هفته وقت آزاد دارم,آیا [date : این آخر هفته] وقت آزاد دارم
8214,بازی دختر من جمعه شب است,بازی [relation : دختر] من [date : جمعه] [time : شب] است
8215,جلسه در چه ساعتی شروع می‌شود,[event_name : جلسه] در چه ساعتی شروع می‌شود
8216,جلسه در کدام روز است,[event_name : جلسه] در کدام روز است
8217,آیا من جمعه جلسه‌ای دارم,آیا من [date : جمعه] جلسه‌ای دارم
8218,آیا من جمعه نهار دارم,آیا من [date : جمعه] [meal_type : نهار] دارم
8219,آیا در تقویم من تولدی وجود دارد,آیا در تقویم من [event_name : تولدی] وجود دارد
8220,به موقع به من یادآوری کن تا کاری را انجام دهم,به موقع به من یادآوری کن تا کاری را انجام دهم
8221,شمارش معکوس برای زمان,شمارش معکوس برای زمان
8222,در مورد کاری در زمان یادآوری کن,در مورد کاری در زمان یادآوری کن
8223,برای صبحانه‌ی دوم دوشنبه مادرم را به تقویم اضافه کن,برای [event_name : صبحانه‌ی دوم دوشنبه] [relation : مادرم] را به تقویم اضافه کن
8224,برنامه ی پدیکور خواهر من رو به روز جمعه ی تقویم اضافه کن,برنامه ی [event_name : پدیکور] [relation : خواهر] من رو به روز [date : جمعه] ی تقویم اضافه کن
8225,رویداد سه شنبه را حذف کن,رویداد [date : سه شنبه] را حذف کن
8226,اوضاع برای جلسه با علی چگونه به نظر می‌رسد,اوضاع برای جلسه با [person : علی] چگونه به نظر می‌رسد
8227,چه ساعتی قرار است دوباره جواد را بردارم,چه ساعتی قرار است دوباره [person : جواد] را بردارم
8228,جلسه من در روز جمعه چه ساعتی هست,جلسه من در روز [date : جمعه] چه ساعتی هست
8229,محل جلسه پروژه کاری من چیست,محل [event_name : جلسه پروژه] کاری من چیست
8230,جلسه‌ی ناهار من در سه شنبه چقدر طول می‌کشد,[event_name : جلسه‌ی ناهار] من در [date : سه شنبه] چقدر طول می‌کشد
8231,قرار در ساعت را حذف کن,[event_name : قرار] در ساعت را حذف کن
8232,من این هفته کاری انجام نمی‌دهم,من [date : این هفته] کاری انجام نمی‌دهم
8233,بیا فقط از قرار ملاقات صرف نظر کنیم,بیا فقط از [event_name : قرار] ملاقات صرف نظر کنیم
8234,اوولی برای ظهر سه شنبه آینده با سارا در رستوران رضوان قرار نهار تنظیم کن,اوولی برای [timeofday : ظهر] [date : سه شنبه] آینده با [person : سارا] در [business_name : رستوران رضوان] قرار [meal_type : نهار] تنظیم کن
8235,برای ظهر سه شنبه هفته بعد یک قرار نهار با سارا در رستوران نایب تنظیم کن,برای [timeofday : ظهر] [date : سه شنبه] هفته بعد یک قرار [meal_type : نهار] با [person : سارا] در [business_name : رستوران نایب] تنظیم کن
8236,من به یک یادآوری برای فردا برای مهمانی علی بعد از کار نیاز دارم,من به یک یادآوری برای [date : فردا] برای [event_name : مهمانی علی] بعد از کار نیاز دارم
8237,سلام گوگل می‌توانی دوشنبه شب آینده قرار من با امیر را ذخیره کنی,سلام گوگل می‌توانی [date : دوشنبه شب آینده] [event_name : قرار] من با [person : امیر] را ذخیره کنی
8238,فردا چه تاریخی است,[date : فردا] چه تاریخی است
8239,یادآور تنظیم کن که هر جمعه ساعت هشت صبح بروم در باشگاه تمرین کنم,یادآور تنظیم کن که [date : هر جمعه] ساعت [time : هشت صبح] بروم در باشگاه تمرین کنم
8240,تقویم من را پاک کن همه چیز را حذف کن,تقویم من را پاک کن همه چیز را حذف کن
8241,همه چیز را برای مابقی سال از تقویم من پاک کن,همه چیز را برای [date : مابقی سال] از تقویم من پاک کن
8242,olly همه چیز را از تقویم من برای بقیه سال پاک کن,olly همه چیز را از تقویم من برای [date : بقیه سال] پاک کن
8243,من می‌خواهم هر یکشنبه ساعت یازده صبح به مسجد بروم,من می‌خواهم [date : هر یکشنبه] [time : ساعت یازده صبح] [event_name : به مسجد بروم]
8244,لطفاً یک یادآوری برای خدمات مسجد در روزهای یکشنبه برای یازده صبح تنظیم کن,لطفاً یک یادآوری برای [event_name : خدمات مسجد] در [date : روزهای یکشنبه] برای [time : یازده صبح] تنظیم کن
8245,من باید از خدمات مسجد در روزهای یکشنبه ساعت یازده صبح مطلع شوم,من باید از [event_name : خدمات مسجد] در [date : روزهای یکشنبه] ساعت [time : یازده صبح] مطلع شوم
8246,اطلاعات مسابقه فوتبال امروز رو بهم بده,اطلاعات [sport_type : مسابقه فوتبال] [date : امروز] رو بهم بده
8247,اوولی قرار شام فردا را به تقویم اضافه کن,اوولی قرار [meal_type : شام] [date : فردا] را به تقویم اضافه کن
8248,قرار شام فردا را به تقویم اضافه کن,قرار [meal_type : شام] [date : فردا] را به تقویم اضافه کن
8249,من باید هفته‌های آتی ناهار را در تقویم بگذارم,من باید [date : هفته‌های آتی] [meal_type : ناهار] را در تقویم بگذارم
8250,olly من باید ناهار هفته بعد را در تقویم قرار دهم,olly من باید [meal_type : ناهار] [date : هفته بعد] را در تقویم قرار دهم
8251,من باید ناهار هفته‌ی آینده را در تقویم بگذارم,من باید [meal_type : ناهار] [date : هفته‌ی آینده] را در تقویم بگذارم
8252,یک تایمر را در ساعت پنج صبح هفت روز هفته تنظیم کن,یک تایمر را در ساعت [time : پنج صبح] [general_frequency : هفت روز هفته] تنظیم کن
8253,یک یادآوری تنظیم کن که باید هر روز ساعت پنج صبح از خواب بیدار شوم,یک یادآوری تنظیم کن که باید [general_frequency : هر] روز ساعت [time : پنج صبح] از خواب بیدار شوم
8254,رویداد بعدی من را پاک کن,رویداد بعدی من را پاک کن
8255,رویداد آینده را لغو کن,رویداد آینده را لغو کن
8256,لطفا همه رویدادها ی برنامه ریزی شده در تقویم من را حذف کن,لطفا همه رویدادها ی برنامه ریزی شده در تقویم من را حذف کن
8257,لطفا تمام رویدادهای آینده را حذف کن,لطفا تمام رویدادهای آینده را حذف کن
8258,بیشتر در مورد کنسرت در خیابان ولی عصر,بیشتر در مورد [event_name : کنسرت] در [place_name : خیابان ولی عصر]
8259,اجرای بعدی گروه بمرانی چه تاریخیه,اجرای بعدی گروه [event_name : بمرانی] چه تاریخیه
8260,لطفا یک روز قبل از تولد یوسف به من هشدار بده,لطفا یک [date : روز قبل] از [event_name : تولد] [person : یوسف] به من هشدار بده
8261,یک ساعت پیش از ملاقات هشدار بده,[time : یک ساعت پیش] از [event_name : ملاقات] هشدار بده
8262,لطفا سه ساعت قبل از یک رویداد برنامه‌ریزی شده زنگ هشدار را به صدا دربیاور,لطفا [time : سه ساعت] قبل از یک رویداد برنامه‌ریزی شده زنگ هشدار را به صدا دربیاور
8263,اوولی جلسه فردا را امشب به من یادآوری کن,اوولی [event_name : جلسه] [date : فردا] را [timeofday : امشب] به من یادآوری کن
8264,امشب جلسه فردا را به من یادآوری کن,[timeofday : امشب] [event_name : جلسه] [date : فردا] را به من یادآوری کن
8265,جلسه فردا را امشب به من یادآوری کن,[event_name : جلسه] [date : فردا] را [timeofday : امشب] به من یادآوری کن
8266,حتما جلسه بعدازظهر فردا را یادآوری کن,حتما [event_name : جلسه] [timeofday : بعدازظهر] [date : فردا] را یادآوری کن
8268,پنج دقیقه قبل از زمان جلسه به من یادآوری کن,[time : پنج دقیقه قبل] از زمان [event_name : جلسه] به من یادآوری کن
8269,یادآوری نیم ساعته برای جلسه سه شنبه,یادآوری [time : نیم ساعته] برای جلسه [date : سه شنبه]
8270,اطلاع رسانی جلسه در روز چهارشنبه,اطلاع رسانی [event_name : جلسه] در روز [date : چهارشنبه]
8271,وقت دکتر من را در تقویم قرار بده,[event_name : وقت دکتر] من را در تقویم قرار بده
8272,جلسه قریب‌الوقوع من را به تقویم من اضافه کن,[event_name : جلسه] قریب‌الوقوع من را به تقویم من اضافه کن
8273,من می‌خوام اون قرار ملاقات بره روی تقویم,من می‌خوام اون [event_name : قرار ملاقات] بره روی تقویم
8274,olly من نیاز دارم که قرار به تقویم ارسال شود,olly من نیاز دارم که [event_name : قرار] به تقویم ارسال شود
8275,لطفا تولد جواد را از تقویم پاک کن,لطفا [event_name : تولد] [person : جواد] را از تقویم پاک کن
8276,لطفا قرار ملاقات برنامه‌ریزی شده بعدی من را حذف کن,لطفا [event_name : قرار ملاقات] برنامه‌ریزی شده بعدی من را حذف کن
8277,لطفاً تمام جلسات شرکت زمزم برنامه‌ریزی شده را از تقویم حذف کن,لطفاً تمام [event_name : جلسات شرکت زمزم] برنامه‌ریزی شده را از تقویم حذف کن
8278,یک یادآوری در بیست و پنجم اسفند برنامه‌ریزی کن و نام ورودی را به عنوان جلسه وارد کن,یک یادآوری در [date : بیست و پنجم اسفند] برنامه‌ریزی کن و نام ورودی را به عنوان [event_name : جلسه] وارد کن
8279,یک یادآوری در پانزدهم فروردین به عنوان جلسه تنظیم کن,یک یادآوری در [date : پانزدهم فروردین] به عنوان [event_name : جلسه] تنظیم کن
8280,من باید یادآوری تاریخ بیست و پنجم اسفند را تنظیم کنم,من باید یادآوری تاریخ [date : بیست و پنجم اسفند] را تنظیم کنم
8281,تمام رویدادهای برنامه‌ریزی شده را از تقویم حذف کن,تمام رویدادهای برنامه‌ریزی شده را از تقویم حذف کن
8282,لطفا تقویم من را کاملا پاک کن,لطفا تقویم من را کاملا پاک کن
8283,می‌توانی تقویم من را خالی کنی,می‌توانی تقویم من را خالی کنی
8284,تولد را از تقویم حذف کن,[event_name : تولد] را از تقویم حذف کن
8285,جشن تولد را از تقویم برای ماه بهمن حذف کن,[event_name : جشن تولد] را از تقویم برای ماه [date : بهمن] حذف کن
8286,آیا یک مهمانی برای این آخر هفته برنامه‌ریزی کرده‌ام,آیا یک مهمانی برای [date : این آخر هفته] برنامه‌ریزی کرده‌ام
8287,لطفا جلسه‌ای را که امشب با جواد دارم حذف کن,لطفا [event_name : جلسه‌ای] را که [timeofday : امشب] با [person : جواد] دارم حذف کن
8288,کاری را که باید در سه فروردین انجام دهم بردار,کاری را که باید در [date : سه فروردین] انجام دهم بردار
8289,یک یادآوری در مورد جلسه امروز هیئت علمی در ساعت چهار تنظیم کن,یک یادآوری در مورد [event_name : جلسه] [date : امروز] [event_name : هیئت علمی] در ساعت [time : چهار] تنظیم کن
8290,یک یادآوری در مورد جلسه مدیران هفته آینده در روز سه شنبه باز کن,یک یادآوری در مورد [event_name : جلسه مدیران] [date : هفته آینده] در روز [date : سه شنبه] باز کن
8291,رویداد مربوط به جلسه مدیران در سه شنبه هفته آینده را باز کن,رویداد مربوط به [event_name : جلسه مدیران] در [date : سه شنبه هفته آینده] را باز کن
8292,رویدادی به تقویم اضافه کن و تکرار کن,رویدادی به تقویم اضافه کن و تکرار کن
8293,رویداد تکراری به تقویم اضافه شد,رویداد تکراری به تقویم اضافه شد
8294,به تقویم اضافه و تکرار کن,به تقویم اضافه و تکرار کن
8295,تمام رویدادها را حذف کن,تمام رویدادها را حذف کن
8296,تقویم جاری را حذف کن,تقویم جاری را حذف کن
8297,بازی پرسپولیس کی است,[sport_type : بازی پرسپولیس] کی است
8298,بازی بعدی پرسپولیس کجاست,بازی بعدی [sport_type : پرسپولیس] کجاست
8299,بازی بعدی فوتبال در چه زمانی شروع می‌شود,بازی بعدی [sport_type : فوتبال] در چه زمانی شروع می‌شود
8300,رویداد برای پنج تا شش بعدازظهر در بیست و هشت اسفند ذخیره کن,رویداد برای [time : پنج تا شش بعدازظهر] در [date : بیست و هشت اسفند] ذخیره کن
8301,زمان جلسه ساعت هفت عصر دوشنبه آینده را به من یادآوری کن,زمان [event_name : جلسه] ساعت [time : هفت عصر] [date : دوشنبه] آینده را به من یادآوری کن
8302,جلسه دوشنبه‌ی بعد را حذف کن,[event_name : جلسه] [date : دوشنبه‌ی بعد] را حذف کن
8303,جلسه‌ای با آقای علوی برای پنج‌شنبه ساعت دو بعدازظهر تنظیم کن,[event_name : جلسه‌ای] با [person : آقای علوی] برای [date : پنج‌شنبه] ساعت [time : دو بعدازظهر] تنظیم کن
8304,پنج‌شنبه ساعت دو بعدازظهر باید با آقای قدوسی ملاقات کنم لطفا تقویم را علامت بزن,[date : پنج‌شنبه] ساعت [time : دو بعدازظهر] باید با [person : آقای قدوسی] ملاقات کنم لطفا تقویم را علامت بزن
8305,یک تاریخ ناهار را به تقویم من برای بیست و پنجم اسفند از دوازده ظهر تا یک بعدازظهر اضافه کن,یک تاریخ [meal_type : ناهار] را به تقویم من برای [date : بیست و پنجم اسفند] از [time : دوازده ظهر تا یک بعدازظهر] اضافه کن
8306,شام امشب به همراه مادر را در تقویمم یادآوری کن,[meal_type : شام] [timeofday : امشب] به همراه [relation : مادر] را در تقویمم یادآوری کن
8307,دیروز ظهر در میدان آزادی چه اتفاقی افتاد,[date : دیروز] [time : ظهر] در [place_name : میدان آزادی] چه اتفاقی افتاد
8308,تظاهرات دیروز ظهر در میدان آزادی راجع به چه بود,تظاهرات [date : دیروز] [time : ظهر] در [place_name : میدان آزادی] راجع به چه بود
8309,چند نفر در تظاهرات دیروز ظهر میدان آزادی شرکت کردند,چند نفر در تظاهرات [date : دیروز] [timeofday : ظهر] [place_name : میدان آزادی] شرکت کردند
8310,من به یادآوری مکرر برای هر دوشنبه ساعت سه و نیم بعدازظهر نیاز دارم,من به یادآوری مکرر برای [general_frequency : هر دوشنبه] ساعت [time : سه و نیم بعدازظهر] نیاز دارم
8311,یک یادآوری برای چهارشنبه‌ها در ساعت دو بعدازظهر تنظیم کن,یک یادآوری برای [date : چهارشنبه‌ها] در ساعت [time : دو بعدازظهر] تنظیم کن
8312,لطفا برای هر سه شنبه یک قرار در ساعت چهار بعدازظهر اضافه کن,لطفا برای [general_frequency : هر سه شنبه] یک [event_name : قرار] در ساعت [time : چهار بعدازظهر] اضافه کن
8313,آیا تولد سوسن یازده اسفند است,آیا [event_name : تولد] [person : سوسن] [date : یازده اسفند] است
8314,یازده اسفند تولد غزال است درسته,[date : یازده اسفند] [event_name : تولد] [person : غزال] است درسته
8315,آیا درسته که تولد سوسن یازدهم اسفنده,آیا درسته که [event_name : تولد] [person : سوسن] [date : یازدهم اسفنده]
8316,لطفاً پانزدهم اسفند را به عنوان روز تولد محمد اضافه کن,لطفاً [date : پانزدهم اسفند] را به عنوان روز [event_name : تولد] [person : محمد] اضافه کن
8317,پانزدهم اسفند تولد علی است لطفا این را در تقویم قرار بده,[date : پانزدهم اسفند] [event_name : تولد] [person : علی] است لطفا این را در تقویم قرار بده
8318,لطفاً برای جمعه ساعت شش بعدازظهر یادآوری بساز,لطفاً برای [date : جمعه] ساعت [time : شش بعدازظهر] یادآوری بساز
8319,نگذار فراموش کنم که من برای ظهر هفتم فروردین به یادآوری نیاز دارم,نگذار فراموش کنم که من برای [timeofday : ظهر] [date : هفتم فروردین] به یادآوری نیاز دارم
8320,من مایلم درباره رژه آخر این هفته اطلاعات کسب کنم,من مایلم درباره [event_name : رژه] [date : آخر این هفته] اطلاعات کسب کنم
8321,آیا می توانی درباره فستیوال به من بیشتر بگویی,آیا می توانی درباره [event_name : فستیوال] به من بیشتر بگویی
8322,من می خواهم درباره نمایشگاه این آخر هفته بیشتر بدانم,من می خواهم درباره نمایشگاه [date : این آخر هفته] بیشتر بدانم
8323,آیا جلسه فردا را به تقویم من اضافه کردی,آیا [event_name : جلسه] [date : فردا] را به تقویم من اضافه کردی
8324,می‌توانی به من بگویی برنامه فردا چیست,می‌توانی به من بگویی برنامه [date : فردا] چیست
8325,جلسات ناهار را هر روز در ظهر این هفته اضافه کن,[event_name : جلسات] [meal_type : ناهار] را [general_frequency : هر روز] در [timeofday : ظهر] [date : این هفته] اضافه کن
8326,تمرین ورزشی را در تقویم من این هفته هر روز ساعت هشت صبح بگذار,تمرین ورزشی را در تقویم من [date : این هفته] [general_frequency : هر روز] ساعت [time : هشت صبح] بگذار
