id,utt,annot_utt
9358,միացրու ռադիո ալիք ավրորան,միացրու ռադիո ալիք [radio_name : ավրորան]
9360,միացրեք ռադիոն,միացրեք ռադիոն
9361,լսել ռադիո,լսել ռադիո
9362,ռադիո ալիքներ,ռադիո ալիքներ
9363,եկեք լսենք հիթեր ռադիոյով,եկեք լսենք հիթեր ռադիոյով
9364,եկեք երաժշտական հիթեր նվագենք,եկեք երաժշտական հիթեր նվագենք
9365,ռադիո միացրու,ռադիո միացրու
9366,խնդրում ենք նվագարկել որևէ երաժշտություն,խնդրում ենք նվագարկել որևէ երաժշտություն
9367,խնդրում եմ մի քանի երգ միացրու երեխաների համար,խնդրում եմ մի քանի երգ միացրու [relation : երեխաների] համար
9368,դիր վերջին ռադիոալիքը,դիր վերջին ռադիոալիքը
9369,գնա իմ սիրելի ռադիո ալիք,գնա իմ սիրելի ռադիո ալիք
9370,դիր ինձ համար ամենահայտնի ռադիոալիքը,դիր ինձ համար ամենահայտնի ռադիոալիքը
9371,նվագիր երգ որը կստիպի ինձ ժպտալ,նվագիր երգ որը կստիպի ինձ ժպտալ
9372,միացրու ռադիո մենքը,միացրու [radio_name : ռադիո մենքը]
9373,ուզում եմ լսել եկեք խոսենք ռադիոն,ուզում եմ լսել եկեք խոսենք ռադիոն
9374,գտիր ինձ համար ավրորա ալիքը,գտիր ինձ համար [radio_name : ավրորա] ալիքը
9375,միացրու ութսուն ինը կետ յոթ,միացրու [radio_name : ութսուն ինը կետ յոթ]
9376,միացրու ռադիոն,միացրու ռադիոն
9377,դիր ռադիո ավրորա խնդրում եմ,դիր ռադիո [media_type : ավրորա] խնդրում եմ
9378,խնդրում եմ փոխիր ալիքը ազատություն էֆ էմ,խնդրում եմ փոխիր ալիքը [radio_name : ազատություն] էֆ էմ
9379,խնդրում եմ ռադիոյով նվագարկել տեղական լատինական երաժշտական ալիքը,խնդրում եմ ռադիոյով նվագարկել [radio_name : տեղական լատինական երաժշտական ալիքը]
9380,ուզում եմ գնաս ռադիո ավրորա ռադիոյով,ուզում եմ գնաս [radio_name : ռադիո ավրորա] ռադիոյով
9381,խնդրում եմ գնա ռադիոյի ութսունինը կետ յոթ ալիքը,խնդրում եմ գնա ռադիոյի [radio_name : ութսունինը կետ յոթ] ալիքը
9382,միացրու ութսուն ինը կետ յոթ,միացրու [radio_name : ութսուն ինը կետ յոթ]
9383,միացրու ութսունինը կետ յոթ ռադիոն,միացրու [radio_name : ութսունինը կետ յոթ] ռադիոն
9384,միացրու ազատություն ռադիոկայանը,միացրու [radio_name : ազատություն ռադիոկայանը]
9385,ես ցանականում եմ լսել ռադիո,ես ցանականում եմ լսել ռադիո
9386,ես ուզում եմ որ դու գտնես լավ ալիքներ լսելու համար,ես ուզում եմ որ դու գտնես լավ ալիքներ լսելու համար
9387,գտիր իմ գտնվելու վայրի մոտ գտնվող լավագույն ռոք կայանը և միացրու այն,գտիր իմ գտնվելու վայրի մոտ գտնվող լավագույն [radio_name : ռոք կայանը] և միացրու այն
9388,գտիր մոտակա ռոք կայանը,գտիր մոտակա [radio_name : ռոք կայանը]
9389,ինչ կա ռադիոյով,ինչ կա ռադիոյով
9390,միացրու ռադիոն և լսիր ռադիո հայ,միացրու ռադիոն և լսիր [radio_name : ռադիո հայ]
9391,խնդրում եմ միացնել ռադիո ավրորայի ութսունինը կետ յոթը,խնդրում եմ միացնել [radio_name : ռադիո ավրորայի ութսունինը կետ յոթը]
9392,կարող ես գտնել spotify-ի ռադիոկայանը որը ես երեկ էի լսում,կարող ես գտնել [app_name : spotify-ի] ռադիոկայանը որը ես [date : երեկ] էի լսում
9393,հել օլի միացրու ռադիոն,հել օլի միացրու ռադիոն
9394,հեյ օլի միացրու ռադիոն,հեյ օլի միացրու ռադիոն
9395,հե օլի ինր կա ռադիոով հենց հիմա,հե օլի ինր կա ռադիոով հենց հիմա
9396,միացրու ռադիո ավրորա,միացրու [radio_name : ռադիո ավրորա]
9397,միացրու ամերիկյան կուռք ինձ համար հիմա,միացրու [radio_name : ամերիկյան կուռք] ինձ համար հիմա
9398,միացրու ռադիո հայ մեքենայի ռադիոյով,միացրու [radio_name : ռադիո հայ] մեքենայի ռադիոյով
9400,խնդրում եմ միացրու ռադիո հայը,խնդրում եմ միացրու [radio_name : ռադիո հայը]
9401,միացրու ռադիո և դիր ինը հարյուր և ութսունինը ալիքը,միացրու ռադիո և դիր [radio_name : ինը հարյուր և ութսունինը] ալիքը
9402,նվագարկեք ռադիո ավրորա ռադիոկայանըը,նվագարկեք [radio_name : ռադիո ավրորա] ռադիոկայանըը
9403,խնդրում եմ իմ ռադիո ավրորայից անցիր ռադիո ջանին,խնդրում եմ իմ ռադիո ավրորայից անցիր [radio_name : ռադիո ջանին]
9404,կուզեի լսել իմ ամենասիրելի առավոտյան շոուն մեքենայում աշխատանքի ճանապարհին խնդրում եմ,կուզեի լսել իմ ամենասիրելի [radio_name : առավոտյան շոուն] մեքենայում աշխատանքի ճանապարհին խնդրում եմ
9405,ես ուզում եմ ռադիո լսել միացրու այն ինձ համար,ես ուզում եմ ռադիո լսել միացրու այն ինձ համար
9406,միացնել ռադիո ավրորա,միացնել [radio_name : ռադիո ավրորա]
9407,միացրու ռադիո ավրորա,միացրու [radio_name : ռադիո ավրորա]
9408,միացրու ռադիո ներկայացումը,միացրու ռադիո ներկայացումը
9409,միացրու ռադիո երաժշտություն,միացրու ռադիո երաժշտություն
9410,սկսիր նվագարկել ռադիոն,սկսիր նվագարկել ռադիոն
9411,միացրու լրատվական ռադիոյով,միացրու [radio_name : լրատվական] ռադիոյով
9412,ուզում եմ լսել ազատություն ռադիոկայան,ուզում եմ լսել [radio_name : ազատություն ռադիոկայան]
9413,հաջորդը կարող ես միացնել ռադիո ավրորան,հաջորդը կարող ես միացնել [radio_name : ռադիո ավրորան]
9415,խնդրում եմ միացրու ռադիոն,խնդրում եմ միացրու ռադիոն
9416,սիր վերջին փոդքասթը առցանց հարցումների վերաբերյալ,սիր վերջին փոդքասթը առցանց հարցումների վերաբերյալ
9417,միացնել ազատությունը,միացնել [radio_name : ազատությունը]
9418,լսիր եվրոպա պլյուս ռադիոն,լսիր [radio_name : եվրոպա պլյուս] ռադիոն
9419,դիր ինչ որ քանթրի երաժշտություն,դիր ինչ որ [music_genre : քանթրի] երաժշտություն
9420,լսել ռադիո ավրորա,լսել [radio_name : ռադիո ավրորա]
9421,google play ում միացրու ուրախ եմ զգում փլեյլիստը,[app_name : google play] ում միացրու [playlist_name : ուրախ եմ զգում] փլեյլիստը
9422,sirius հավելվածով դասական ալիք միցարու,[app_name : sirius] հավելվածով [radio_name : դասական ալիք] միցարու
9423,բացիր sirius հավելվածը և նվագիր դասական ալիք,բացիր [app_name : sirius] հավելվածը և նվագիր [radio_name : դասական ալիք]
9424,միացրու spotify և միացրու անձնական ալիքը,միացրու [app_name : spotify] և միացրու անձնական ալիքը
9425,հասմիկ ես ցանկանում եմ լսել ռադիոալիք որով նվագարկվում է ռոք,հասմիկ ես ցանկանում եմ լսել [radio_name : ռադիոալիք որով նվագարկվում է ռոք]
9426,ես ուզում եմ լսել ռադիո հայ,ես ուզում եմ լսել [radio_name : ռադիո հայ]
9427,խնդրում եմ գտնել ռաբիզ երաժշտության կայան,խնդրում եմ գտնել [radio_name : ռաբիզ երաժշտության կայան]
9428,միացրու ֆուտբոլային խաղ ռադիոյով,միացրու ֆուտբոլային խաղ ռադիոյով
9429,խաղա քոլեջի բեյսբոլ խաղը,խաղա քոլեջի բեյսբոլ խաղը
9430,միացրու փյունիկ սպարտակ խաղը,միացրու փյունիկ սպարտակ խաղը
9431,միացրու իմ ամենանոր փոդքասթերը հենգաութից,միացրու իմ ամենանոր փոդքասթերը [podcast_name : հենգաութից]
9432,քանի սպորտային փոդքասթ ունեմ որ դեռ չես լսել,քանի սպորտային փոդքասթ ունեմ որ դեռ չես լսել
9433,դիր վրացական երաժշտության երգացանկը,դիր [music_genre : վրացական] երաժշտության երգացանկը
9434,միացրու երեխայի խնամքի մասին թոք շոու,միացրու [radio_name : երեխայի խնամքի] մասին թոք շոու
9435,նվագիր մի ծրագիր ռադիո ավրորայով,նվագիր մի ծրագիր [radio_name : ռադիո ավրորայով]
9438,կարող եs ինձ ռեփ երգ նվագել ռադիոյով,կարող եs ինձ [music_genre : ռեփ] երգ նվագել ռադիոյով
9439,ես ուզում եմ լսել այսօրվա հիթերը,ես ուզում եմ լսել այսօրվա հիթերը
9440,խնդրում եմ pandora ից միացրու քառասունականների լավագույն հիթերը,խնդրում եմ [app_name : pandora] ից միացրու քառասունականների լավագույն հիթերը
9441,բացեք մեդիա նվագարկիչը և նվագարկեք թոփ հիթերը,բացեք մեդիա նվագարկիչը և նվագարկեք թոփ հիթերը
9442,բացիր pandora և միացրու թոփ հիթեր,բացիր [app_name : pandora] և միացրու թոփ հիթեր
9446,դիր իմ ավրորա ռադիոկայանը,դիր իմ [radio_name : ավրորա] ռադիոկայանը
9447,խնդրում եմ միացրու հայտնի երաժշտություն pandora ծրագրով,խնդրում եմ միացրու հայտնի երաժշտություն [app_name : pandora] ծրագրով
9448,միացրու իմ սիրելի փոդքաստը,միացրու իմ սիրելի փոդքաստը
9449,ես ցանկանում եմ լսել եգոր գլումովի նոր սերիան,ես ցանկանում եմ լսել [person : եգոր գլումովի] նոր սերիան
9451,ռադիոյով միացրու ռադիո երևան,ռադիոյով միացրու [person : ռադիո երևան]
9452,փնտրիր եգոր գլումովին ռադիոյով,փնտրիր [person : եգոր գլումովին] ռադիոյով
9453,միացրու ռադիո ավրորա ինձ համար,միացրու ռադիո [radio_name : ավրորա] ինձ համար
9454,բեր ինձ ինչ-որ ռադիո երաժշտություն կամպ էֆ էմ- ից,բեր ինձ ինչ-որ ռադիո [media_type : երաժշտություն] [radio_name : կամպ էֆ էմ- ից]
9455,ուզում եմ լսել ռադիո ավրորա հյուրասենյակում,ուզում եմ լսել [radio_name : ռադիո ավրորա] [house_place : հյուրասենյակում]
9456,կարող ես խնդրում եմ միացնել ազատությունով որտեղ եմ ես,կարող ես խնդրում եմ միացնել [radio_name : ազատությունով] որտեղ եմ ես
9457,միացրու քամի քամի երգը,միացրու [song_name : քամի քամի] երգը
9458,սկսիր երաժշտություն,սկսիր երաժշտություն
9459,խնդրում եմ միացրու թոփ քանթրի,խնդրում եմ միացրու թոփ [music_genre : քանթրի]
9460,միացրու իննսունականների հիփ հոփ,միացրու [music_genre : իննսունականների հիփ հոփ]
9461,ռադիոյով երգ միացրու,ռադիոյով երգ միացրու
9462,մեղեդի նորություններ,մեղեդի նորություններ
9463,միացրու ամենալավ վերնագրերը,միացրու ամենալավ վերնագրերը
9464,միացրու կիսաբաց լուսամուտներ շոուն բջջային հեռախոսի վրա,միացրու կիսաբաց լուսամուտներ շոուն [device_type : բջջային հեռախոսի] վրա
9465,հեռարձակել առողջության մասին շոուն խոհանոցից,հեռարձակել առողջության մասին շոուն [house_place : խոհանոցից]
9467,դիր իմ պանդորա ռադիոն,դիր իմ [app_name : պանդորա] ռադիոն
9468,միացրու հին երգացանկը իմ ռադիոյով,միացրու [music_genre : հին] երգացանկը իմ ռադիոյով
9469,միացրու տեղական ռադիոն,միացրու [radio_name : տեղական] ռադիոն
9471,միացրու քանթրի երաժշտական կայան,միացրու [music_genre : քանթրի] երաժշտական կայան
9475,միացրու քանթրի,միացրու [music_genre : քանթրի]
9476,միացրու ռոք երաժշտություն,միացրու [music_genre : ռոք] երաժշտություն
9477,ուզում եմ լսել ռադիո ավրորա,ուզում եմ լսել [radio_name : ռադիո ավրորա]
9479,սեղմիր նվագարկում ռադիոյով,սեղմիր նվագարկում ռադիոյով
9480,միացրու ռադիո վանը,միացրու [radio_name : ռադիո վանը]
9481,միացրու ռադիո հայ,միացրու [radio_name : ռադիո հայ]
9483,միացրու red f. m.,միացրու [radio_name : red f. m.]
9484,խնդրում եմ միացրու ազատություն,խնդրում եմ միացրու [radio_name : ազատություն]
9485,հագուստ,հագուստ
9486,միացրու ռադիո ավրորան,միացրու [radio_name : ռադիո ավրորան]
9487,միացրեք բոբ և թոմ,միացրեք [radio_name : բոբ և թոմ]
9488,միացրու ութսունինը և յոթ ռադիոալիքը,միացրու [radio_name : ութսունինը և յոթ ռադիոալիքը]
9489,նվագարկել երաժշտական հաղորդումներ ռադիոյով,նվագարկել երաժշտական հաղորդումներ ռադիոյով
9490,միացրու պանդորան,միացրու [app_name : պանդորան]
9491,իմ ընտրած մեղեդու կայանը,իմ ընտրած մեղեդու կայանը
9492,դիր ընթացիկ երգացանկը,դիր ընթացիկ երգացանկը
9493,կարող ես միացնել f. m. ռադիո մեկ կայան,կարող ես միացնել [radio_name : f. m.] ռադիո մեկ կայան
9494,կարող ես խնդրում եմ միացնել f. m. կայանը որ միացնում է փոփ երգեր,կարող ես խնդրում եմ միացնել [radio_name : f. m.] կայանը որ միացնում է [music_genre : փոփ] երգեր
9495,խնդրում եմ միացրեք լրատվական ալիք որպեսզի ես կարողանամ ինչ-որ նորություններ իմանալ,խնդրում եմ միացրեք [radio_name : լրատվական ալիք] որպեսզի ես կարողանամ ինչ-որ նորություններ իմանալ
9496,դիր ջազ կայան,դիր [music_genre : ջազ] կայան
9497,գտիր դասական ռադիոկայան,գտիր [music_genre : դասական] ռադիոկայան
9498,ես ուզում եմ ռոք լսել,ես ուզում եմ [music_genre : ռոք] լսել
9499,միացրու ռադիո ավրորա,միացրու ռադիո [radio_name : ավրորա]
9500,գտիր եգոր գլումովի հեռարձակումը սիրիուսում,գտիր եգոր գլումովի հեռարձակումը [app_name : սիրիուսում]
9501,միացրու ավրորան sirius միջոցով,միացրու ավրորան [app_name : sirius] միջոցով
9502,միացրու ինձ համար օստին sirius,միացրու ինձ համար օստին [app_name : sirius]
9503,ձայնագրված ծրագիրը հնարավոր կարելի է լսել առաջիկա օրերին,ձայնագրված ծրագիրը հնարավոր կարելի է լսել առաջիկա օրերին
9504,ես ցանկանում եմ լսել ութսունինը կետ յոթը,ես ցանկանում եմ լսել [radio_name : ութսունինը կետ յոթը]
9506,օլի եկ լսենք ռադիո հայ,օլի եկ լսենք [radio_name : ռադիո հայ]
9507,խնդրում եմ հիմա միացնել հովարդ սթերն ռադիոկայանը,խնդրում եմ հիմա միացնել հովարդ սթերն ռադիոկայանը
9508,սկանավորեք ռադիոն հովարդ սթերնի համար,սկանավորեք ռադիոն հովարդ սթերնի համար
9509,միացնել ռադիոն,միացնել ռադիոն
9510,դիր ռադիոյի հաղորդականությունը,դիր ռադիոյի հաղորդականությունը
9511,միացրու ռադիոկայան ավրորա,միացրու ռադիոկայան [radio_name : ավրորա]
9512,միացրու the buzz մեկ հարյուր և երկու կետ չորս կայանը,միացրու the buzz [radio_name : մեկ հարյուր և երկու կետ չորս] կայանը
9517,միացնել ավրորա հոքեյի համար,միացնել [radio_name : ավրորա] հոքեյի համար
9518,դիր նորությունները ռադիո հայով,դիր նորությունները [radio_name : ռադիո հայով]
9519,միացրու որևէ փոփ f. m. ալիք,միացրու որևէ [music_genre : փոփ] [radio_name : f. m.] ալիք
9520,միացրու վերջին բժշկին ով ռադիոհեռարձակում է անում,միացրու վերջին բժշկին ով [media_type : ռադիոհեռարձակում] է անում
9521,նվագարկիր նեմրա դրվագը ավրորայում,նվագարկիր նեմրա դրվագը ավրորայում
9522,միացրու երեկվա թեժ իննսուն և յոթ ալիքը,միացրու [date : երեկվա] թեժ [radio_name : իննսուն և յոթ] ալիքը
9523,խնդրում եմ ծրագիր միացրու դար քսանմեկով,խնդրում եմ ծրագիր միացրու [radio_name : դար քսանմեկով]
9524,դիր ծրագիր կամ ռադիո հայ,դիր ծրագիր կամ [radio_name : ռադիո հայ]
9526,միացրու ռադիո ավրորա,միացրու [radio_name : ռադիո ավրորա]
9527,անցիր ռադիո ավրորային,[radio_name : անցիր ռադիո ավրորային]
9528,միացրու ազատություն և խաղարկիր այն առանց բարձրախոսի,միացրու [radio_name : ազատություն] և խաղարկիր այն առանց [device_type : բարձրախոսի]
9529,որևէ մեղմ ռոք միացրու,որևէ [music_genre : մեղմ ռոք] միացրու
9530,մի քանի սիրային երգեր դրեք,մի քանի [music_genre : սիրային երգեր] դրեք
9533,ժամը տասներեքին միացրու ութսունինը և յոթ ռադիոալիքը,[time : ժամը տասներեքին] միացրու [radio_name : ութսունինը և յոթ ռադիոալիքը]
9534,դիր ռադիո ավրորա,դիր [radio_name : ռադիո ավրորա]
9535,միացրու ռադիոյով ռոքին վերաբերող բոլոր հաղորդումները ու երգերը,միացրու ռադիոյով ռոքին վերաբերող բոլոր հաղորդումները ու երգերը
9536,դիր լրատվական ռադիո,դիր [radio_name : լրատվական ռադիո]
9537,խնդրում եմ միացրու ռադիո հայ,խնդրում եմ միացրու [radio_name : ռադիո հայ]
9538,ես երաժշտություն եմ ուզում,ես [media_type : երաժշտություն] եմ ուզում
9539,արի միացնենք ռադիոն,արի միացնենք ռադիոն
9540,ռադիո գտիր,ռադիո գտիր
9541,միացրու շորորա երգը ռադիոյով,միացրու շորորա երգը ռադիոյով
9542,թույլ տվեք լսել ռադիոյով վերջին լրատվական հաղորդումը,թույլ տվեք լսել ռադիոյով վերջին լրատվական հաղորդումը
9543,հյոուրասենյակի ռադիոյով միացրու ժակին,[house_place : հյոուրասենյակի] ռադիոյով միացրու ժակին
9544,միացրու այս ամերկյան կյանքը ավտոռադիո,միացրու այս ամերկյան կյանքը [device_type : ավտոռադիո]
9545,ուզում եմ լսել երգազրույց շոուն,ուզում եմ լսել երգազրույց շոուն
9546,կարծում եմ որ դին օբեյդալլան այժմ ռադիոյով է,կարծում եմ որ դին օբեյդալլան այժմ ռադիոյով է
9547,միացրու ռադիոն հանրային ռադիոյին,միացրու ռադիոն [radio_name : հանրային ռադիոյին]
9548,խնդրում եմ միացրու մեկ նախածրագրված կայան,խնդրում եմ միացրու մեկ նախածրագրված կայան
9549,միացրու իննսունինը կետ հինգ հաճախականությամբ ռադիոն,միացրու [radio_name : իննսունինը կետ հինգ] հաճախականությամբ ռադիոն
9551,դիր ռադիո հարուր չորս և ինը,դիր [radio_name : ռադիո հարուր չորս և ինը]
9552,նվագիր հիփ հոփ ռադիո հայով,նվագիր [music_genre : հիփ հոփ] [radio_name : ռադիո հայով]
9554,ֆ․ մ․ իննսուներկու կետ յոթով միացրու ռոմանտիկ երաժշտություն,[radio_name : ֆ․ մ․ իննսուներկու կետ յոթով] միացրու [music_genre : ռոմանտիկ] [media_type : երաժշտություն]
9555,նվագիր բժիշկ դեմենտո իմ մահճակալի ռադիոյով,նվագիր [person : բժիշկ դեմենտո] իմ [device_type : մահճակալի ռադիոյով]
9556,բեռնիր ռազմիկ ամյան և նվագիր այն իմ մահճակալի մոտ,բեռնիր [person : ռազմիկ ամյան] և նվագիր այն իմ մահճակալի մոտ
9557,որն է հեռուստատեսությամբ առավելագույն դիտումներ ունեցող ներկայիս շոուն,որն է հեռուստատեսությամբ առավելագույն դիտումներ ունեցող ներկայիս շոուն
9558,կարող ես միացնել երաժշտությունը խնդրում եմ,կարող ես միացնել [media_type : երաժշտությունը] խնդրում եմ
9559,խնդրում եմ ռադիո միացրու,խնդրում եմ ռադիո միացրու
9561,միացրու ազատություն ռադիոկայանը,միացրու [radio_name : ազատություն] ռադիոկայանը
9562,խնդրում եմ կարող եք նվագել այս ծրագիրը ինձ համար,խնդրում եմ կարող եք նվագել այս ծրագիրը ինձ համար
9563,ռադիո ավրորան միացրու երբ հարություն դադուրյանը կվարի,[radio_name : ռադիո ավրորան] միացրու երբ հարություն դադուրյանը կվարի
9564,միացրու ռադիո ավրորան և այն դիր որպես առավոտյան զարթուցիչի ձայն ամենաբարձր ձայնով,միացրու ռադիո ավրորան և այն դիր որպես [timeofday : առավոտյան] զարթուցիչի ձայն ամենաբարձր ձայնով
9565,նվագել ռադիո անդադար երգերով,նվագել ռադիո անդադար երգերով
9566,նվագարկիր լիլիթ հովհաննիսյան ռադիո,նվագարկիր [person : լիլիթ հովհաննիսյան] ռադիո
9568,միացրու արամոյի կենդանի համերգ շարքը,միացրու արամոյի կենդանի համերգ շարքը
9569,ok google միացրու հանրային ռադիոն,ok google միացրու [radio_name : հանրային ռադիոն]
9572,խաղալ ինձ համար ամերիկյան կուռք շոու,խաղալ ինձ համար ամերիկյան կուռք շոու
9573,ուզում եմ երաժշտություն դնես,ուզում եմ երաժշտություն դնես
9574,միացրու ռադիո ջան,միացրու ռադիո ջան
9575,միացրեք ռադիո հաղորդում,միացրեք ռադիո հաղորդում
9576,խնդրում եմ միացրեք հարյուր յոթ կետ չորս կայանը,խնդրում եմ միացրեք [radio_name : հարյուր յոթ կետ չորս] կայանը
9577,փոխիր ալիքը հարյուր չորս և ինը,փոխիր ալիքը [radio_name : հարյուր չորս և ինը]
9578,միացրու ութսունինը կետ յոթ կայանը,միացրու [radio_name : ութսունինը կետ յոթ] կայանը
9579,միացրու փոփ ռադիո կայանը,միացրու փոփ [radio_name : ռադիո կայանը]
9580,միացրու ազատություն ռադիոկայան,միացրու [radio_name : ազատություն ռադիոկայան]
9581,ինձ համար միացրու ամերիկյան կուռք ծրագիրը,ինձ համար միացրու ամերիկյան կուռք ծրագիրը
9582,սկսել ռադիո հայը հաջորդ հաղորդման վրա,սկսել [radio_name : ռադիո հայը] հաջորդ հաղորդման վրա
9583,այսինչ ծրագիրը ռադիո ավրորայով,այսինչ ծրագիրը [radio_name : ռադիո ավրորայով]
9584,բարև բարև,բարև բարև
9585,ռադիո,ռադիո
9586,նվագել հովարդ սթեյն,նվագել [person : հովարդ սթեյն]
9587,ես ուզում եմ լսել լրատվական նորություններ,ես ուզում եմ լսել [radio_name : լրատվական նորություններ]
9588,կարող ես սկսել եգոր գլումով,կարող ես սկսել [person : եգոր գլումով]
9589,ok google կարող ես միացնել եգոր գլումով,ok google կարող ես միացնել [person : եգոր գլումով]
9590,ռադիո ավրորայով կարող ես միացնել մարդիկ են մեդիան ծրագիրը,[radio_name : ռադիո ավրորայով] կարող ես միացնել մարդիկ են մեդիան ծրագիրը
9591,լսել բհուլի բիսրի յաադեն ծրագիր իննսունմեկ կետ երեք էֆ էմ,լսել բհուլի բիսրի յաադեն ծրագիր [radio_name : իննսունմեկ կետ երեք էֆ էմ]
9592,փնտրիր այն փոդքաստերը որոնք լուսաբանում են տղամարդկանց խնդիրները,փնտրիր այն [media_type : փոդքաստերը] որոնք լուսաբանում են [podcast_descriptor : տղամարդկանց խնդիրները]
9593,նվագարկեք իմ սիրելի ռադիոալիքը երեկոյան ժամը իննին,նվագարկեք իմ սիրելի ռադիոալիքը [time : երեկոյան ժամը իննին]
9594,իննսուն կետ յոթի երգերը,[radio_name : իննսուն կետ յոթի] [media_type : երգերը]
9596,ռադիո ավրորա,[radio_name : ռադիո ավրորա]
9597,միացրու ռադիո ավրորա ռադիո հայով,միացրու [radio_name : ռադիո ավրորա ռադիո հայով]
9598,ալեքսա միացրու pdr էմ բենդ ռադիո,ալեքսա միացրու [radio_name : pdr էմ բենդ ռադիո]
9599,ռադիո ավրորա,[radio_name : ռադիո ավրորա]
9600,ալեքսա դիր ռադիո հայ,ալեքսա դիր [radio_name : ռադիո հայ]
9601,միացրու կանտրի ռադիո,միացրու [radio_name : կանտրի ռադիո]
9602,միացրու ռադիո ավրորան,միացրու [radio_name : ռադիո ավրորան]
9603,նվագարկել ռոք ռադիոկայանը,նվագարկել [radio_name : ռոք ռադիոկայանը]
9604,ուզում եմ ռադիոն միանա,ուզում եմ ռադիոն միանա
9605,կարող ես ռադիո միացնել խնդրում եմ,կարող ես ռադիո միացնել խնդրում եմ
9606,նվագել այս անհրաժեշտ պահոցի ծրագրերը,նվագել այս անհրաժեշտ պահոցի ծրագրերը
9607,միացրու աշխարումս իմն դու ես երգը,միացրու աշխարումս իմն դու ես երգը
9608,բացիր պլեյ մարքեթ հավելվածը և միացրու ռադիո հայը,բացիր [app_name : պլեյ մարքեթ հավելվածը] և միացրու [radio_name : ռադիո հայը]
9609,նվագել հոիզեր ռադիոկայանը իմ pandora հավելվածից,նվագել [radio_name : հոիզեր ռադիոկայանը] իմ [app_name : pandora] հավելվածից
9610,բացիր pandora ն և միացրու ռադիո ավրորան,բացիր [app_name : pandora] ն և միացրու [radio_name : ռադիո ավրորան]
9611,միացրու սիրելի ռադիոկայանով,միացրու սիրելի ռադիոկայանով
9612,ինչ կայաններ են դնում լավ երաժշտություն այս առավոտ,ինչ կայաններ են դնում լավ երաժշտություն այս [timeofday : առավոտ]
9613,ինչ ալիք է ռադիո հայը,ինչ ալիք է [radio_name : ռադիո հայը]
9614,դիր ռադիո հայ,դիր [radio_name : ռադիո հայ]
9615,դիր ռադիո հայ,դիր [radio_name : ռադիո հայ]
9616,միացրու ռադիո ավրորան,միացրու [radio_name : ռադիո ավրորան]
9617,միացրու ինձ համար ռադիո հայի այս առավոտվա շոուն,միացրու ինձ համար [radio_name : ռադիո հայի] այս առավոտվա շոուն
9618,ցույց տուր ինձ առաջիկա ծրագրերը հարյուրհինգ կետ մեկով,ցույց տուր ինձ առաջիկա ծրագրերը [radio_name : հարյուրհինգ կետ մեկով]
9619,միացրու էմփիրեյ սև ու սպիտակ մեքենայի ռադիոյով,միացրու էմփիրեյ սև ու սպիտակ [device_type : մեքենայի ռադիոյով]
9620,կարող ես ռադիոյով երաժշտական առավոտը միացնել ննջասենյակում,կարող ես ռադիոյով երաժշտական առավոտը միացնել [house_place : ննջասենյակում]
9621,ուզում եմ երաժշտական առավոտը խոհանոցում ռադիոյով,ուզում եմ երաժշտական առավոտը [house_place : խոհանոցում] ռադիոյով
9622,նվագել երաժշտություն ստեղծված ինչ-որ մեկի կողմից որը տալիս է կարճ հուշում ալբոմի մասին,նվագել երաժշտություն ստեղծված ինչ-որ մեկի կողմից որը տալիս է կարճ հուշում ալբոմի մասին
9623,մաիցրու լրատվական ծրագիրը,մաիցրու լրատվական ծրագիրը
9624,խնդրում եմ կարդա տեքստը որ նոր ստացա մեսինջերում,խնդրում եմ կարդա տեքստը որ նոր ստացա մեսինջերում
9625,միացրու մենք մեր մասինի վերջին թողարկումը,միացրու մենք մեր մասինի վերջին թողարկումը
9626,անցիր հենգաութ շոուին խնդրում եմ,անցիր հենգաութ շոուին խնդրում եմ
9627,ես ցանկանում եմ լսել առավոտ լուսոն ռադիոյով,ես ցանկանում եմ լսել առավոտ լուսոն [radio_name : ռադիոյով]
9629,խնդրում եմ կարող եք օգնել ինձ ռադիո լսելու հարցում,խնդրում եմ կարող եք օգնել ինձ ռադիո լսելու հարցում
9630,ինձ համար նվագարկիր ռադիո ավրորա,ինձ համար նվագարկիր [radio_name : ռադիո ավրորա]
9631,անցիր ռադիոյի և միացրու ռադիո հայը,անցիր ռադիոյի և միացրու [radio_name : ռադիո հայը]
9632,խնդրում եմ միացրու ռադիո,խնդրում եմ միացրու ռադիո
9633,փոխիր ռադիո ավրորա,փոխիր ռադիո ավրորա
9634,խնդրում եմ լսեք առավոտյան շոուն իննսունմեկ կետ հինգ կետ մեկ ֆ․ մ.,խնդրում եմ լսեք առավոտյան շոուն [radio_name : իննսունմեկ կետ հինգ կետ մեկ ֆ․ մ.]
9635,կարող ես գտնել երգազրույց շոուն ռադիո ավրորայում,կարող ես գտնել երգազրույց շոուն [radio_name : ռադիո ավրորայում]
9636,ուզում եմ լսել սիրո մասին շոուն ազատություն ռադիոկայանով,ուզում եմ լսել սիրո մասին շոուն [radio_name : ազատություն ռադիոկայանով]
9637,սկսիր իմ երգացանկը ռադիո ավրորայից,սկսիր իմ երգացանկը [radio_name : ռադիո ավրորայից]
9638,ես կուզենայի լսել կռունկը ռադիո հայով,ես կուզենայի լսել կռունկը [radio_name : ռադիո հայով]
