id,utt,annot_utt
11191,lūdzu izņem pietupienus no mana treniņu saraksta,lūdzu izņem pietupienus no mana [list_name : treniņu saraksta]
11192,lūdzu izdzēs parīze no mana ceļojuma maršruta,lūdzu izdzēs parīze no mana [list_name : ceļojuma maršruta]
11193,izdzēst sabīni no kontaktiem,izdzēst [person : sabīni] no kontaktiem
11194,izdzēs visas preces no nopērkamo lietu saraksta,izdzēs visas preces no [list_name : nopērkamo lietu saraksta]
11195,pievienot kafiju pārtikas produktu sarakstam,pievienot [drink_type : kafiju] [list_name : pārtikas produktu] sarakstam
11196,pievienot konditorejas izstrādājumi ziemassvētku sarakstam,pievienot konditorejas izstrādājumi [list_name : ziemassvētku] sarakstam
11197,izdzēst sarakstu lūdzu,izdzēst sarakstu lūdzu
11198,izdzēst manu darāmo darbu sarakstu,izdzēst manu [list_name : darāmo darbu] sarakstu
11199,izdzēst manu darāmo darbu sarakstu,izdzēst manu [list_name : darāmo darbu] sarakstu
11200,izdzēsti sarakstu lietas ko darīt,izdzēsti sarakstu [list_name : lietas ko darīt]
11201,izņemt makaronus no saraksta,izņemt makaronus no saraksta
11202,izdzēst dārzeņus no saraksta,izdzēst dārzeņus no saraksta
11203,izņemt augļus no saraksta,izņemt augļus no saraksta
11204,svarīga informācija par māju,svarīga informācija par māju
11205,izdzēst mājsaimniecības darbu sarakstu,izdzēst [list_name : mājsaimniecības darbu] sarakstu
11206,izdzēst sarakstu jāņa vizītes,izdzēst sarakstu [list_name : jāņa vizītes]
11207,jauns saraksts,jauns saraksts
11208,pievienot tikšanos ar arhitektu manam jaunajam projektu sarakstam,pievienot tikšanos ar arhitektu manam [list_name : jaunajam projektu sarakstam]
11209,saglabā vizīti sarakstā,saglabā vizīti sarakstā
11210,izveidot jaunu sarakstu,izveidot jaunu sarakstu
11211,man vajag jaunu sarakstu ar nosaukumu virtuvei,man vajag jaunu sarakstu ar nosaukumu [list_name : virtuvei]
11212,izdzēs veco atskaņošanas sarakstu un izveido jaunu,izdzēs [list_name : veco atskaņošanas sarakstu] un izveido jaunu
11213,pievienot dziesmu jaunajam atskaņošanas sarakstam,pievienot dziesmu jaunajam atskaņošanas sarakstam
11214,pārbaudīt sarakstu,pārbaudīt sarakstu
11215,saraksts,saraksts
11216,nosauc sarakstu kas man ir,nosauc sarakstu kas man ir
11217,parādi sarakstus kas man ir,parādi sarakstus kas man ir
11218,atjauno manu sarakstu un pasaki kas tajā ir,atjauno manu sarakstu un pasaki kas tajā ir
11219,pievienot apavus manam sarakstam,pievienot apavus manam sarakstam
11220,pievienot sarakstā kurpes,pievienot sarakstā kurpes
11221,ielikt kurpes manā sarakstā,ielikt kurpes manā sarakstā
11222,vai vari izdzēst manu iepirkšanās sarakstu,vai vari izdzēst manu [list_name : iepirkšanās] sarakstu
11223,lūdzu izdzēs manu iepirkšanās sarakstu,lūdzu izdzēs manu [list_name : iepirkšanās] sarakstu
11224,man nevajag iepirkšanās sarakstu izdzēs to,man nevajag [list_name : iepirkšanās] sarakstu izdzēs to
11225,kādi saraksti man ir,kādi saraksti man ir
11226,parādīt manus sarakstus,parādīt manus sarakstus
11227,kāda ir šodienas programma,kāda ir [date : šodienas] programma
11228,kas šodien ir plānots,kas [date : šodien] ir plānots
11229,man ir visa satura detaļas,man ir visa satura detaļas
11230,es ziņoju par kādu ierakstu,es ziņoju par kādu ierakstu
11231,rādi visas satura detaļas,rādi visas satura detaļas
11232,pasaki kā sauc manus sarakstus,pasaki kā sauc manus sarakstus
11233,kādi saraksti man ir pieejami,kādi saraksti man ir pieejami
11234,pasaki manu sarakstu nosaukumus,pasaki manu sarakstu nosaukumus
11235,lūdzu izdzēs banānus no mana iepirkšanās saraksta,lūdzu izdzēs banānus no mana [list_name : iepirkšanās] saraksta
11236,izņemt suņu ēdienu no pārtikas preču saraksta,izņemt suņu ēdienu no [list_name : pārtikas preču saraksta]
11237,man vajag pievienot banānus pārtikas produktu sarakstam,man vajag pievienot banānus [list_name : pārtikas produktu] sarakstam
11238,lūdzu izveido man jaunu sarakstu,lūdzu izveido man jaunu sarakstu
11239,vai vari lūdzu man izveidot sarakstu,vai vari lūdzu man izveidot sarakstu
11240,es gribu lai izveido sarakstu man,es gribu lai izveido sarakstu man
11241,pastāsti kas ir manā brīvdienu sarakstā,pastāsti kas ir manā [list_name : brīvdienu] sarakstā
11242,kas ir manā uzdevumu sarakstā,kas ir manā [list_name : uzdevumu] sarakstā
11243,kas ir nākamajā sarakstā,kas ir nākamajā sarakstā
11244,pastāsti kas ir manā pārtikas produktu sarakstā šai nedēļai,pastāsti kas ir manā [list_name : pārtikas produktu] sarakstā [date : šai nedēļai]
11245,cik daudz lietu ir manā darāmo darbu sarakstā,cik daudz lietu ir manā [list_name : darāmo darbu] sarakstā
11246,pašreizējās,pašreizējās
11247,pievienot ierakstu,pievienot ierakstu
11248,uzskaiti,uzskaiti
11249,pievienot šo,pievienot šo
11250,nolasīt manu pārtikas produktu,nolasīt manu [list_name : pārtikas produktu]
11251,olly nolasi man manu pārtikas produktu sarakstu,olly nolasi man manu [list_name : pārtikas produktu] sarakstu
11252,lūdzu pievieno lietu sarakstam,lūdzu pievieno lietu sarakstam
11253,lūdzu pievieno jaunu lietu sarakstam,lūdzu pievieno jaunu lietu sarakstam
11254,lūdzu atjauno sarakstu ar jauno ierakstu,lūdzu atjauno sarakstu ar jauno ierakstu
11255,kas joprojām ir sarakstā,kas joprojām ir sarakstā
11256,pārbaudīt manu sarakstu,pārbaudīt manu sarakstu
11257,olly atskaņo nākošo ierakstu,olly atskaņo nākošo ierakstu
11258,atskaņot nākošo ierakstu,atskaņot nākošo ierakstu
11259,pārslēdz uz nākamo podkāstu,[player_setting : pārslēdz] uz [podcast_descriptor : nākamo podkāstu]
11260,pāriet uz nākamo sēriju,[player_setting : pāriet] uz [podcast_descriptor : nākamo sēriju]
11261,nākošais,nākošais
11262,nākamo,nākamo
11263,nākamo lūdzu,nākamo lūdzu
11264,izlaist,izlaist
11265,atskaņo nākamo,atskaņo nākamo
11266,atskaņo podkāstu no manas bibliotēkas,atskaņo podkāstu no manas [podcast_name : bibliotēkas]
11267,atrast interesantu podkāstu par politiku,atrast interesantu podkāstu [podcast_descriptor : par politiku]
11268,atrast debates par skolām apvienotajā karalistē,atrast debates par [podcast_descriptor : skolām] [place_name : apvienotajā karalistē]
11269,pāriet uz nākamo,[player_setting : pāriet] uz nākamo
11270,atskaņot nākamo podkāstu,atskaņot [podcast_descriptor : nākamo podkāstu]
11272,atskaņot nākošo,atskaņot nākošo
11273,atskaņot nākamo velniņi sēriju no rūdolfs blaumanis,atskaņot nākamo [audiobook_name : velniņi] sēriju no [audiobook_author : rūdolfs blaumanis]
11274,sāc atskaņot podkāstu,[player_setting : sāc] atskaņot podkāstu
11275,vai vari atskaņot pēdējo podkāstu,vai vari atskaņot pēdējo podkāstu
11276,vai vari atskaņot nākamo podkāstu,vai vari atskaņot [podcast_descriptor : nākamo podkāstu]
11277,lai skan podkāsts,lai skan podkāsts
11278,uzliec man podkāsta draugi pēdējo sēriju,uzliec man podkāsta [podcast_name : draugi] pēdējo sēriju
11279,ej uz podkāstu pa kluso un atskaņo nākamo sēriju,ej uz podkāstu [podcast_name : pa kluso] un atskaņo [podcast_descriptor : nākamo sēriju]
11280,sākt podkāsta draugi nākamo sēriju,sākt podkāsta [podcast_name : draugi] [podcast_descriptor : nākamo sēriju]
11281,vai vari patīt sēriju uz priekšu šajā podkāstā,vai vari [player_setting : patīt] sēriju [player_setting : uz priekšu] šajā podkāstā
11282,vai vari podkāstā patīt atpakaļ sēriju,vai vari podkāstā [player_setting : patīt atpakaļ] sēriju
11283,atskaņot nākamo sēriju,atskaņot [podcast_descriptor : nākamo sēriju]
11284,nākamā epizode,[podcast_descriptor : nākamā epizode]
11286,atskaņo podkāstu laimes laboratorija,atskaņo podkāstu [podcast_name : laimes laboratorija]
11287,atvērt podkāstu vides fakti,atvērt podkāstu [podcast_name : vides fakti]
11289,dabū to,dabū to
11290,kāds ir labākais podkāsts,kāds ir [podcast_name : labākais] podkāsts
11291,kāds ir mans visvairāk spēlētais atskaņošanas saraksts,kāds ir mans [podcast_name : visvairāk spēlētais] atskaņošanas saraksts
11292,pārej uz podkāsta beigām,pārej uz podkāsta beigām
11293,atrast podkāsta sākumu,atrast podkāsta sākumu
11294,atrast manu podkāstu,atrast manu podkāstu
11295,atskaņo manu pēdējo podkāstu,atskaņo manu pēdējo podkāstu
11296,augšupielādēt visus manus podkāstus,augšupielādēt visus manus podkāstus
11297,atskaņo podkāstu par jaunākajiem jogas video,atskaņo podkāstu par jaunākajiem [podcast_name : jogas video]
11298,atskaņo man kā labāk dzīvot podkāstu,atskaņo man [podcast_name : kā labāk dzīvot] podkāstu
11299,doties uz nākamo sēriju,doties uz [podcast_descriptor : nākamo sēriju]
11300,turpināt ar nākamo sēriju,turpināt ar [podcast_descriptor : nākamo sēriju]
11301,atskaņo pēdējo pa kluso podkāstu,atskaņo pēdējo [podcast_name : pa kluso] podkāstu
11302,atskaņot podkāstu digitālās brokastis,atskaņot podkāstu [podcast_name : digitālās brokastis]
11303,atskaņo nākamo šķiltava podkāstu,atskaņo nākamo [podcast_name : šķiltava] podkāstu
11304,atskaņot pēdējo šķiltavas podkāstu,atskaņot pēdējo [podcast_name : šķiltavas] podkāstu
11305,atskaņot jaunāko satori podkāstu,atskaņot jaunāko [podcast_name : satori] podkāstu
11306,atskaņot podkāstu ko es klausījos vakar,atskaņot podkāstu ko es [podcast_descriptor : klausījos vakar]
11307,atskaņo man jauno podkāstu no l. t. v.,atskaņo man jauno podkāstu no [podcast_name : l. t. v.]
11308,es gribu paklausīties jaunu podkāstu par veselības aprūpi,es gribu paklausīties jaunu podkāstu par [podcast_name : veselības aprūpi]
11309,atskaņo manu mīļāko podkāstu,atskaņo manu mīļāko podkāstu
11310,mīļākais podkāsts,mīļākais podkāsts
11311,atskaņot nākamo sēriju,atskaņot [podcast_descriptor : nākamo sēriju]
11312,es gribu atskaņot šī podkāsta nākamo sēriju,es gribu atskaņot šī podkāsta [podcast_descriptor : nākamo sēriju]
11313,es vēlos redzēt iepriekšējo epizodi,es vēlos redzēt [podcast_descriptor : iepriekšējo epizodi]
11314,lūdzu atskaņo latvijas radio podkāstu,lūdzu atskaņo [podcast_name : latvijas radio] podkāstu
11315,atskaņo podkāstu pa kluso,atskaņo podkāstu [podcast_name : pa kluso]
11316,atskaņot itunes man vis populārāko podkāstu,atskaņot itunes man vis populārāko podkāstu
11317,atskaņot manu video spēļu podkāstu no vietas kur es paliku,atskaņot manu [podcast_name : video spēļu] podkāstu no vietas kur es paliku
11318,atskaņot podkāsta nākamo sēriju,atskaņot podkāsta [podcast_descriptor : nākamo sēriju]
11319,likt atskaņot nākamo podkāsta epizodi,likt atskaņot [podcast_descriptor : nākamo podkāsta] epizodi
11320,atskaņot podkāsta nākamo sēriju,atskaņot podkāsta [podcast_descriptor : nākamo sēriju]
11321,lūdzu atskaņo podkāstus par zinātni,lūdzu atskaņo podkāstus par [podcast_name : zinātni]
11322,kādi ir šodienas populārākie podkāsti,kādi ir [date : šodienas] populārākie podkāsti
11323,nākamo sēriju lūdzu,[podcast_descriptor : nākamo sēriju] lūdzu
11324,pāriet uz nākamo sēriju,pāriet uz [podcast_descriptor : nākamo sēriju]
11325,atskaņo nākamo sēriju satori,atskaņo [podcast_descriptor : nākamo sēriju] [podcast_name : satori]
11326,atskaņo šķiltavas septīto epizodi,atskaņo [podcast_name : šķiltavas] septīto epizodi
11327,atskaņot visjaunāko podkāsta ierakstu,atskaņot visjaunāko podkāsta ierakstu
11328,atskaņo podkāstu kā ir būt,atskaņo podkāstu [podcast_name : kā ir būt]
11329,atskaņot jaunāko parunāsim podkāstu,atskaņot jaunāko [podcast_name : parunāsim] podkāstu
11330,izveidot motivējošo dziesmu atskaņošanas sarakstu kas var uzlabot manu garastāvokli skrienot un atskaņo tās,izveidot motivējošo dziesmu atskaņošanas sarakstu kas var uzlabot manu garastāvokli skrienot un atskaņo tās
11331,parādi man labāko roka dziesmu podkāstu ar labu vērtējumu,parādi man labāko [podcast_descriptor : roka dziesmu] podkāstu [podcast_descriptor : ar labu vērtējumu]
11332,atrodi un izveido atskaņošanas sarakstu ar jaunākajām deju dziesmām,atrodi un izveido atskaņošanas sarakstu ar jaunākajām deju dziesmām
11333,sakārtot un atskaņot visas dziesmas no ozols,sakārtot un atskaņot visas dziesmas no [artist_name : ozols]
11334,parādi man labāko podkāstu tautas dziesmas kurām ir novērtējums vairāk par četrām zvaigznēm un atskaņo to,parādi man labāko podkāstu [podcast_descriptor : tautas dziesmas kurām ir novērtējums vairāk par četrām zvaigznēm] un atskaņo to
11335,atskaņo jauktā secībā visas lēnās mūzikas dziesmas,[player_setting : atskaņo jauktā secībā] visas lēnās mūzikas dziesmas
11336,lūdzu sāc podkāstu,lūdzu sāc podkāstu
11337,vai vari atskaņot manu saglabāto podkāstu,vai vari atskaņot manu [podcast_name : saglabāto] podkāstu
11338,atskaņo podkāstu no sākuma,atskaņo podkāstu no sākuma
11339,atskaņo manu visvairāk skatīto podkāstu,atskaņo manu [podcast_descriptor : visvairāk skatīto] podkāstu
11340,vai rojam rodžeram ir jauns podkāsts,vai [person : rojam rodžeram] ir jauns podkāsts
11341,atrast pēdējo disneja podkāstu,atrast pēdējo [podcast_name : disneja] podkāstu
11342,atskaņo nākamo šķiltava epizodi,atskaņo [podcast_descriptor : nākamo] [podcast_name : šķiltava] [podcast_descriptor : epizodi]
11343,pāriet uz nākamo šķiltava epizodi,pāriet uz [podcast_descriptor : nākamo] [podcast_name : šķiltava] [podcast_descriptor : epizodi]
11344,aizved mani uz nākamo sēriju cilvēkjauda,aizved mani uz [podcast_descriptor : nākamo sēriju] [podcast_name : cilvēkjauda]
11345,atskaņo podkāsta nākamo sēriju,atskaņo podkāsta [podcast_descriptor : nākamo sēriju]
11346,turpini podkāstu,turpini podkāstu
11347,doties uz nākamo epizodi,doties uz [podcast_descriptor : nākamo epizodi]
11348,hei atskaņo to podkāstu ko es apstādināju vakar naktī,hei atskaņo to podkāstu ko es [podcast_descriptor : apstādināju vakar naktī]
11349,olly sāc no sākuma podkāstu kuru sāku vakar vakarā,olly sāc no sākuma podkāstu kuru [podcast_descriptor : sāku vakar vakarā]
11350,lūdzu dari man zināmu vilciena laiku uz rīgu,lūdzu dari man zināmu [transport_type : vilciena] laiku uz rīgu
11351,dari man zināmu vilciena laiku uz liepāju,dari man zināmu [transport_type : vilciena] laiku uz liepāju
11352,lūdzu parādi man vilciena laiku uz vašingtonu,lūdzu parādi man [transport_type : vilciena] laiku uz vašingtonu
11353,parādi man podkāstus,parādi man podkāstus
11354,atvērt podkāstu aplikāciju,atvērt podkāstu aplikāciju
11355,parādi man iepriekšējo sēriju,parādi man [podcast_descriptor : iepriekšējo sēriju]
11356,atskaņo decembra sērijas,atskaņo [date : decembra] sērijas
11357,vai vari sameklēt bezvēsts pazudušās,vai vari sameklēt bezvēsts pazudušās
11358,pāriet uz nākamo podkāstu,pāriet uz [podcast_descriptor : nākamo podkāstu]
11359,lūdzu atskaņo nākamo sēriju,lūdzu atskaņo [podcast_descriptor : nākamo sēriju]
11360,atskaņot kristīnes podvinskas podkāstu,atskaņot [person : kristīnes podvinskas] podkāstu
11361,podkāsts mazā sestdiena atskaņo to,podkāsts [podcast_name : mazā sestdiena] atskaņo to
11362,dzirdi kultūru podkāsts delfi,dzirdi kultūru podkāsts [podcast_name : delfi]
11363,atkārtot šo podkāstu,atkārtot šo podkāstu
11364,pāriet uz nākamo podkāstu,pāriet uz [podcast_descriptor : nākamo podkāstu]
11365,atskaņot podkāsta nākamo sēriju,atskaņot podkāsta [podcast_descriptor : nākamo sēriju]
11366,aiziet uz podkāsta iepriekšējo sēriju,aiziet uz podkāsta [podcast_descriptor : iepriekšējo sēriju]
11367,attīt atpakaļ podkāsta sēriju,[player_setting : attīt atpakaļ] podkāsta sēriju
11368,atskaņot man jāņa podkāstu,atskaņot man [person : jāņa] podkāstu
11369,atskaņo podkāstu māmiņu klubs,atskaņo podkāstu [podcast_name : māmiņu klubs]
11370,es vēlos klausīties andžeja reitera podkāstu,es vēlos klausīties [person : andžeja reitera] podkāstu
11371,kā ir būt,[podcast_name : kā ir būt]
11372,mīļākais,mīļākais
11373,atvaļinājums,[podcast_name : atvaļinājums]
11374,uz priekšu lūdzu,[player_setting : uz priekšu] lūdzu
11375,atskaņot podkāstu,atskaņot podkāstu
11376,es gribu paklausīties podkāstu,es gribu paklausīties podkāstu
11377,atrast podkāstu un atskaņot to,atrast podkāstu un atskaņot to
11378,izlaist šo,[player_setting : izlaist] šo
11379,patīt šo uz priekšu,[player_setting : patīt] šo [player_setting : uz priekšu]
11380,nākamo atskaņot veselīgs uzturs ar kristīni podvinsku,nākamo atskaņot [podcast_name : veselīgs uzturs ar kristīni podvinsku]
11381,atskaņo otro epizodi no pa kluso,atskaņo otro epizodi no [podcast_name : pa kluso]
11382,atskaņot gatavot kopā epizodi divdesmit trīs,atskaņot [podcast_name : gatavot kopā] epizodi divdesmit trīs
11383,es gribu paklausīties podkāstu par rokenrolu,es gribu paklausīties podkāstu par [podcast_descriptor : rokenrolu]
11384,vai tu vari lejuplādēt manu podkāsta failu kas pieejams internetā un atskaņot vienreiz,vai tu vari lejuplādēt manu podkāsta failu kas pieejams internetā un atskaņot vienreiz
11385,vai vari atskaņot manu mūzikas failu,vai vari atskaņot manu mūzikas failu
11386,vai vari uzlikt atskaņot manu mūzikas failu,vai vari uzlikt atskaņot manu mūzikas failu
11387,turpināt manu podkāstu no vietas kur es paliku,turpināt manu podkāstu no vietas kur es paliku
11388,atvērt podkāstu pieci rīti,atvērt podkāstu [podcast_name : pieci rīti]
11389,atrodi man podkāstu par dzīvniekiem,atrodi man podkāstu par [podcast_descriptor : dzīvniekiem]
11390,vai varu apskatīt nākamo podkāsta sēriju,vai varu apskatīt [podcast_descriptor : nākamo] podkāsta [podcast_descriptor : sēriju]
11391,podkāsta nākamo epizodi,podkāsta [podcast_descriptor : nākamo epizodi]
11392,pāriet uz nākamo sēriju,pāriet uz [podcast_descriptor : nākamo sēriju]
11394,pāriet uz nākamo podkāstu,pāriet uz nākamo podkāstu
11395,pāriet uz nākamo podkāstu,pāriet uz nākamo podkāstu
11396,atskaņot starp mums meitenēm,atskaņot starp mums meitenēm
11397,lūdzu atskaņo nākamo sēriju,lūdzu atskaņo [podcast_descriptor : nākamo sēriju]
11398,atskaņot nākamo šī podkāsta sēriju,atskaņot [podcast_descriptor : nākamo] šī podkāsta [podcast_descriptor : sēriju]
11399,pāriet uz nākamo sēriju,pāriet uz [podcast_descriptor : nākamo sēriju]
11400,izlaist šo sēriju,izlaist šo sēriju
11401,lūdzu atskaņo jaunāko podkāstu,lūdzu atskaņo jaunāko podkāstu
11402,vai ir pieejami kādi jauni podkāsti,vai ir pieejami kādi jauni podkāsti
11403,atskaņot nākamo epizodi podkāstā,atskaņot [podcast_descriptor : nākamo epizodi] podkāstā
11404,kas ir nākamā podkāsta sērija atskaņo to,kas ir nākamā [podcast_descriptor : podkāsta sērija] atskaņo to
11405,izvēlēties nākamo sēriju podkāstā lūdzu,izvēlēties [podcast_descriptor : nākamo sēriju] podkāstā lūdzu
11406,beigt šo podkāstu un sākt jaunu,beigt šo podkāstu un sākt jaunu
11407,atskaņot nākamo podkāsta sēriju,atskaņot [podcast_descriptor : nākamo podkāsta sēriju]
11408,lūdzu sāc nākamo podkāsta sēriju,lūdzu sāc [podcast_descriptor : nākamo podkāsta sēriju]
11409,lūdzu atskaņo nākamo podkāsta sēriju,lūdzu atskaņo [podcast_descriptor : nākamo] podkāsta [podcast_descriptor : sēriju]
11410,pārej uz podkāsta nākamo sēriju,pārej uz podkāsta [podcast_descriptor : nākamo sēriju]
11411,pāriet uz nākamo epizodi,pāriet uz [podcast_descriptor : nākamo epizodi]
11412,sākt manu nesen klausīto podkāstu,sākt manu nesen klausīto podkāstu
11413,sākt atskaņot manu visvairāk spēlēto podkāstu,sākt atskaņot manu visvairāk spēlēto podkāstu
11414,atskaņot podkāsta desmito sēriju,atskaņot podkāsta desmito sēriju
11415,atskaņot nākamo daļu šajās sērijās,atskaņot nākamo daļu šajās sērijās
11416,atskaņo nākošo ierakstu,atskaņo nākošo ierakstu
11417,sākt nākamo sēriju,sākt [podcast_descriptor : nākamo sēriju]
11418,atskaņot jāņa dombura pēdējo podkāstu,atskaņot [person : jāņa dombura] pēdējo podkāstu
11419,klausīties jāņa dombura pēdējo podkāstu,klausīties [person : jāņa dombura] pēdējo podkāstu
11420,sākt atskaņot manu jaunāko podkāstu,sākt atskaņot manu jaunāko podkāstu
11421,lūdzu sāc manu podkāstu,lūdzu sāc manu podkāstu
11422,sāc atskaņot podkāstu ko es pēdējo klausījos,sāc atskaņot podkāstu ko es pēdējo klausījos
11423,patīt uz atpakaļu trīsdesmit sekundes,patīt [player_setting : uz atpakaļu] [time : trīsdesmit sekundes]
11424,kurzemes radio,[radio_name : kurzemes radio]
11425,doties uz iecienītāko sarakstu,doties uz iecienītāko sarakstu
11426,visvairāk skatītais saraksts,visvairāk skatītais saraksts
11427,atskaņo starp mums meitenēm runājot,atskaņo [podcast_name : starp mums meitenēm runājot]
11428,atskaņo podkāstu pa kluso,atskaņo podkāstu [podcast_name : pa kluso]
11429,lūdzu atskaņo pēdējās divas epizodes no podkāsta pa kluso,lūdzu atskaņo pēdējās divas epizodes no podkāsta [podcast_name : pa kluso]
11430,lūdzu atskaņo podkāstu šķiltava,lūdzu atskaņo podkāstu [podcast_name : šķiltava]
11431,lūdzu atskaņo podkāstu parunāsim,lūdzu atskaņo podkāstu [podcast_name : parunāsim]
11432,vai vari atskaņot podkāstu dzinējspēks,vai vari atskaņot podkāstu [podcast_name : dzinējspēks]
11433,vēlētos klausīties podkāstu no vietnes kuru iepriekš apmeklēju,vēlētos klausīties podkāstu no vietnes kuru iepriekš apmeklēju
11434,vai vari atskaņot nākamo sēriju lūdzu,vai vari atskaņot [podcast_descriptor : nākamo sēriju] lūdzu
11435,atskaņot melodiskas dziesmas,atskaņot [music_genre : melodiskas] dziesmas
11436,atskaņot bērnu dziesmas,atskaņot [music_genre : bērnu] dziesmas
11437,lūdzu atskaņo man podkāstu,lūdzu atskaņo man podkāstu
11438,lūdzu pārej uz nākamo podkāsta sēriju,lūdzu pārej uz [podcast_descriptor : nākamo] podkāsta [podcast_descriptor : sēriju]
11439,es gribu turpināt ar nākamo sēriju,es gribu turpināt ar [podcast_descriptor : nākamo sēriju]
11440,atskaņot pēdējo nākamo sēriju,atskaņot pēdējo [podcast_descriptor : nākamo sēriju]
11441,nākamo pēdējo,nākamo pēdējo
11442,lūdzu atskaņo jaunāko egona reitera podkāstu,lūdzu atskaņo jaunāko [person : egona reitera] podkāstu
11443,es gribētu šorīt klausīties lauri reiniku,es gribētu [time : šorīt] klausīties [person : lauri reiniku]
11444,es gribu klausīties podkāstu starp mums meitenēm runājot kas tiks atskaņots šovakar,es gribu klausīties podkāstu starp mums meitenēm runājot kas tiks atskaņots [timeofday : šovakar]
11445,vai vari man atrast jāņa dombura podkāstu kas šodien iznāca nedaudz agrāk,vai vari man atrast [person : jāņa dombura] podkāstu kas [date : šodien] iznāca nedaudz agrāk
11446,iet uz nākamo podkāstu,iet uz nākamo podkāstu
11447,pāriet uz trešo šī podkāsta sēriju,pāriet uz trešo šī podkāsta sēriju
11448,lūdzu sāc atskaņot jāņa dombura podkāstu,lūdzu sāc atskaņot [person : jāņa dombura] podkāstu
11449,atskaņot pēdējo normunda podkāstu,atskaņot pēdējo [person : normunda] podkāstu
11450,sākt podkāstu kultūrdeva,sākt podkāstu [podcast_name : kultūrdeva]
11451,es gribu noklausīties pēdējo pieturzīmes podkāstu,es gribu noklausīties pēdējo [podcast_name : pieturzīmes] podkāstu
11452,atskaņo podkāstu izlasi par makšķerēšanu,atskaņo podkāstu izlasi par makšķerēšanu
11453,atskaņot satori podkāstus,atskaņot [podcast_name : satori] podkāstus
11454,spēlēt miglas rīts,spēlēt miglas rīts
11455,pāriet uz nākamo sadaļu,[player_setting : pāriet] uz nākamo sadaļu
11456,pāriet uz nākamo,[player_setting : pāriet] uz nākamo
11457,pāriet uz šī podkāsta nākamo sēriju,[player_setting : pāriet] uz šī podkāsta [podcast_descriptor : nākamo sēriju]
11458,pārej uz nākamo podkāsta sēriju,[player_setting : pārej] uz [podcast_descriptor : nākamo podkāsta sēriju]
11459,aizej atpakaļ uz pēdējo sēriju šajā podkāstā,[player_setting : aizej atpakaļ] uz [podcast_descriptor : pēdējo sēriju] šajā podkāstā
11460,es gribu klausīties sporta podkāstu,es gribu klausīties [podcast_name : sporta podkāstu]
11461,atskaņot to podkāstu lūdzu,atskaņot to podkāstu lūdzu
11462,ieslēgt baibas sipenieces podkāstu,[player_setting : ieslēgt] [person : baibas sipenieces] podkāstu
11463,parādi man visaugstāk novērtētos podkāstus,parādi man [podcast_descriptor : visaugstāk novērtētos] podkāstus
11464,atskaņot kaut ko jaunu no abonētie podkāsti,atskaņot kaut ko jaunu no [podcast_descriptor : abonētie podkāsti]
11465,turpināt nākamo podkāstu,[player_setting : turpināt] [podcast_descriptor : nākamo podkāstu]
11466,sāc nākamo podkāsta sēriju,sāc [podcast_descriptor : nākamo podkāsta sēriju]
11467,atskaņot visnesenāko podkāstu par latviešiem īrijā,atskaņot [podcast_descriptor : visnesenāko podkāstu] par [podcast_name : latviešiem īrijā]
11468,es gribu dzirdēt jaunāko bize vaļā podkāsta sēriju,es gribu dzirdēt [podcast_descriptor : jaunāko] [podcast_name : bize vaļā] [podcast_descriptor : podkāsta sēriju]
11469,es gribu noklausīties jaunāko kā ir būt podkāstu,es gribu noklausīties [podcast_descriptor : jaunāko] [podcast_name : kā ir būt] podkāstu
11470,atskaņo manu mīļāko podkāstu lūdzu,atskaņo manu mīļāko podkāstu lūdzu
11471,atskaņot podkāstu zaļais barometrs,atskaņot podkāstu [podcast_name : zaļais barometrs]
11472,atskaņot šodienas cilvēkjauda podkāstu,atskaņot [date : šodienas] cilvēkjauda podkāstu
11473,es gribu dzirdēt vakardienas podkāstu no mana mīļākā kanāla,es gribu dzirdēt [date : vakardienas] podkāstu no mana mīļākā kanāla
11474,atsākt sēriju podkāstu,atsākt [podcast_descriptor : sēriju podkāstu]
11475,atskaņot nākamo podkāstu,atskaņot [podcast_descriptor : nākamo podkāstu]
11476,atskaņot iepriekšējo podkāstu,atskaņot [podcast_descriptor : iepriekšējo podkāstu]
11477,atskaņot epizodi no ar dziesmu par dzīvi,atskaņot epizodi no [podcast_name : ar dziesmu par dzīvi]
11478,atskaņot podkāstu,atskaņot podkāstu
11479,atskaņot nākamo kultūras rondo sēriju,atskaņot [podcast_descriptor : nākamo] [podcast_name : kultūras rondo] [podcast_descriptor : sēriju]
11480,pāriet uz nākamo šī podkāsta sēriju,[player_setting : pāriet] uz [podcast_descriptor : nākamo] šī podkāsta [podcast_descriptor : sēriju]
11481,atskaņot nākamo epizodi no šīs sērijas,atskaņot [podcast_descriptor : nākamo epizodi] no šīs sērijas
11482,atskaņot podkāstu ar nosaukumu sporta studija,atskaņot podkāstu ar nosaukumu [podcast_name : sporta studija]
11483,sāc atskaņot garāžas sarunas,sāc atskaņot [podcast_name : garāžas sarunas]
11484,atskaņot iepriekšējo sēriju,atskaņot [podcast_descriptor : iepriekšējo sēriju]
11485,atskaņo manu atskaņošanas sarakstu,atskaņo manu [podcast_descriptor : atskaņošanas sarakstu]
11486,atskaņo mūziķu atskaņošanas sarakstu,atskaņo [podcast_descriptor : mūziķu atskaņošanas sarakstu]
