id,utt,annot_utt
7105,lahko narediš dogodek za petkov večer z emo majo in niko,lahko narediš dogodek za [date : petkov] [time : večer] z [person : emo majo] in [person : niko]
7106,ustvari sestanek za četrtek popoldne za pregled proračuna,ustvari [event_name : sestanek] za [date : četrtek] [timeofday : popoldne] za [event_name : pregled proračuna]
7107,dodaj tečaj zumbe na koledar v soboto ob sedmih zjutraj,dodaj [event_name : tečaj zumbe] na koledar v [date : soboto] ob [time : sedmih zjutraj]
7108,opomni me na srečanje z rebeko danes ob šestih popoldne,opomni me na [event_name : srečanje] z [person : rebeko] [date : danes] ob [time : šestih popoldne]
7109,ne pozabi na sestanek z rebeko danes ob šestih popoldne,ne pozabi na [event_name : sestanek] z [person : rebeko] [date : danes] ob [time : šestih popoldne]
7110,imam kakšne plane za nocoj ob osmih zvečer,imam kakšne plane za [timeofday : nocoj] ob [time : osmih zvečer]
7111,ob kateri uri imam zdravniški pregled enaintridesetega marca,ob kateri uri imam [event_name : zdravniški pregled] [date : enaintridesetega marca]
7112,kdaj imam sestanek z mojim šefom naslednji teden,kdaj imam [event_name : sestanek] z mojim [relation : šefom] [date : naslednji teden]
7113,bo v centru ta vikend kaj dogodkov,bo [place_name : v centru] [date : ta vikend] kaj dogodkov
7114,sporoči mi če je v ponedeljek sestanek v mestu,sporoči mi če je v [date : ponedeljek] [event_name : sestanek v mestu]
7115,z mojega koledarja za petnajsti odstrani plačilo avtomobila,z mojega koledarja za [date : petnajsti] odstrani [event_name : plačilo avtomobila]
7116,iz mojega koledarja izbriši sestanek ki ga imam dvanajstega,iz mojega koledarja izbriši [event_name : sestanek] ki ga imam [date : dvanajstega]
7117,z mojega koledarja izbriši dogodke ki bodo devetnajstega,z mojega koledarja izbriši dogodke ki bodo [date : devetnajstega]
7118,kaj imam za danes,kaj imam za [date : danes]
7119,ali je danes kaj pomembnega,ali je [date : danes] kaj pomembnega
7120,kakšen je moj urnik za danes,kakšen je moj urnik za [date : danes]
7121,lahko ponoviš ta dogodek,lahko ponoviš ta dogodek
7122,ali lahko ponoviš ta dogodek,ali lahko ponoviš ta dogodek
7123,označi dogodek mesečno,označi dogodek [general_frequency : mesečno]
7124,nastavi ponavljajoči se dogodek za vsak teden,nastavi ponavljajoči se dogodek za [general_frequency : vsak teden]
7125,nastavi ponavljajoči se dogodek za prvi ponedeljek v mesecu,nastavi ponavljajoči se dogodek za [general_frequency : prvi ponedeljek v mesecu]
7126,opomni me da pošljem predstavitev danes do enih popoldne,opomni me da [event_name : pošljem predstavitev] [date : danes] do [time : enih popoldne]
7127,nastavi opomnik za danes ob enih popoldne glede pošiljanja prezentacije,nastavi opomnik za [date : danes] ob [time : enih popoldne] glede pošiljanja prezentacije
7128,opomni me da pošljem predstavitev danes ob enih popoldne,opomni me da [event_name : pošljem predstavitev] [date : danes] ob [time : enih popoldne]
7129,prosim v moj koledar dodaj pozni zajtrk z evo v menzi,prosim v moj koledar dodaj [event_name : pozni zajtrk] z [person : evo] v [place_name : menzi]
7131,iz mojega koledarja zbriši poroko ki jo imam desetega,iz mojega koledarja zbriši [event_name : poroko] ki jo imam [date : desetega]
7132,želim da iz mojega koledarja izbrišeš poroko ki je desetega,želim da iz mojega koledarja izbrišeš [event_name : poroko] ki je [date : desetega]
7133,ne bom se udeležil poroke desetega zato jo odstrani iz mojega koledarja,ne bom se udeležil [event_name : poroke] [date : desetega] zato jo odstrani iz mojega koledarja
7134,kaj narediti na dogodkih,kaj narediti na dogodkih
7135,nastavi sestanek za jutri,nastavi [event_name : sestanek] za [date : jutri]
7136,opomni me da jutri imam sestanek,opomni me da [date : jutri] imam [event_name : sestanek]
7137,v koledar vstavi opomnik za opoldne z naslovom sestanek ob kosilu,v koledar vstavi opomnik za [timeofday : opoldne] z naslovom [event_name : sestanek ob kosilu]
7138,koledarsko vabilo na zajtrk s sanjo ob osmih zjutraj,koledarsko vabilo na [meal_type : zajtrk] s [person : sanjo] ob [time : osmih zjutraj]
7139,nastavi opomnik za opoldanski sestanek petnajst minut prej,nastavi opomnik za [time : opoldanski] [event_name : sestanek] petnajst minut prej
7140,ustvari opomnik eno uro pred sestankom ob kosilu,ustvari opomnik eno uro pred [event_name : sestankom ob kosilu]
7141,ali je ta program dogovorjen,ali je ta program dogovorjen
7142,kaj je na ta datum,kaj je na ta datum
7143,povej mi program za ta datum,povej mi program za ta datum
7144,odstrani zabavo prvega junija iz mojega koledarja,odstrani [event_name : zabavo] [date : prvega junija] iz mojega koledarja
7145,ne želim več iti na večerjo prvega marca tako da jo lahko odstraniš iz mojega urnika,ne želim več iti na [meal_type : večerjo] [date : prvega marca] tako da jo lahko odstraniš iz mojega urnika
7146,poišči večerjo z mamo v mojem koledarju in jo izbriši,poišči [meal_type : večerjo] z [relation : mamo] v mojem koledarju in jo izbriši
7148,odstrani sestanek uprave in ga prestavi na sredo,odstrani [event_name : sestanek uprave] in ga prestavi na [date : sredo]
7149,izbriši vse ponavljajoče se sestanke z zaposlenimi,izbriši vse [general_frequency : ponavljajoče] se [event_name : sestanke z zaposlenimi]
7150,nastavi opomnik za sestanek vsak ponedeljek ob dveh popoldne,nastavi opomnik za [event_name : sestanek] vsak [date : ponedeljek] ob [time : dveh popoldne]
7151,nastavi opomnik za vsako liho nedeljo,nastavi opomnik za vsako [general_frequency : liho nedeljo]
7152,nastavi kosilo vsak dan ob pol enih,nastavi [meal_type : kosilo] [general_frequency : vsak dan] ob [time : pol enih]
7153,je moj koledar prazen ob štirih popoldne danes,je moj koledar prazen ob [time : štirih popoldne] [date : danes]
7154,imam danes kakšen sestanek,imam [date : danes] kakšen [event_name : sestanek]
7155,imam ob dveh popoldne sestanek,imam ob [time : dveh popoldne] [event_name : sestanek]
7156,dodaj ta dogodek z temi ljudmi,dodaj ta dogodek z temi ljudmi
7157,shrani ta dogodek,shrani ta dogodek
7158,prosim odstrani vse vnose označene na koledarju,prosim odstrani vse vnose označene na koledarju
7159,prosim ponovno zaženi in odstrani vse moje vnose v koledarju,prosim ponovno zaženi in odstrani vse moje vnose v koledarju
7160,o tem me opomni čez dva dneva,o tem me opomni čez dva dneva
7161,v prihodnje me opomni na ta dogodek,v prihodnje me opomni na ta dogodek
7162,opomni me po enem mesecu,opomni me po [date : enem mesecu]
7163,deset dopoldne,[time : deset dopoldne]
7164,štiri popoldne,[time : štiri popoldne]
7165,šestih zjutraj,[time : šestih zjutraj]
7166,daj mi podrobnosti o predstoječih viktorjih za leto dva tisoč sedemnajst,daj mi podrobnosti o predstoječih [event_name : viktorjih za leto dva tisoč sedemnajst]
7167,rad bi vedel več o prihajajočih tekmah lige nba,rad bi vedel več o prihajajočih [event_name : tekmah lige nba]
7168,mi lahko daš podrobnosti za letni festival ljubljana šestindvajsetega marca,mi lahko daš podrobnosti za [general_frequency : letni] [event_name : festival ljubljana] [date : šestindvajsetega marca]
7169,olly vsak četrtek se ob dveh popoldne dobim s svojim terapevtom,olly [general_frequency : vsak četrtek] se ob [time : dveh popoldne] dobim s svojim terapevtom
7170,danes je materin rojstni dan pošlji mi obvestilo vsako leto na ta dan,[date : danes] je [relation : materin] [event_name : rojstni dan] pošlji mi obvestilo [general_frequency : vsako leto] na ta dan
7171,olly igraj dihi z mano od trkaja,olly igraj [song_name : dihi z mano] od [artist_name : trkaja]
7172,janez se hoče sestajati ob nedeljah ob enajstih ali me lahko opomniš vsak teden v soboto zvečer,[person : janez] se hoče sestajati ob [date : nedeljah] ob [time : enajstih] ali me lahko opomniš [general_frequency : vsak teden] v [date : soboto] [time : zvečer]
7173,zbriši,zbriši
7174,izbriši dogodek,izbriši dogodek
7175,odstrani,odstrani
7176,prosim označi datum prvi februar dvatisoč sedemnajst in nastavi opomnik za sestanek z gospodom novakom ob petih popoldne,prosim označi datum prvi februar dvatisoč sedemnajst in nastavi opomnik za [event_name : sestanek] z [person : gospodom novakom] ob [time : petih popoldne]
7177,prosim pošlji gospodu rihterju e-pošto da bi se rad sestal z njim prvega februarja dvatisoč sedemnajst ob petih popoldne v njegovi pisarni,prosim pošlji [person : gospodu rihterju] e-pošto da bi se rad [event_name : sestal z njim] [date : prvega februarja dvatisoč sedemnajst] ob [time : petih popoldne] v njegovi [place_name : pisarni]
7178,prosim pošlji glasovno sporočilo v g. novakovo pisarno o sestanku prvega februarja dva tisoč sedemnajst ob petih popoldne,prosim pošlji glasovno sporočilo v [person : g. novakovo] pisarno o [event_name : sestanku] [date : prvega februarja dva tisoč sedemnajst] [time : ob petih popoldne]
7179,prosim da me opozorite dve uri pred naslednjim sobotnim sestankom,prosim da me opozorite dve uri pred [date : naslednjim sobotnim] [event_name : sestankom]
7180,ob dveh popoldne v torek me opomni na sestanek s šefom ob treh popoldne,ob dveh popoldne v [date : torek] me opomni na [event_name : sestanek] s [relation : šefom] ob [time : treh popoldne]
7181,v četrtek me zbudi ob šestih zjutraj saj se moram pripraviti na sestanek,v [date : četrtek] me zbudi ob [time : šestih zjutraj] saj se moram pripraviti na [event_name : sestanek]
7182,dodaj sestanek s frančiško ob dveh popoldne jutri,dodaj [event_name : sestanek] s [person : frančiško] ob [time : dveh popoldne] [date : jutri]
7183,dodaj sonjin rojstni dan v koledar za soboto ob desetih zvečer,dodaj [person : sonjin] [event_name : rojstni dan] v koledar za [date : soboto] ob [time : desetih zvečer]
7184,želim iti na sanjin rojstni dan v soboto ob desetih zvečer,želim iti na [person : sanjin] [event_name : rojstni dan] v [date : soboto] ob [time : desetih zvečer]
7185,kdaj je moj naslednji pregled pri doktor šmidu,kdaj je moj naslednji [event_name : pregled] pri [person : doktor šmidu]
7186,imam kaj na urniku za jutri,imam kaj na urniku za [date : jutri]
7187,kateri dan v tednu je moj rojstni dan to leto,kateri dan v tednu je moj [event_name : rojstni dan] to leto
7188,kaj je moj naslednji dogodek,kaj je moj naslednji dogodek
7189,imam kaj planirano,imam kaj planirano
7190,kaj je danes na koledarju,kaj je [date : danes] na koledarju
7191,ustvari opomnik za rojstnodnevno željo za jutri ob desetih dopoldne,ustvari opomnik za [event_name : rojstnodnevno željo] za [date : jutri] ob [time : desetih dopoldne]
7192,nastavi opomnik da jutri ob desetih dopoldne zaželim prijatelju,nastavi opomnik da [date : jutri] ob [time : desetih dopoldne] [event_name : zaželim] [relation : prijatelju]
7194,jutri imam sestanek ustvari ga,[date : jutri] imam [event_name : sestanek] ustvari ga
7195,nastavi opomnik za jutri za sestanek z alenom,nastavi opomnik za [date : jutri] za [event_name : sestanek] z [person : alenom]
7196,opomni me na sestanek z alenom petnajstega marca,opomni me na [event_name : sestanek] z [person : alenom] [time : petnajstega marca]
7197,opomni me uro pred začetkom jutrišnje rojstnodnevne zabave moje sestre,opomni me uro pred začetkom jutrišnje rojstnodnevne zabave moje [relation : sestre]
7198,opomni me na kanov veterinarski pregled ki ga imam petindvajsetega,opomni me na [event_name : kanov veterinarski pregled] ki ga imam [date : petindvajsetega]
7199,nastavi obvestilo tri dve in eno uro pred angleškim finalom naslednji teden,nastavi obvestilo tri dve in eno uro pred [event_name : angleškim finalom] [date : naslednji teden]
7200,počisti moj koledar,počisti moj koledar
7201,kaj imam na urniku za naslednji teden,kaj imam na urniku za [date : naslednji teden]
7202,povej mi moj urnik za naslednji mesec,povej mi moj urnik za [date : naslednji mesec]
7203,katere dogodke imam v načrtu naslednja dva tedna,katere dogodke imam v načrtu [time : naslednja dva tedna]
7204,ali lahko nastaviš sestanek z mano,ali lahko nastaviš [event_name : sestanek] z mano
7205,zabeleži da ima veliko pomembnih dogodkov ta mesec,zabeleži da ima veliko pomembnih dogodkov [date : ta mesec]
7206,zapiši pomemben dogodek ta teden,zapiši pomemben dogodek [date : ta teden]
7207,ali me lahko spomniš da čez eno uro preverim obleko,ali me lahko spomniš da [time : čez eno uro] [event_name : preverim obleko]
7208,mi lahko daš desetminutno štoparico,mi lahko daš [time : desetminutno] štoparico
7209,me lahko opomniš da odnesem smeti ven v torek,me lahko opomniš da odnesem [event_name : smeti] ven v [date : torek]
7210,olly me lahko opomniš da odnesem smeti v torek,olly me lahko opomniš da odnesem [event_name : smeti] v [date : torek]
7211,ne smem pozabiti jutrišnji sestanek s špelo,ne smem pozabiti [date : jutrišnji] [event_name : sestanek] s [person : špelo]
7212,opomni me uro pred mojim naslednjim delovnim sestankom,opomni me uro pred mojim naslednjim [event_name : delovnim sestankom]
7214,vedenje,vedenje
7215,pričakovanja,pričakovanja
7216,dober prvi vtis,dober prvi vtis
7217,prosim preveri in me obvesti o opomnikih ki sem jih nastavil danes,prosim preveri in me obvesti o opomnikih ki sem jih nastavil [date : danes]
7218,koliko opomnikov imam za jutri,koliko opomnikov imam za [date : jutri]
7219,ali si nastavila opomnik za jutrišnji sestanek,ali si nastavila opomnik za [date : jutrišnji] [event_name : sestanek]
7220,ali imam sestanek naslednjo sredo ob dveh,ali imam [event_name : sestanek] naslednjo [date : sredo] ob [time : dveh]
7221,ali je bil moj sestanek za danes preložen,ali je bil moj [event_name : sestanek] za [date : danes] preložen
7222,je jernejeva zabava v petek odpovedana,je [person : jernejeva] [event_name : zabava] v [date : petek] odpovedana
7223,povej mi datum otvoritve podjetja od prijatelja sandija,povej mi datum [event_name : otvoritve] podjetja od [relation : prijatelja] [person : sandija]
7224,kje se bo tomaž poročil,kje se bo tomaž poročil
7225,ne pozabi otrokov rojstni dan,ne pozabi [relation : otrokov] [event_name : rojstni dan]
7226,spomni me naslednji vikend sestanek uprave,spomni me [date : naslednji] vikend [event_name : sestanek uprave]
7227,ali me lahko naročiš na striženje prvega aprila v lassani,ali me lahko naročiš na [event_name : striženje] [date : prvega aprila] v [place_name : lassani]
7228,ali me lahko spomniš da grem v torek v špecerijo,ali me lahko spomniš da grem v [date : torek] v [event_name : špecerijo]
7229,prosim označi v mojem koledarju počitnice na kubi drugega aprila,prosim označi v mojem koledarju [event_name : počitnice] [place_name : na kubi] [date : drugega aprila]
7230,danes je ponedeljek ali je,[date : danes] je [date : ponedeljek] ali je
7231,ali je danes peti marec ali ne,ali je [date : danes peti marec] ali ne
7232,kateri so dogodki naslednjega tedna,kateri so dogodki naslednjega tedna
7233,naštej dogodke naslednjega meseca,naštej dogodke [date : naslednjega meseca]
7234,povej jutrišnje dogodke,povej [date : jutrišnje] dogodke
7235,prosim odpovej moje naslednje striženje,prosim odpovej moje [event_name : naslednje striženje]
7236,prosim odstrani dogodek za prvi april,prosim odstrani [event_name : dogodek] za [date : prvi april]
7237,odstrani exatlon iz mojega koledara drugega aprila,odstrani [event_name : exatlon] iz mojega koledara [date : drugega aprila]
7238,odpri ponavljajoč se,odpri ponavljajoč se
7239,opomni me da vzamem zdravila ob osmih zvečer,opomni me da vzamem [event_name : zdravila] ob [time : osmih zvečer]
7241,vpiši ta dogodek v moj koledar,vpiši ta dogodek v moj koledar
7242,to je pomemben dogodek prosim zabeleži v moj koledar,to je pomemben dogodek prosim zabeleži v moj koledar
7244,kdaj se bo tekma začela,kdaj se bo [event_name : tekma] začela
7245,kdaj se bo pričel sestanek projektne skupine,kdaj se bo pričel [event_name : sestanek projektne skupine]
7246,kdaj je moja obletnica,kdaj je moja [event_name : obletnica]
7247,danes je peti marec,[date : danes] je [date : peti marec]
7248,danes je janezov rojstni dan,[date : danes] je [person : janezov] [event_name : rojstni dan]
7249,danes je praznik,[date : danes] je [event_name : praznik]
7251,odpovej petrovo zabavo,odpovej [person : petrovo] [event_name : zabavo]
7252,prestavi zabavo na četrtek,prestavi [event_name : zabavo] na [date : četrtek]
7254,kako kupim vstopnice za to,kako kupim vstopnice za to
7255,vse kar imam načrtovano jutri moram preklicati,vse kar imam načrtovano [date : jutri] moram preklicati
7256,kdaj imam naslednji sestanek in koga naj kontaktiram da ga prestavim,kdaj imam naslednji [event_name : sestanek] in koga naj kontaktiram da ga prestavim
7257,prosim opomni me da čez pol ure pokličem mamo,prosim opomni me da [time : čez pol ure] [event_name : pokličem] [relation : mamo]
7258,spomni me da pošljem e-pošto šefu po eni uri,spomni me da pošljem e-pošto [relation : šefu] po eni uri
7259,prosim opomni me da čez deset minut odstavim kavo s štedilnika,prosim opomni me da [time : čez deset minut] [event_name : odstavim kavo s štedilnika]
7260,ustvari opomnik za sestanek jutri ob treh popoldan,ustvari opomnik za [event_name : sestanek] [date : jutri] ob treh popoldan
7261,opomni me trideset minut pred sestankom jutri ob treh popoldne,opomni me trideset minut pred [event_name : sestankom] [date : jutri] ob [time : treh popoldne]
7262,ustvari obvestilo za opomnik za jutrišnji sestanek,ustvari obvestilo za opomnik za [date : jutrišnji] [event_name : sestanek]
7263,končal sem ga enkrat,končal sem ga enkrat
7264,katere sestanke imam ta teden,katere [event_name : sestanke] imam [date : ta teden]
7265,prikaži moj program,prikaži moj program
7266,kaj so moje prihajajoče naloge,kaj so moje prihajajoče naloge
7267,živjo poskrbi da grem na sarino rojstnodnevno zabavo dvanajstega,živjo poskrbi da grem na [person : sarino] [event_name : rojstnodnevno zabavo] [date : dvanajstega]
7268,označi sarin rojstni dan dvanajstega,označi [person : sarin] [event_name : rojstni dan] [date : dvanajstega]
7269,označi sarino rojstnodnevno zabavo dvanajstega,označi [person : sarino] [event_name : rojstnodnevno zabavo] [date : dvanajstega]
7270,vpiši me za sarino rojstnodnevno zabavo dvanajstega,vpiši me za [person : sarino] [event_name : rojstnodnevno] zabavo [date : dvanajstega]
7271,kaj je na mojem dnevnem redu,kaj je na mojem dnevnem redu
7272,obvesti me o večernem sestanku pet minut pred začetkom,obvesti me o [timeofday : večernem] [event_name : sestanku] pet minut pred začetkom
7273,obvesti me o rojstnih dnevih vseh mojih facebook prijateljev,obvesti me o [event_name : rojstnih dnevih] vseh mojih [media_type : facebook] [relation : prijateljev]
7274,vnaprej me spomni na mojo obletnico,vnaprej me spomni na mojo [event_name : obletnico]
7275,pokaži mi seznam prihajajočih sestankov,pokaži mi seznam prihajajočih [event_name : sestankov]
7276,pokaži mi seznam prijateljev ki so imeli včeraj rojstni dan in jim nisem voščil,pokaži mi seznam [relation : prijateljev] ki so imeli [date : včeraj] [event_name : rojstni dan] in jim nisem voščil
7277,nastavi alarm za službo ob sedmih zjutraj,nastavi alarm za [event_name : službo] ob [time : sedmih zjutraj]
7278,opomni me na majin rojstni dan štiriindvajset ur vnaprej,opomni me na [person : majin] [event_name : rojstni dan] [time : štiriindvajset ur vnaprej]
7279,opomni me da poberem perilo naslednji ponedeljek,opomni me da [event_name : poberem perilo] naslednji [date : ponedeljek]
7280,kaj imam v koledarju danes,kaj imam v koledarju [date : danes]
7281,kdaj imam danes sestanke,kdaj imam [date : danes] [event_name : sestanke]
7282,kako zasedeni je moj urnik danes,kako zasedeni je moj urnik [date : danes]
7283,odstrani moj sestanek ob pol dveh,odstrani moj sestanek [time : ob pol dveh]
7284,zbriši moj pregled pri zobozdravniku,zbriši moj pregled pri zobozdravniku
7285,izbriši vse prihajajoče vadbe joge,izbriši vse [event_name : prihajajoče vadbe joge]
7286,opomni me o naslednjem sestanku vnaprej,opomni me o naslednjem [event_name : sestanku] vnaprej
7287,opomni me o moji obletnici en dan vnaprej,opomni me o moji [event_name : obletnici] [date : en dan vnaprej]
7288,obvesti me o ženinem rojstnem dnevu v naprej,obvesti me o [relation : ženinem] [event_name : rojstnem dnevu] v naprej
7289,odstrani vse dogodke z jožetom,odstrani vse dogodke z [person : jožetom]
7290,izbriši vse moje današnje sestanke,izbriši vse moje [date : današnje] [event_name : sestanke]
7291,blokiraj eno uro od desetih jutri zjutraj dopoldan,blokiraj [time : eno uro] od [time : desetih] [date : jutri] [timeofday : zjutraj] dopoldan
7292,jaz sem nedosegljiv od štirih do šestih jutri zvečer označi moj koledar,jaz sem nedosegljiv od [time : štirih] do [time : šestih] [date : jutri] [timeofday : zvečer] označi moj koledar
7293,vpiši eno urni sestanek za soboto,vpiši [time : eno urni] sestanek za [date : soboto]
7294,iz mojega koledarja zbiriši sestanek z gregorjem merlakom,iz mojega koledarja zbiriši [event_name : sestanek] z gregorjem merlakom
7295,prosim počisti moj koledar,prosim [time : počisti] moj koledar
7296,če lahko odstrani moje načrtovane koledarske dogodke,če lahko odstrani moje načrtovane koledarske dogodke
7297,odpri moj koledar in ga počisti,odpri moj koledar in ga [time : počisti]
7298,prosim vnesi da imam sestanek ob petih popoldne,prosim vnesi da imam [event_name : sestanek] ob [time : petih popoldne]
7299,ustvari opomnik za sestanek jutri ob devetih zjutraj,ustvari opomnik za [event_name : sestanek] [date : jutri] ob [time : devetih zjutraj]
7300,nastavi opomnik da obiščem mojega očeta jutri,nastavi opomnik da obiščem mojega [relation : očeta] [date : jutri]
7301,prosim organiziraj sestanek z mojimi zaposlenimi,prosim organiziraj [event_name : sestanek] z mojimi [relation : zaposlenimi]
7302,imaš kakšen predlog glede časa za eno urni sestanek ta teden,imaš kakšen predlog glede časa za [time : eno urni] [event_name : sestanek] [date : ta teden]
7303,dajva nekaj na koledar za torek,dajva nekaj na koledar za [date : torek]
7305,dodaj ponovno srečanje v koledar za to popoldne,dodaj [event_name : ponovno srečanje] v koledar za [timeofday : to popoldne]
7306,ustvari nov dogodek vsk petek opoldne,ustvari nov dogodek vsk [date : petek] [timeofday : opoldne]
7307,odstrani vse dogodke za ta mesec,odstrani vse dogodke za [date : ta mesec]
7308,izbriši moj koledar,izbriši moj koledar
7309,kateri je moj prvi sestanek danes,kateri je moj prvi [event_name : sestanek] [date : danes]
7310,kaj je na mojem razporedu za danes,kaj je na mojem razporedu za [date : danes]
7311,dodaj kosilo z lavro v četrtek ob enih,dodaj [meal_type : kosilo] z [person : lavro] v [date : četrtek] ob [time : enih]
7312,opomni me da se srečam z jožetom za kosilo jutri,opomni me da se srečam z [person : jožetom] za [meal_type : kosilo] [date : jutri]
7313,maša z mamo in očetom v nedeljo,[event_name : maša] z [relation : mamo] in [relation : očetom] v [date : nedeljo]
7314,kaj je ne razporedu danes,kaj je ne razporedu [date : danes]
7315,imama kaj na urniku,imama kaj na urniku
7316,imam kakšne sestanke,imam kakšne [event_name : sestanke]
7317,ali lahko nastaviš lokacijo hiše moje sestre za ta dogodek,ali lahko nastaviš lokacijo [place_name : hiše] moje [relation : sestre] za ta dogodek
7318,moram biti v portorožu na tem dogodku dodaj to,moram biti v [place_name : portorožu] na tem dogodku dodaj to
7319,kaj se dogaja danes od polnoči,kaj se dogaja [date : danes] od [time : polnoči]
7320,kateri dogodki so danes med drugo in četrto popoldne,kateri dogodki so [date : danes] med [time : drugo in četrto] popoldne
7321,kateri dogodki se odvijajo v mojem mestu danes med drugo in četrto popoldne,kateri dogodki se odvijajo v mojem [place_name : mestu] [date : danes] med [time : drugo in četrto popoldne]
7322,v mojem koledarju označi naslednji torek stefanov rojstni dan,v mojem koledarju označi naslednji [date : torek] [person : stefanov] [event_name : rojstni dan]
7323,prosim v koledar za petek ob šestih popoldne vnesi pregled pri doktorju breclju,prosim v koledar za [date : petek] ob [time : šestih popoldne] vnesi [event_name : pregled] pri [person : doktorju breclju]
7324,obvesti me kdaj naj bi se udeležil plesnega recitala petega marca,obvesti me kdaj naj bi se udeležil [event_name : plesnega recitala] [date : petega marca]
7325,obvesti me en dan prej za konjsko dirko na hipodromu sedemnajstega marca,obvesti me en dan prej za [event_name : konjsko dirko] na [place_name : hipodromu] [date : sedemnajstega marca]
7326,obvesti me enajstega marca na dan sestanka,obvesti me [date : enajstega marca] na dan [event_name : sestanka]
7327,izbriši vso vsebino mojega koledarja,izbriši vso vsebino mojega koledarja
7328,izbriši vse dogodke in vsebino iz mojega koledarja,izbriši vse dogodke in vsebino iz mojega koledarja
7329,ustvari opomnik dva dni pred marijinim rojstnim dnem,ustvari opomnik dva dni pred [person : marijinim] [event_name : rojstnim dnem]
7330,tri dni prej pred mojim izpitom iz kemije mi prosim pošlji obvestilo,tri dni prej pred mojim [event_name : izpitom iz kemije] mi prosim pošlji obvestilo
7331,ugasni wifi ko zapustiš dom da prihraniš na energiji,ugasni [device_type : wifi] ko zapustiš dom da prihraniš na energiji
7332,pošlji s. m. s. mojemu izgubljenemu telefonu da pojača glasnost za en procent,pošlji s. m. s. mojemu izgubljenemu telefonu da pojača glasnost za en procent
7333,dodaj dogodek na moj koledar,dodaj dogodek na moj koledar
7334,določi čas in kraj mojega srečanja z osebo,določi čas in kraj mojega srečanja z osebo
7335,zabeleži moj sestanek z osebo z datumom in mestom,zabeleži moj sestanek z osebo z datumom in mestom
7336,kaj imam na urniku naslednji teden,kaj imam na urniku [date : naslednji teden]
7337,kaj je na mojem koledarju jutri,kaj je na mojem koledarju [date : jutri]
7338,koliko zadev imam planiranih zvečer,koliko zadev imam planiranih [timeofday : zvečer]
7339,izbriši jutrišnji sestanek,izbriši [date : jutrišnji] [event_name : sestanek]
7340,prekliči moj jutrišnji sestanek,prekliči moj [date : jutrišnji] [event_name : sestanek]
7341,odstrani naslednji dogodek iz koledarja,odstrani naslednji dogodek iz koledarja
7342,preveri dogodke v koledarju in odstrani naslednji dogodek,preveri dogodke v koledarju in odstrani naslednji dogodek
7343,odstrani vse na mojem koledarju,odstrani vse na mojem koledarju
7344,izbriši vse koledarske dogodke,izbriši vse koledarske dogodke
7345,dodaj bredin rojstni dan dvanajstega julija na moj koledar,dodaj [person : bredin] [event_name : rojstni dan] [date : dvanajstega julija] na moj koledar
7346,dodaj v koledar bojana rojstni dan dvanajstega julija,dodaj v koledar [person : bojana] [event_name : rojstni dan] [date : dvanajstega julija]
7347,dvanajsti julij je bojanov rojstni dan vnesi ta datum v moj koledar,[date : dvanajsti julij] je [person : bojanov] [event_name : rojstni dan] vnesi ta datum v moj koledar
7348,dodaj vse dogodke ki se dogajajo v frančiškanski cerkvi marca v moj koledar,dodaj vse dogodke ki se dogajajo v [place_name : frančiškanski cerkvi] [date : marca] v moj koledar
7349,vse dogodke v marcu v joga centru dodaj na moj koledar,vse dogodke v [date : marcu] v [place_name : joga centru] dodaj na moj koledar
7350,moj koledar dopolni z marčevim dogodkom v frančiškanski cerkvi,moj koledar dopolni z [date : marčevim] dogodkom v [place_name : frančiškanski] cerkvi
7351,dodaj v koledar da imamo večerjo s frenkom devetega avgusta ob osmih zvečer,dodaj v koledar da imamo [meal_type : večerjo] s frenkom devetega avgusta ob osmih zvečer
7352,vnesi v moj urnik da se jutri ob štirih popoldan srečamo z janezom n. in njegovo ženo,vnesi v moj urnik da se [date : jutri] ob [time : štirih popoldan] [event_name : srečamo] z [person : janezom n.] in [person : njegovo ženo]
7353,povej vreme v naslednjih tednih na hrvaškem,povej vreme [time : v naslednjih tednih] [place_name : na hrvaškem]
7354,mi lahko poveš jutrišnje vreme za primorsko,mi lahko poveš [date : jutrišnje] vreme [place_name : za primorsko]
7355,opomni me da preverim enolončnico ob šesti uri,opomni me da [event_name : preverim enolončnico] ob [time : šesti] uri
7356,trinajst minut pozneje me opomni da zapeljem v park,[time : trinajst minut] pozneje me opomni da [event_name : zapeljem v park]
7357,kateri dogodki so na seznamu v mojem koledarju marca,kateri dogodki so na seznamu v mojem koledarju [date : marca]
7358,razporedi vse dogodke v mojem marčevskem koledarju,razporedi vse dogodke v mojem [date : marčevskem] koledarju
7359,dogodki v mojem marčevskem koledarju morajo biti zapisani,dogodki v mojem [date : marčevskem] koledarju morajo biti zapisani
7360,izbriši naslednji poročni dogodek,izbriši naslednji [event_name : poročni] dogodek
7361,prosim izbriši naslednji rojstnodnevni dogodek,prosim izbriši naslednji [event_name : rojstnodnevni] dogodek
7362,samo izbriši naslednji dogodek,samo izbriši naslednji dogodek
7363,pojdi na koledar in izbriši tretji dogodek sedemindvajsetega marca dva tisoč sedemnajst,pojdi na koledar in izbriši tretji dogodek [date : sedemindvajsetega marca dva tisoč sedemnajst]
7364,izbriši prvi dogodek triindvajsetega marca dvatisočsedemnajst,izbriši prvi dogodek [date : triindvajsetega marca dvatisočsedemnajst]
