id,utt,annot_utt
8385,האם השבוע שבוע משכורת,האם [date : השבוע] שבוע משכורת
8386,הזכר לי בשמונה בערב לכבס,הזכר לי [time : בשמונה בערב] לכבס
8387,צור תזכורת לכביסה בשעה שמונה בערב,צור תזכורת לכביסה בשעה [time : שמונה בערב]
8388,אני רוצה לעשות כביסה בשמונה בערב צור תזכורת,אני רוצה לעשות כביסה [time : בשמונה בערב] צור תזכורת
8389,תזכיר לי ביום שני בשתיים בצהריים לקיים פגישה עם אבי,תזכיר לי [date : ביום שני] [time : בשתיים בצהריים] לקיים [event_name : פגישה] עם [person : אבי]
8390,הזכר לי את הפגישה שלי בנושא,הזכר לי את [event_name : הפגישה] שלי בנושא
8391,קבע תזכורת לפגישה,קבע תזכורת [event_name : לפגישה]
8392,פגישה בבקשה להגדיר תזכורת,[event_name : פגישה] בבקשה להגדיר תזכורת
8393,תזכיר לי בכל יום שישי ללכת למשחק הכדורסל של בני,תזכיר לי [general_frequency : בכל יום שישי] ללכת [sport_type : למשחק הכדורסל] [relation : של בני]
8394,הגדר תזכורת בכל יום בצהריים לקחת תרופה,הגדר תזכורת [general_frequency : בכל יום] [timeofday : בצהריים] לקחת תרופה
8395,הזכר לי על הפגישה שלי מחר בשלוש אחר הצהריים,הזכר לי על [event_name : הפגישה] שלי [date : מחר] [time : בשלוש אחר הצהריים]
8396,תוכלי לקבוע תזכורת ל יום רביעי ב אחת אחצ לפגישה שלי,תוכלי לקבוע תזכורת ל [date : יום רביעי] ב [time : אחת אחצ] לפגישה שלי
8397,אני צריך ללכת לפגישה ביום שישי בצהריים האם תוכל להזכיר לי,אני צריך ללכת לפגישה [date : ביום שישי] [timeofday : בצהריים] האם תוכל להזכיר לי
8398,הוסף בבקשה קניות בקניון בעשרים ושישה במרץ בשעה שתיים עשרה בצהריים,הוסף בבקשה קניות [place_name : בקניון] [date : בעשרים ושישה במרץ] בשעה [time : שתיים עשרה בצהריים]
8399,הוסף להיפגש עם דוד ברכבת תחתית בחיפה בארבעה באפריל בשעה חמש אחר הצהריים,הוסף להיפגש עם [person : דוד] [business_name : ברכבת תחתית] [place_name : בחיפה] [date : בארבעה באפריל] בשעה [time : חמש אחר הצהריים]
8400,האם אני פנוי ביום שישי אחר הצהריים,האם אני פנוי [date : ביום שישי] [timeofday : אחר הצהריים]
8401,האם הפגישה שלי עם בני מחר היא בשלוש אחר הצהריים,האם הפגישה שלי עם [person : בני] [date : מחר] היא [time : בשלוש אחר הצהריים]
8402,ספרי לי עוד על האירועים שלי,ספרי לי עוד על האירועים שלי
8403,תתני לי בבקשה מידע נוסף,תתני לי בבקשה מידע נוסף
8404,אני רוצה לדעת עוד על האירוע הזה,אני רוצה לדעת עוד על האירוע הזה
8405,אילו אירועים יש לי למחר,אילו אירועים יש לי [date : למחר]
8406,מחק את כל האירועים שמופיעים מחר,מחק את כל האירועים שמופיעים [date : מחר]
8407,איזה אירועים יש לי בשבוע הקרוב,איזה אירועים יש לי [date : בשבוע הקרוב]
8408,הסר את אירוע ארוחת הערב שלי למחר,הסר את אירוע [meal_type : ארוחת הערב] שלי [date : למחר]
8409,מחק את ארוחת הערב שלי מחר,מחק את [meal_type : ארוחת הערב] שלי [date : מחר]
8410,תסיר שלי ארוחת הערב אירוע יום שני,תסיר שלי [meal_type : ארוחת הערב] אירוע [date : יום שני]
8411,הפעל אירוע ביומן,הפעל אירוע ביומן
8412,הזכר לי בבקשה,הזכר לי בבקשה
8413,אנא הזהר אותי,אנא הזהר אותי
8414,הזכר לי ללכת לארוחת ערב עם דודו ביום שישי בחמש אחר הצהריים,הזכר לי ללכת [meal_type : לארוחת ערב] עם [person : דודו] [date : ביום שישי] [time : בחמש אחר הצהריים]
8415,הוסף פגישה עם אדם במשרד ליום שלישי בשלוש אחר הצהריים,הוסף [event_name : פגישה] עם [person : אדם] [place_name : במשרד] [date : ליום שלישי] [time : בשלוש אחר הצהריים]
8416,הזכר לי בעבודה להיפגש עם דודו ביום שישי,הזכר לי בעבודה [event_name : להיפגש] עם [person : דודו] [date : ביום שישי]
8417,בטל את כל הפגישות בלוח השנה שלי,בטל את כל [event_name : הפגישות] בלוח השנה שלי
8418,אילו תזכורות מוגדרות לי,אילו תזכורות מוגדרות לי
8419,האם יש לי איזשהן תזכורות להיום,האם יש לי איזשהן תזכורות [date : להיום]
8420,האם יש משהו שאני צריך להיות מודע אליו,האם יש משהו שאני צריך להיות מודע אליו
8421,אני צריך לקבוע תזכורת ללכת לפגישת עבודה ביום שישי שתיים בצהריים,אני צריך לקבוע תזכורת ללכת [event_name : לפגישת עבודה] [date : ביום שישי] [time : שתיים בצהריים]
8422,הגדר תזכורת לנסיעת הקניות שלי מחר בחמש אחר הצהריים,הגדר תזכורת [event_name : לנסיעת הקניות] שלי [date : מחר] [time : בחמש אחר הצהריים]
8423,הגדר אירוע שחוזר על עצמו לאורך כל החודש,הגדר אירוע שחוזר על עצמו לאורך כל החודש
8424,מקם התרחשות חוזרת ביומן שלי,מקם התרחשות חוזרת ביומן שלי
8425,מהן החדשות לשש ארבעים וחמש בבוקר היום,מהן החדשות [time : לשש ארבעים וחמש בבוקר] [date : היום]
8426,תגיד לי אירועים נוכחים בין אתמול לבוקר הזה,תגיד לי אירועים נוכחים בין [date : אתמול] [timeofday : לבוקר] הזה
8427,הוסף פגישת ארוחת צהריים עם לימור לשני בינואר בשתיים עשרה וחצי בצהריים,הוסף [event_name : פגישת ארוחת צהריים] עם [person : לימור] [date : לשני בינואר] [time : בשתיים עשרה וחצי בצהריים]
8428,אולי הוסיפי פגישת ארוחת צהריים עם לימור לשני בינואר בשתיים עשרה וחצי בצהריים,אולי הוסיפי [event_name : פגישת ארוחת צהריים] עם [person : לימור] [date : לשני בינואר] [time : בשתיים עשרה וחצי בצהריים]
8429,olly הוסף ארוחת ערב עם גילה בשניים עשר בפברואר בשש בערב,olly הוסף [meal_type : ארוחת ערב] עם [person : גילה] [date : בשניים עשר בפברואר] [time : בשש בערב]
8430,בטל את כל הפגישות שלי,בטל את כל [event_name : הפגישות] שלי
8431,תיפטר מכל האירועים המתוכננים שלי,תיפטר מכל האירועים המתוכננים שלי
8432,הסר את הפגישה שלי היום באחת בצהריים,הסר את [event_name : הפגישה] שלי היום [time : באחת בצהריים]
8433,מחק את אירוע הפגישה שלי לתשעה עשר במאי באחת בצהריים,מחק את אירוע [event_name : הפגישה] שלי [date : לתשעה עשר במאי] [time : באחת בצהריים]
8434,הסר את האירוע באחת בצהריים מהיומן שלי,הסר את האירוע [time : באחת בצהריים] מהיומן שלי
8435,אנא קבע פגישת עבודה בשתיים עשרה בצהריים בכל ימי החמישי של פברואר,אנא קבע [event_name : פגישת עבודה] [time : בשתיים עשרה בצהריים] [general_frequency : בכל ימי החמישי] של [date : פברואר]
8436,בבקשה קבע פגישת ארוחת צהריים בשתיים עשרה בצהריים בכל יום רביעי במרץ,בבקשה קבע [event_name : פגישת ארוחת צהריים] [time : בשתיים עשרה בצהריים] [general_frequency : בכל יום רביעי] [date : במרץ]
8437,אנא קבע תכניות ארוחת ערב בשבע בערב לכל יום שישי בחודש אפריל,אנא קבע [event_name : תכניות ארוחת ערב] [time : בשבע בערב] [general_frequency : לכל יום שישי] [date : בחודש אפריל]
8438,ספר לי עוד על פסטיבל יום יפן,ספר לי עוד על [event_name : פסטיבל יום יפן]
8439,באיזו שעה מתחיל הפסטיבל,באיזו שעה מתחיל [event_name : הפסטיבל]
8440,מחק את כל האירועים מהיומן שלי,מחק את כל האירועים מהיומן שלי
8441,מחק את כל לוח השנה שלי,מחק את כל לוח השנה שלי
8442,אנא שנה את לוח השנה שלי עם אירוע זה,אנא שנה את לוח השנה שלי עם אירוע זה
8443,הוסף את האירוע הזה ליומן שלי,הוסף את האירוע הזה ליומן שלי
8444,האם יש משהו ביומן שלי,האם יש משהו ביומן שלי
8445,הזכר לי שאני צריך להיות בספרייה שבוע מעכשיו בחמש,הזכר לי שאני צריך להיות [place_name : בספרייה] [date : שבוע מעכשיו] [time : בחמש]
8446,אולי הזכר לי שאני צריך להיות בספרייה שבוע מהיום בחמש,אולי הזכר לי שאני צריך להיות [place_name : בספרייה] [date : שבוע מהיום] [time : בחמש]
8447,הגדר תזכורת ליום שבת הבא ללכת לספרייה בחמש בול על השעון,הגדר תזכורת ליום [date : שבת] הבא ללכת [place_name : לספרייה] [time : בחמש] בול על השעון
8448,קבע לי פגישה ליום שבת הבאה בחמש בספריה והגדר תזכורת,קבע לי [event_name : פגישה] ליום [date : שבת] הבאה [time : בחמש] [place_name : בספריה] והגדר תזכורת
8449,הגדר תזכורת ליום ההולדת של בנותיי,הגדר תזכורת [event_name : ליום ההולדת] של [relation : בנותיי]
8450,הגדר תזכורת למחר בחמש אחר הצהריים,הגדר תזכורת [date : למחר] [time : בחמש אחר הצהריים]
8451,תזכיר לי לגבי החג הלאומי הקרוב,תזכיר לי לגבי [event_name : החג הלאומי הקרוב]
8452,מקם אירוע בלוח השנה שלי בכל יום שלישי,מקם אירוע בלוח השנה שלי [general_frequency : בכל יום שלישי]
8453,אנא הוסף אירוע ליומן שלי וסמן אותו כאירוע חוזר,אנא הוסף אירוע ליומן שלי וסמן אותו כאירוע חוזר
8454,הוסף ליומן שלי להיום יוסי לוי באחת בצהריים,הוסף ליומן שלי [date : להיום] [person : יוסי לוי] [time : באחת בצהריים]
8455,איפה ההופעה של איפה הילד,איפה [event_name : ההופעה של איפה הילד]
8456,מתי ההופעה הקרובה במאנקיס,מתי [event_name : ההופעה] הקרובה [place_name : במאנקיס]
8457,באיזו שעה ההופעה של משינה הערב,באיזו שעה [event_name : ההופעה של משינה] [timeofday : הערב]
8458,מה התזכורות שלי החודש,מה התזכורות שלי [date : החודש]
8459,הצג לי את לוח השנה שלי,הצג לי את לוח השנה שלי
8460,תראה את האירועים שלי,תראה את האירועים שלי
8461,מהן התכניות שלי לחודש מאי,מהן התכניות שלי [date : לחודש מאי]
8462,איזה יום השבוע יש לי תוכניות,איזה יום [date : השבוע] יש לי תוכניות
8463,מחק את אירוע בלוח השנה שלי באחת בצהריים היום,מחק את אירוע בלוח השנה שלי [time : באחת בצהריים] [date : היום]
8464,תזכיר לי את הפגישה שלי ביום רביעי בתשע בבוקר,תזכיר לי את [event_name : הפגישה] שלי [date : ביום רביעי] [time : בתשע בבוקר]
8465,שלח לי התראה על הפגישה ביום רביעי בתשע בבוקר,שלח לי התראה על [event_name : הפגישה] [date : ביום רביעי] [time : בתשע בבוקר]
8466,יש לי פגישת תשע בבוקר ביום רביעי שלח לי תזכורת,יש לי [event_name : פגישת] [time : תשע בבוקר] [date : ביום רביעי] שלח לי תזכורת
8467,ספר לי על האירועים הקרובים שלי,ספר לי על האירועים הקרובים שלי
8468,איזה אירועים נשארו לי היום,איזה אירועים נשארו לי [date : היום]
8469,מה מופיע לי ביומן היום,מה מופיע לי ביומן [date : היום]
8470,הסר את כל האירועים ביומן בחודש זה,הסר את כל האירועים ביומן [date : בחודש זה]
8471,הסר את כל אירועיי חודש שעבר מהיומן,הסר את כל אירועיי [date : חודש שעבר] מהיומן
8472,הסר את כל האירועים מהיומן,הסר את כל האירועים מהיומן
8473,הוסף את מסיבת יום ההולדת של יעל בהרצל מאה עשרים ושלוש לשתיים בצהריים מחר ליומן שלי,הוסף את [event_name : מסיבת יום ההולדת] [person : של יעל] [time : בהרצל מאה עשרים ושלוש לשתיים בצהריים] [date : מחר] ליומן שלי
8474,הוסף ליומן שלי את מסיבת יום ההולדת של גליה מחר בשתיים בצהריים באבן גבירול מאה עשרים ושלוש,הוסף ליומן שלי את [event_name : מסיבת יום ההולדת] [person : של גליה] [date : מחר] [time : בשתיים בצהריים] [place_name : באבן גבירול מאה עשרים ושלוש]
8475,הוסף ביומן מסיבת יום הולדת מחר בשתיים בצהריים לגילי בביתה,הוסף ביומן [event_name : מסיבת יום הולדת] [date : מחר] [time : בשתיים בצהריים] [person : לגילי] בביתה
8476,אנא מחק אירוע זה,אנא מחק אירוע זה
8477,האם תוכל למחוק את האירוע הזה,האם תוכל למחוק את האירוע הזה
8478,תזכיר לי על פגישה שלי חמש אחצ,תזכיר לי על [event_name : פגישה] שלי [time : חמש אחצ]
8479,הפעל תזכורת לפגישה שלי בחמש אחר הצהריים,הפעל תזכורת [event_name : לפגישה] שלי [time : בחמש אחר הצהריים]
8480,תזכיר לי בחמש אחר הצהריים שיש לי פגישה,תזכיר לי [time : בחמש אחר הצהריים] שיש לי פגישה
8481,שלח לי תזכורת להתקשר לבתי ביום חמישי עבור יום הנישואין שלה,שלח לי תזכורת להתקשר [relation : לבתי] [date : ביום חמישי] עבור [event_name : יום הנישואין] שלה
8482,יום נישואין של ביתי זה ביום חמישי שלח לי תזכורת,[event_name : יום נישואין] [relation : של ביתי] זה [date : ביום חמישי] שלח לי תזכורת
8483,הזכר לי להתקשר לבת שלי דבר ראשון ביום חמישי לאחל לה יום נישואין שמח,הזכר לי להתקשר [relation : לבת] שלי דבר ראשון [date : ביום חמישי] לאחל לה [event_name : יום נישואין שמח]
8484,היכן מתקיימת פגישת שופרסל ביום שישי,היכן מתקיימת [event_name : פגישת שופרסל] [date : ביום שישי]
8485,באיזו שעה מתחילה פגישת ועד ההורים ביום שישי,באיזו שעה מתחילה [event_name : פגישת ועד ההורים] [date : ביום שישי]
8486,באיזה יום ושעה מתקיימת פגישת שופרסל בראשון לציון מרכז,באיזה יום ושעה מתקיימת [event_name : פגישת שופרסל] [place_name : בראשון לציון מרכז]
8487,אנא הוסף תור ביום רביעי בתשע בבוקר במשרד של דוקטור גרינפלד,אנא הוסף תור [date : ביום רביעי] [time : בתשע בבוקר] [place_name : במשרד] של [relation : דוקטור גרינפלד]
8488,אנא הגדר אירוע בעשר בבוקר חודש ויומיים מעכשיו לקיים מכירת גראז' בבית שלי,אנא הגדר אירוע [time : בעשר בבוקר] [date : חודש ויומיים] מעכשיו לקיים [event_name : מכירת גראז'] בבית שלי
8489,מה קרה הבוקר בביירות,מה קרה [timeofday : הבוקר] בביירות
8490,בבקשה ספרי לי את הנקודות המרכזיות בנוגע לפגישה מאתיים אחר הצהריים הזה,בבקשה ספרי לי את הנקודות המרכזיות בנוגע [event_name : לפגישה] [time : מאתיים] [timeofday : אחר הצהריים הזה]
8491,מה הכותרות ממשחק הכדורגל של הערב הזה,מה הכותרות [sport_type : ממשחק הכדורגל] [timeofday : של הערב הזה]
8492,מהו לוח הזמנים שלי היום,מהו לוח הזמנים שלי [date : היום]
8493,תקריא מה מופיע לי ביומן היום,תקריא מה מופיע לי ביומן [date : היום]
8494,איך היומן שלי נראה היום,איך היומן שלי נראה [date : היום]
8495,מהו לוח הזמנים שלי למחר בבוקר,מהו לוח הזמנים שלי [date : למחר] [timeofday : בבוקר]
8496,תגיד את הפגישות שלי למחר בבוקר,תגיד את [event_name : הפגישות] שלי [date : למחר] [timeofday : בבוקר]
8497,מה יש לי בלוח הזמנים שלי למחר בבוקר,מה יש לי בלוח הזמנים שלי [date : למחר] [timeofday : בבוקר]
8498,בוא נעבור על כל התזכורות הממתינות,בוא נעבור על כל התזכורות הממתינות
8499,קבע פגישה שבועית ליום שישי בתשע בבוקר,קבע [event_name : פגישה שבועית] [date : ליום שישי] [time : בתשע בבוקר]
8500,תודיע לי שעה לפני פגישת שתיים בצהריים שלי בסוכנות הרכב,תודיע לי שעה לפני [event_name : פגישת] [time : שתיים בצהריים] שלי בסוכנות הרכב
8501,תזכירי לי בבקשה היום בחמש אחר הצהריים שיש לי אירוע מחר בשמונה בבוקר,תזכירי לי בבקשה [date : היום] [time : בחמש אחר הצהריים] שיש לי אירוע מחר [time : בשמונה בבוקר]
8502,הגדר אירוע חדש,הגדר אירוע חדש
8503,כמה תזכורות ממתינות לי,כמה תזכורות ממתינות לי
8504,מה אני צריך לזכור,מה אני צריך לזכור
8505,מה מופיע ביומן שלי החודש,מה מופיע ביומן שלי [date : החודש]
8506,מתי הפגישה הבאה שלי,מתי [event_name : הפגישה] הבאה שלי
8507,כמה עסוק אני השבוע,כמה עסוק אני [date : השבוע]
8508,האם יש בישול צ'ילי בסוף השבוע הזה,האם יש בישול צ'ילי [date : בסוף השבוע הזה]
8509,האם יש בישול צ'ילי בסוף השבוע הזה,האם יש בישול צ'ילי [date : בסוף השבוע הזה]
8510,מתי אביתר בנאי מגיע לירושלים,מתי [person : אביתר בנאי] מגיע [place_name : לירושלים]
8511,האם ישנם אירועי אומנויות לחימה כלשהם שמגיעים לאצטדיון טדי,האם ישנם [event_name : אירועי אומנויות לחימה] כלשהם שמגיעים [place_name : לאצטדיון טדי]
8512,הוסף תזכורת ללכת לסרט עם רון בעשרים ושבע במרץ,הוסף תזכורת ללכת לסרט עם רון [date : בעשרים ושבע במרץ]
8514,האם יש לי פתחים כלשהם בלוח הזמנים שלי למחר,האם יש לי פתחים כלשהם בלוח הזמנים שלי [date : למחר]
8515,olly האם יש לי פתיחות בלוח הזמנים שלי למחר,olly האם יש לי פתיחות בלוח הזמנים שלי [date : למחר]
8516,מחק פריט לוח שנה,מחק פריט לוח שנה
8517,צרף תזכורת לרביעי באפריל ללכת לרופא השיניים,צרף תזכורת [date : לרביעי באפריל] ללכת [relation : לרופא השיניים]
8518,קבע תזכורת לשעה שלוש,קבע תזכורת לשעה [time : שלוש]
8519,הזכר לי בשעה הזאת,הזכר לי בשעה הזאת
8520,הוסף אירוע לאפליקציית היומן,הוסף אירוע לאפליקציית היומן
8521,הגדר תזכורת ביומן,הגדר תזכורת ביומן
8522,אני רוצה להוסיף משהו ליומן שלי,אני רוצה להוסיף משהו ליומן שלי
8523,צור אירוע חדש ביומן שלי,צור אירוע חדש ביומן שלי
8524,הזכר לי על האירוע הזה,הזכר לי על האירוע הזה
8525,תזכורות פגישה משלוש עד חמש,תזכורות [event_name : פגישה] [time : משלוש עד חמש]
8526,הסר את פגישת המדגם מאפליקציית לוח השנה,הסר את [event_name : פגישת] המדגם [app_name : מאפליקציית לוח השנה]
8527,בטל את הפגישה בשלוש,בטל את [event_name : הפגישה] [time : בשלוש]
8528,הסר אירוע מהיומן ורענן,הסר אירוע מהיומן ורענן
8529,תן לי את מזג האוויר של צפת בשעה שלוש בצהריים,תן לי את מזג האוויר של [place_name : צפת] בשעה [time : שלוש בצהריים]
8530,איזה פגישות יש לי בין אחת בצהריים לשלוש אחר הצהריים,איזה פגישות יש לי בין [time : אחת בצהריים לשלוש אחר הצהריים]
8531,תמצאי אירועים מקומיים,תמצאי אירועים מקומיים
8532,להתעדכן באירועים מקומיים,להתעדכן באירועים מקומיים
8533,הזכר לי על תור רופא השיניים שלי בעוד שעתיים,הזכר לי על [event_name : תור רופא השיניים] שלי בעוד [time : שעתיים]
8534,תתריע לי על תור רופא השיניים שלי בשתיים בצהריים,תתריע לי על [event_name : תור רופא השיניים] שלי [time : בשתיים בצהריים]
8535,האם תוכל להזכיר לי על תור הרופא שיש לי בעוד שעתיים,האם תוכל להזכיר לי על [event_name : תור הרופא] שיש לי בעוד [time : שעתיים]
8536,הזכר לי למלא טופס קבלה למכללה כל יומיים מעכשיו,הזכר לי [event_name : למלא טופס קבלה למכללה] [date : כל יומיים מעכשיו]
8537,תזכיר לי לקנות מתנה פעם בבוקר ופעם בערב,תזכיר לי [event_name : לקנות מתנה] פעם [time : בבוקר ופעם בערב]
8538,תזכיר לי לשלם חשבונות בתחילת כל חודש,תזכיר לי [event_name : לשלם חשבונות] בתחילת [date : כל חודש]
8539,הזכר לי לגבי,הזכר לי לגבי
8540,תזכירי לי מאוחר יותר לגבי,תזכירי לי מאוחר יותר לגבי
8541,תזכיר לי בבקשה,תזכיר לי בבקשה
8542,מה הפגישות שלי היום,מה [event_name : הפגישות] שלי [date : היום]
8543,איזה אירועים יש לי להבא,איזה אירועים יש לי להבא
8544,נקה את כל אירועיי היומן שלי,נקה את כל אירועיי היומן שלי
8545,מחק את היומן שלי,מחק את היומן שלי
8546,נקה את היומן שלי נקי,נקה את היומן שלי נקי
8547,הסר את האירוע הבא ביומן,הסר את האירוע הבא ביומן
8548,מחק את האירוע הבא ביומן שלי,מחק את האירוע הבא ביומן שלי
8549,בקשה בטל את האירוע הבא ביומן,בקשה בטל את האירוע הבא ביומן
8550,זמן זמן זה מסיבת חג במשרד,זמן זמן זה [event_name : מסיבת חג] במשרד
8551,באיזה יום בשבוע האירוע של ארגון הצדקה לנוער,באיזה יום בשבוע האירוע של ארגון הצדקה לנוער
8552,קבע פגישה עם תומר ביום שלישי בתשע בבוקר,קבע [event_name : פגישה] עם [person : תומר] [date : ביום שלישי] [time : בתשע בבוקר]
8553,הוסף פגישה ליומן שלי בתשע בבוקר עם תומר,הוסף [event_name : פגישה] ליומן שלי [time : בתשע בבוקר] עם [person : תומר]
8554,מחק את מסיבת החנוכה בבית הכנסת ביום רביעי הבא,מחק את [event_name : מסיבת החנוכה] בבית הכנסת [date : ביום רביעי] הבא
8555,מחק גיוס כספים לדולפינים באפריל,מחק [event_name : גיוס כספים לדולפינים] [date : באפריל]
8556,מחק את ארוחת הצהריים בעבודה ביום שישי הזה,מחק את [event_name : ארוחת הצהריים בעבודה] [date : ביום שישי הזה]
8557,תזכיר לי בכל יום רביעי בחמש אחר הצהריים להיפגש עם פיני,תזכיר לי [general_frequency : בכל יום רביעי] [time : בחמש אחר הצהריים] להיפגש עם [person : פיני]
8558,הפוך את יום רביעי בחמש בערב תמיד לפגישה עם אבי ביומן שלי,הפוך את [date : יום רביעי] [time : בחמש בערב] תמיד [event_name : לפגישה] עם [person : אבי] ביומן שלי
8559,האם יש לי משהו מתוכנן להיום,האם יש לי משהו מתוכנן [date : להיום]
8560,האם אני צריך לעשות משהו אחר כך,האם אני צריך לעשות משהו אחר כך
8561,בדוק את היומן שלי,בדוק את היומן שלי
8562,מחק את הפגישה שלי היום בשעה שתיים בצהריים,מחק את [event_name : הפגישה] שלי היום [time : בשעה שתיים בצהריים]
8563,מחק את הפגישה שלי מחר בשלוש אחר הצהריים,מחק את [event_name : הפגישה] שלי [date : מחר] [time : בשלוש אחר הצהריים]
8565,איזה שהיא פגישה בין שש לשבע בערב,איזה שהיא [event_name : פגישה] בין [time : שש לשבע בערב]
8566,האם אני פנוי בין שש לשבע בערב,האם אני פנוי בין [time : שש לשבע בערב]
8567,קבע ארוחת בוקר מאוחרת היום בעשר בבוקר והזמן את טלי וגילה בבקשה,קבע [event_name : ארוחת בוקר מאוחרת] היום [time : בעשר בבוקר] והזמן את [person : טלי וגילה] בבקשה
8568,האם תוכל לשלוח הזמנת יומן ליוסף ושמרית לארוחת בוקר מאוחרת ביום שלישי באחת עשרה בבוקר,האם תוכל לשלוח הזמנת יומן [person : ליוסף ושמרית] [event_name : לארוחת בוקר מאוחרת] [date : ביום שלישי] [time : באחת עשרה בבוקר]
8569,אני רוצה שתתכנן פגישה עם בני גילה וקרן מחר בתשע בבוקר,אני רוצה שתתכנן [event_name : פגישה] עם [person : בני גילה וקרן] [date : מחר] [time : בתשע בבוקר]
8570,האם תוכל לסמן שאני עסוק לאירוע מחר בשתיים בצהריים,האם תוכל לסמן שאני עסוק לאירוע [date : מחר] [time : בשתיים בצהריים]
8571,בקשה חסום יום שישי בשמונה בבוקר ביומן שלי,בקשה חסום [date : יום שישי] [time : בשמונה בבוקר] ביומן שלי
8572,תוכל להוסיף אירוע ליומן שלי,תוכל להוסיף אירוע ליומן שלי
8573,פתח את היומן וצור אירוע חדש,פתח את היומן וצור אירוע חדש
8574,האם אני עסוק היום,האם אני עסוק [date : היום]
8575,מה אני עושה השבוע,מה אני עושה [date : השבוע]
8576,מתי אני עסוק החודש,מתי אני עסוק [date : החודש]
8577,תמחקי הכל מהיומן,תמחקי הכל מהיומן
8578,אילו פגישות יש לי בין שמונה לעשר היום,אילו [event_name : פגישות] יש לי בין [time : שמונה לעשר] [date : היום]
8579,איזה מידע אני צריך לדעת על הפגישות שלי היום,איזה מידע אני צריך לדעת על [event_name : הפגישות] שלי [date : היום]
8580,באילו שעות הפגישות היום,באילו שעות הפגישות [date : היום]
8581,תגיד לי את מיקומיי הפגישות שלי להיום,תגיד לי את מיקומיי [event_name : הפגישות] שלי [date : להיום]
8582,הצג לי את הפגישות שיש היום,הצג לי את [event_name : הפגישות] שיש היום
8583,הוסף אירוע לשלושים ביולי בשם יום הולדת,הוסף אירוע [date : לשלושים ביולי] בשם [event_name : יום הולדת]
8584,שים בבקשה את מסיבת יום ההולדת שלי ביומן,שים בבקשה את [event_name : מסיבת יום ההולדת] שלי ביומן
8585,תזכיר לי שיש לי מסיבת יום הולדת בשלושים,תזכיר לי שיש לי [event_name : מסיבת יום הולדת] [date : בשלושים]
8586,מה יש לי בלוח הזמנים היום,מה יש לי בלוח הזמנים [date : היום]
8587,לוח הזמנים של היום,לוח הזמנים [date : של היום]
8588,קבע פגישה עם ריקי לאחד באפריל בעשר בבוקר,קבע [event_name : פגישה] עם [person : ריקי] [date : לאחד באפריל] [time : בעשר בבוקר]
8589,אנא קבע פגישה עם ריקי בעשר בבוקר בראשון לאפריל,אנא קבע [event_name : פגישה] עם [person : ריקי] [time : בעשר בבוקר] [date : בראשון לאפריל]
8590,העלה יומן וקבע פגישה עם ריקי בראשון באפריל בעשר בבוקר,העלה יומן וקבע [event_name : פגישה] עם [person : ריקי] [date : בראשון באפריל] [time : בעשר בבוקר]
8591,קבע תזכורת למחר בשתיים בצהריים,קבע תזכורת [date : למחר] [time : בשתיים בצהריים]
8592,תזכיר לי מחר בשתיים בצהריים,תזכיר לי [date : מחר] [time : בשתיים בצהריים]
8593,הגדירי התראה למחר בשתיים בצהריים,הגדירי התראה [date : למחר] [time : בשתיים בצהריים]
8594,תקבעי אירוע ביומן מסיבת בריכה בבית של יוסי בשבת הזאת,תקבעי אירוע ביומן [event_name : מסיבת בריכה] [place_name : בבית של יוסי] [date : בשבת הזאת]
8595,האם יש לי איזשהו זמן פנוי לתור רופא ביום שלישי בבוקר,האם יש לי איזשהו זמן פנוי [event_name : לתור רופא ביום שלישי] [timeofday : בבוקר]
8596,פתח לוח שנה מתי הפגישה הפיננסית שלי ביום שישי,פתח לוח שנה מתי [event_name : הפגישה הפיננסית] שלי [date : ביום שישי]
8597,בבקשה תגיד לי מתי הפגישה הפיננסית שלי,בבקשה תגיד לי מתי [event_name : הפגישה הפיננסית] שלי
8598,תזכיר לי לאסוף את מני משדה התעופה בשש בערב,תזכיר לי [event_name : לאסוף את מני] [place_name : משדה התעופה] [time : בשש בערב]
8599,תזכיר לי בבוקר להתקשר לאמא שלי,תזכיר לי [timeofday : בבוקר] להתקשר [relation : לאמא] שלי
8600,תני לי עוד מידע על האירוע שנקבע בשלושים במאי אלכסה,תני לי עוד מידע על האירוע שנקבע [date : בשלושים במאי] אלכסה
8601,מה התאריך בשביל האירוע שקבוע בעשרים בפברואר,מה התאריך בשביל האירוע שקבוע [date : בעשרים בפברואר]
8602,מה הכתובת של האירוע המתוכנן בראשון בינואר,מה הכתובת של האירוע המתוכנן [date : בראשון בינואר]
8603,מה הכתובת לאירוע שנקבע בראשון לינואר אלכסה,מה הכתובת לאירוע שנקבע [date : בראשון לינואר] אלכסה
8604,אני צריך לארגן פגישה עם שרה מחר,אני צריך לארגן [event_name : פגישה] עם [person : שרה] [date : מחר]
8605,אני צריך לארגן פגישה עם שרה מחר אלכסה,אני צריך לארגן [event_name : פגישה] עם [person : שרה] [date : מחר] אלכסה
8606,אני רוצה להיפגש עם שרה מחר,אני רוצה להיפגש עם [person : שרה] [date : מחר]
8607,התקשר לליאת והזכר לה לאסוף אותי לבאולינג,התקשר [person : לליאת] והזכר לה [event_name : לאסוף אותי לבאולינג]
