id,utt,annot_utt
7537,تكفى حدد اجتماع مع خلود الساعة ثلاثة بعد الظهر يوم الثلاثاء,تكفى حدد [event_name : اجتماع] مع [person : خلود] الساعة [time : ثلاثة بعد الظهر] يوم [date : الثلاثاء]
7538,وش عندنا هذا الأسبوع,وش عندنا [date : هذا الأسبوع]
7539,عندي شي,عندي شي
7540,قد ايش أنا فاضي هذا الأسبوع,قد ايش أنا فاضي [date : هذا الأسبوع]
7541,ضف تذكير لبكرة لذا الخبر,ضف تذكير [date : لبكرة] لذا الخبر
7542,ذكرني بهذا بكرة لو سمحت,ذكرني بهذا [date : بكرة] لو سمحت
7543,احذف كل المناسبات من التقويم حقي الأسبوع الجاي,احذف كل المناسبات من التقويم حقي [date : الأسبوع الجاي]
7544,كل مواعيد بكرة,كل [event_name : مواعيد] [date : بكرة]
7545,فضيلي شهر مايو كله,فضيلي شهر [time : مايو] كله
7546,ضيف عيد ميلاد كريم يوم ثلاثة march للتقويم حقي,ضيف [event_name : عيد ميلاد] [person : كريم] يوم [date : ثلاثة march] للتقويم حقي
7547,سجل عشا تقاعد أبويا اربعة april,سجل [event_name : عشا تقاعد] [relation : أبويا] [date : اربعة april]
7548,ضيف في تقويمي عزيمة عشا أمي يوم خمسة مايو,ضيف في تقويمي [event_name : عزيمة عشا] [relation : أمي] يوم [date : خمسة مايو]
7549,ابي اجتماع الين الساعة ثلاثة,ابي [event_name : اجتماع] الين [time : الساعة ثلاثة]
7550,نظم اجتماع اليوم الصبح,نظم [event_name : اجتماع] [date : اليوم] [timeofday : الصبح]
7551,ايش حصل البارحة من ثلاثة بعد الظهر حتى أربعة العصر,ايش حصل [date : البارحة] من [time : ثلاثة بعد الظهر] حتى [time : أربعة العصر]
7552,خبرني وش صار اليوم من ثمانية الصبح حتى تسعة الصبح,خبرني وش صار [date : اليوم] من [time : ثمانية الصبح] حتى [time : تسعة الصبح]
7553,ابي اجتمع مع احد اليوم,ابي [event_name : اجتمع] مع احد [date : اليوم]
7554,قول للشخص أبي أفابلة اليوم,قول للشخص أبي أفابلة [date : اليوم]
7555,اتصل على الشخص أ للإجتماع,اتصل على الشخص أ [event_name : للإجتماع]
7556,شراء الخضروات كل جمعة,[event_name : شراء الخضروات] [general_frequency : كل جمعة]
7557,تذكير,تذكير
7559,ذكرني أجيب ملابسي من مغسلة التنظيف الجاف الساعة ثمنية باليل,ذكرني [event_name : أجيب ملابسي من مغسلة التنظيف الجاف] الساعة [time : ثمنية باليل]
7560,تذكير دفع فواتيري بكرة الصبح,تذكير [event_name : دفع فواتيري] [date : بكرة] [timeofday : الصبح]
7561,ذكرني بإجتماع المكتب بكرة الساعة سبعة,ذكرني [event_name : بإجتماع المكتب] [date : بكرة] الساعة [time : سبعة]
7562,ذكرني أروح لأاجتماعي بكره,ذكرني أروح [event_name : لأاجتماعي] [date : بكره]
7563,ذكرني اجتماع بكرة قبل بساعة,ذكرني [event_name : اجتماع] [date : بكرة] قبل بساعة
7564,أحمد الخامس من ابريل فيلم نقطة رجوع,[person : أحمد] [date : الخامس من ابريل] [event_name : فيلم نقطة رجوع]
7565,تذكير للاجتماع,تذكير [event_name : للاجتماع]
7566,اخر منبه على الإجتماع,اخر منبه على [event_name : الإجتماع]
7567,عيد ميلاد,[event_name : عيد ميلاد]
7568,موعد الانضمام,[event_name : موعد الانضمام]
7569,بكرة,[date : بكرة]
7570,ما هي الخطة اليوم,ما هي الخطة اليوم
7571,متى بيصير نهائي دوري كأس الملك,متى بيصير [event_name : نهائي دوري كأس الملك]
7572,تذكير اصل,تذكير اصل
7573,ذكرني في الموقع,ذكرني في الموقع
7574,ذكرني اتصالات من معارفي,ذكرني اتصالات من معارفي
7575,كرر عيد ميلاد,كرر [event_name : عيد ميلاد]
7576,كرر كل يوم,كرر [general_frequency : كل يوم]
7577,كرر المنبه,كرر المنبه
7578,محمد العاشر الطابق الرابع اجتماع,[person : محمد] [date : العاشر] [place_name : الطابق الرابع] [event_name : اجتماع]
7579,اليوم الفاضي الجاي قصة شعر صالون كاندل,[date : اليوم الفاضي الجاي] [event_name : قصة شعر] [person : صالون كاندل]
7580,أخت أقساط الكلية المسا,[relation : أخت] [event_name : أقساط الكلية] [timeofday : المسا]
7581,قائمة اجتماع اليوم,قائمة [event_name : اجتماع] [date : اليوم]
7582,ذكرني بالإجتماع,ذكرني [event_name : بالإجتماع]
7583,ضيف فعالية اليوم الوطني في التقويم حقك,ضيف فعالية اليوم الوطني في التقويم حقك
7584,اجندة,اجندة
7585,لو سمحت ضيف موعد في التقويم,لو سمحت ضيف موعد في التقويم
7586,ضيف المناسبة في التقويم,ضيف المناسبة في التقويم
7587,تكفى ذكرني على مدار الساعة,تكفى ذكرني على مدار الساعة
7588,ذكرني طول الوقت انو عندي موعد,ذكرني طول الوقت انو عندي موعد
7589,ذكريني بالعد التنازلي للمناسبة,ذكريني بالعد التنازلي للمناسبة
7590,كم اجتماع عندي اليوم من تسعة لخمسة العصر,كم [event_name : اجتماع] عندي [date : اليوم] من [time : تسعة لخمسة العصر]
7591,وقت الغدا,[event_name : وقت الغدا]
7592,من اربعه لسته لما يكون عندي بريك,من [time : اربعه لسته] لما يكون عندي [event_name : بريك]
7593,ذكرني أطفي اللمبات بعد عشرة دقايق,ذكرني [event_name : أطفي اللمبات] [time : بعد عشرة دقايق]
7594,حط منبه لربع ساعة عشان أبدل الملابس اللي فالغسالة,حط منبه [time : لربع ساعة] عشان أبدل الملابس اللي [event_name : فالغسالة]
7595,عاير منبه لخمسة دقايق عشان cookies,عاير منبه [time : لخمسة دقايق] عشان [event_name : cookies]
7596,please ضف لي اجتماع في مقهى بلكونة ورد الظهر مع مهند,please ضف لي [event_name : اجتماع] في [place_name : مقهى بلكونة ورد] [timeofday : الظهر] مع [person : مهند]
7597,سجل موعد اجتماعنا المتعودين عليه لرحلات العمل,سجل موعد [event_name : اجتماعنا] المتعودين عليه [event_name : لرحلات العمل]
7598,لوسمحت حددلي موعد اجتماع ثاني متوفر مع سعد علشان نناقش الإرهاب,لوسمحت حددلي [date : موعد] [event_name : اجتماع] ثاني [date : متوفر] مع [person : سعد] علشان [event_name : نناقش الإرهاب]
7599,ايش الفعاليات اللي بتصير الأسبوع الجاي,ايش الفعاليات اللي بتصير [date : الأسبوع الجاي]
7600,هل عندي اي مواعيد الأسبوع الجاي,هل عندي اي مواعيد [date : الأسبوع الجاي]
7601,حط منبه لإجتماع يوم الثلوث مع سامي,حط منبه [event_name : لإجتماع] يوم [date : الثلوث] مع [person : سامي]
7602,موعد الليلة زوج الجمعة,[event_name : موعد الليلة] [relation : زوج] [date : الجمعة]
7603,حط منبه على ثمنية الصباح يوم السبت عشان تدريب الكورة,حط منبه على [time : ثمنية الصباح] يوم [date : السبت] عشان [event_name : تدريب الكورة]
7604,متى عيد ميلاد سعود,متى [date : عيد ميلاد] [person : سعود]
7605,وش هو وقت احتفال الأطفال في الروضة,وش هو وقت [event_name : احتفال الأطفال في الروضة]
7606,ضيف إني بقابل ماجد بكره الساعة ثلاثة,ضيف إني بقابل [person : ماجد] [date : بكره] الساعة [time : ثلاثة]
7607,عندي اجتماع مع تهاني عشر دقائق بغرفة الإجتماعات,عندي [event_name : اجتماع] مع [person : تهاني] [time : عشر دقائق] [place_name : بغرفة الإجتماعات]
7608,اسال فيصل و فهد اذا يقدرون يحضرون اجتماع بكرا احدعش الصباح,اسال [person : فيصل] و [person : فهد] اذا يقدرون يحضرون اجتماع [date : بكرا] [time : احدعش الصباح]
7609,تذكير اجتماع الثلوث إجتماع,تذكير اجتماع [date : الثلوث] [event_name : إجتماع]
7610,احذف منبه بكره,احذف منبه [date : بكره]
7611,ألغي كل اجتماعاتي حق اليوم,ألغي كل [event_name : اجتماعاتي] حق [date : اليوم]
7612,اليوم فعاليات,[date : اليوم] فعاليات
7613,ايش كانت الفعالية الجاية,ايش كانت الفعالية الجاية
7614,قول لي الفعاليات الجاية,قول لي الفعاليات الجاية
7615,مباراة الفروسية الجمعة,[event_name : مباراة الفروسية] [date : الجمعة]
7617,متى تبدا لعبة لودو يوم الجمعة,متى تبدا [event_name : لعبة لودو] يوم [date : الجمعة]
7618,تذكير اجتماع عبدالله ساعة واحدة,تذكير [event_name : اجتماع] [person : عبدالله] ساعة واحدة
7619,عدنان,[person : عدنان]
7620,امسح كل المواعيد في التقويم حقي لو سمحت,امسح كل المواعيد في التقويم حقي لو سمحت
7621,امسح كل الفعاليات في التقويم حقي,امسح كل الفعاليات في التقويم حقي
7622,لو سمحت تقدر تحذف كل الأحداث من التقويم حقي,لو سمحت تقدر تحذف كل الأحداث من التقويم حقي
7623,ضيف عيد ميلاد لكل سنة,ضيف [event_name : عيد ميلاد] [general_frequency : لكل سنة]
7624,ذكرني عشان دفع فاتورة الكهربا في عطلة نهاية الأسبوع عند التاسعة صباحا,ذكرني عشان [event_name : دفع فاتورة الكهربا] في [time : عطلة] نهاية الأسبوع عند [time : التاسعة صباحا]
7625,حط منبه يذكرني الساعة تسعة الصبح يوم السبت عشان أسدد فاتورة الكهربا,حط منبه يذكرني الساعة [time : تسعة الصبح] يوم [date : السبت] عشان [event_name : أسدد فاتورة الكهربا]
7626,سجل ملاحظه لدفع فاتورة الكهربا وذكرني يوم السبت تسعة الصبح,سجل ملاحظه [event_name : لدفع فاتورة الكهربا] وذكرني يوم [date : السبت] [time : تسعة الصبح]
7627,ذكرني أسوي بيتزا بكره الصبح,ذكرني [event_name : أسوي بيتزا] [date : بكره] [timeofday : الصبح]
7628,ذكرني لمن أكون في المكتبة اخذ بطاقة مكتبة جديدة,ذكرني لمن أكون في [place_name : المكتبة] اخذ [event_name : بطاقة مكتبة جديدة]
7629,تذكير تذكير اجتماع,تذكير [date : تذكير] [event_name : اجتماع]
7631,حدد صلاة الظهر على اثنعش في كل يوم جمعة,حدد [event_name : صلاة] الظهر على [time : اثنعش] في [general_frequency : كل] يوم [general_frequency : جمعة]
7632,ثنعش الظهر صلاة كل جمعة,[time : ثنعش الظهر] [event_name : صلاة] [general_frequency : كل جمعة]
7633,احتاج كل جمعة تضيف لي الصلاة الساعة اثنعش الظهر,احتاج [general_frequency : كل جمعة] تضيف لي [event_name : الصلاة] الساعة [time : اثنعش الظهر]
7634,ذكرني ايام الأحد الثلاثة الجاية انه عندي حصة yoga الظهر,ذكرني [date : ايام الأحد الثلاثة الجاية] انه عندي [event_name : حصة yoga] [timeofday : الظهر]
7635,ضبط موعد هذا الأحد ويومين الأحد الجايات عندي yoga اثنعش الظهر,ضبط موعد [date : هذا الأحد ويومين الأحد الجايات] عندي [event_name : yoga] [time : اثنعش الظهر]
7636,ضيف حصة yoga الظهر للثلاثة الاحاد الجاية,ضيف حصة [event_name : yoga] [timeofday : الظهر] [date : للثلاثة الاحاد الجاية]
7637,حط تذكير عيد ميلاد في أربعة سبتمبر,حط تذكير [event_name : عيد ميلاد] في [date : أربعة سبتمبر]
7638,ظيف موعد دكتور الأسنان الجمعة الساعة خمسة,ظيف موعد [event_name : دكتور الأسنان] [date : الجمعة] الساعة [time : خمسة]
7639,ضيف قص الشعر لمواعيدي يوم السبت أربعة العصر,ضيف [event_name : قص الشعر] لمواعيدي يوم [date : السبت] [time : أربعة] [timeofday : العصر]
7640,اول خمسة عشر يوما هذا الشهر,[date : اول خمسة عشر يوما هذا الشهر]
7641,أعطني حالة الطقس في آخر خمس أيام,أعطني حالة الطقس في [time : آخر خمس أيام]
7642,اعرض لي توقعات الطقس حتى ثلاث ثلاث أيام قادمة,اعرض لي توقعات الطقس حتى [time : ثلاث ثلاث أيام قادمة]
7643,ايش كان الحدث الجاي,ايش كان الحدث الجاي
7644,اقرا الاحداث الجاية,اقرا الاحداث الجاية
7645,ذكرني بالموعد الجاي,ذكرني بالموعد الجاي
7646,هل عندي أي تذكير على قائمة الانتظار,هل عندي أي تذكير على قائمة الانتظار
7647,علمني عن التذكير المعلق,علمني عن التذكير المعلق
7648,ألغي حدث من التقويم,ألغي حدث من التقويم
7649,احذف كل المواعيد من القائمة,احذف كل المواعيد من القائمة
7650,ضف تذكير قبل هاذي المناسبة,ضف تذكير قبل هاذي المناسبة
7651,حدث هذا,حدث هذا
7652,قبل هذا الموعد حط إشعارات,قبل هذا الموعد حط إشعارات
7653,لا تنسى تذكرني عيد ميلاد حق أخوي في عشرين april,لا تنسى تذكرني [event_name : عيد ميلاد] [relation : حق أخوي] في [date : عشرين april]
7654,سجل عيد ميلاد أخوي يوم عشرين أبريل,سجل [event_name : عيد ميلاد] [relation : أخوي] يوم [date : عشرين أبريل]
7655,حط تذكير في عشرين أبريل كعيد ميلاد أخويا,حط تذكير في [date : عشرين أبريل] [event_name : كعيد ميلاد] [relation : أخويا]
7656,اليوم,[date : اليوم]
7657,اليوم,[date : اليوم]
7658,أليكسا ماذا لدي على مذكرتي حقي اليوم,أليكسا ماذا لدي على مذكرتي حقي [date : اليوم]
7659,عطني قائمة مواعيدي اليوم الساعة ثلاثة العصر,عطني قائمة [event_name : مواعيدي] [date : اليوم] الساعة [time : ثلاثة العصر]
7660,cancel كل مواعيدي بعد الساعة ثلاثة العصر اليوم وقل لي بالتفاصيل,cancel كل [event_name : مواعيدي] بعد الساعة [time : ثلاثة العصر] [date : اليوم] وقل لي بالتفاصيل
7661,كيف شكل جدولي بعد ثلاثة المسا اليوم بعد الظهر,كيف شكل جدولي بعد [time : ثلاثة] المسا [date : اليوم] [timeofday : بعد الظهر]
7662,حقي اجتماع اليوم,حقي [event_name : اجتماع] [date : اليوم]
7663,اقرا لي اجتماعاتي اليوم,اقرا لي [event_name : اجتماعاتي] [date : اليوم]
7664,غدا سعد,[meal_type : غدا] [person : سعد]
7665,أبي أسجل موعد غدا مع راكان خالد و وليد,أبي أسجل موعد [meal_type : غدا] مع [person : راكان] خالد و [person : وليد]
7666,الله يسعدك سجل انه عندي اجتماع مع ماجد الساعة ثلاثه بكره,الله يسعدك سجل انه عندي [event_name : اجتماع] مع [person : ماجد] الساعة [time : ثلاثه] [date : بكره]
7667,كل جمعة,[general_frequency : كل جمعة]
7668,على الأسبوع الجاي كرر هالمناسبة كل يوم عشرة الصبح,على [time : الأسبوع الجاي] كرر هالمناسبة [general_frequency : كل يوم] [time : عشرة الصبح]
7669,الامهات عيد ميلاد,[relation : الامهات] [event_name : عيد ميلاد]
7670,نبهني متى ذكرى زواجي,نبهني متى [event_name : ذكرى زواجي]
7671,فعاليات حقي,فعاليات حقي
7672,سوي قائمة بمواعيدي الجاية,سوي قائمة بمواعيدي الجاية
7673,اقرا مواعيدي الجاية,اقرا مواعيدي الجاية
7674,حط تنبيه للإجتماع الجاي,حط تنبيه [event_name : للإجتماع] الجاي
7675,ذكرني بالاجتماع الجاي الساعة أربعة الفجر اليوم,ذكرني [event_name : بالاجتماع] الجاي الساعة [time : أربعة الفجر] [date : اليوم]
7676,إجتماع,[event_name : إجتماع]
7677,ايش سالفة الحدث,ايش سالفة الحدث
7678,احداث,احداث
7679,تحدث أكثر عن الفعالية,تحدث أكثر عن الفعالية
7680,في التقويم حقي امسح كل فعاليات golf للشهر هذا,في التقويم حقي امسح كل [event_name : فعاليات golf] [date : للشهر] هذا
7681,احذف كل مواعيد الدكتور ناصر هذا الأسبوع,احذف كل [event_name : مواعيد] [person : الدكتور ناصر] [date : هذا الأسبوع]
7682,دور واحذف كل مواعيد نهاية الأسبوع مع مسعود الحسن,دور واحذف كل مواعيد [time : نهاية الأسبوع] مع [person : مسعود الحسن]
7683,ضف الفعالية ذي بقائمتي,ضف الفعالية ذي بقائمتي
7684,اكتبي هذا الحدث في تقويمي,اكتبي هذا الحدث في تقويمي
7685,ضف عمر وفهد لقائمة المهرجانات,ضف [person : عمر وفهد] لقائمة [event_name : المهرجانات]
7686,ضيف حمد و سعد في تقويم المهرجان,ضيف [person : حمد] و [person : سعد] في تقويم [event_name : المهرجان]
7687,تركي صالح مهرجان,[person : تركي صالح] [event_name : مهرجان]
7688,هل عندي أي منبهات معلقة,هل عندي أي منبهات معلقة
7689,أبي أعرف اذا طلبت منك تذكرني بأي حاجة,أبي أعرف اذا طلبت منك تذكرني بأي حاجة
7690,ماذا لدي فيما بعد,ماذا لدي فيما بعد
7691,ابي كل التفاصيل حق حفل التكريم السنوي,ابي كل التفاصيل حق [event_name : حفل التكريم] [general_frequency : السنوي]
7692,تعرف اكثر عن مهرجان الورد السنوي,تعرف اكثر عن [event_name : مهرجان الورد] [general_frequency : السنوي]
7693,هل عندي أي شي مخطط له في واحد وعشرين,هل عندي أي شي مخطط له في [date : واحد وعشرين]
7694,هل فيه شي مهم بيصير الجمعة الجايه,هل فيه شي مهم بيصير [date : الجمعة] الجايه
7696,امسح الإجتماع المسجل يوم اربعة october اثنعشر الظهر,امسح [event_name : الإجتماع] المسجل يوم [date : اربعة october] [time : اثنعشر الظهر]
7697,تذكير هذا,تذكير هذا
7698,ذكرني في المستقبل بهذا,ذكرني في المستقبل بهذا
7699,لا تنسى تذكرني بهذا,لا تنسى تذكرني بهذا
7700,مسح التقويم الخاص بي بالكامل,مسح التقويم الخاص بي بالكامل
7701,امسح كل الفعاليات من التقويم حقي,امسح كل الفعاليات من التقويم حقي
7702,نظف قائمتي,نظف قائمتي
7703,بكرة الصباح عشرة الصبح اجتماع,[date : بكرة] [timeofday : الصباح] [time : عشرة الصبح] [event_name : اجتماع]
7704,مرحبا شغل التذكيرات الخاصة باجتماع بكرة في الساعة عشرة الصبح,مرحبا شغل التذكيرات الخاصة باجتماع [date : بكرة] في الساعة [time : عشرة الصبح]
7705,تذكير حقي اجتماع بكرة عشرة الصباح,تذكير حقي [event_name : اجتماع] [date : بكرة] [time : عشرة] [timeofday : الصباح]
7706,عندي اجتماع بكرة الصبح الساعة عشرة لو سمحت ذكرني,عندي [event_name : اجتماع] [date : بكرة] [timeofday : الصبح] الساعة [time : عشرة] لو سمحت ذكرني
7707,ذكرني انه عندي اجتماع مع جواهر لفعالية مهرجان التمور اللي بتصير بكره,ذكرني انه عندي [event_name : اجتماع] مع [person : جواهر] لفعالية مهرجان التمور اللي بتصير [date : بكره]
7708,تكفى حط منبه لإجتماع بكره الساعة سبعة الصبح,تكفى حط منبه [event_name : لإجتماع] [date : بكره] الساعة [time : سبعة الصبح]
7709,لو سمحت حط منبه لإجتماع بكره الساعة سبعة الصباح,لو سمحت حط منبه [event_name : لإجتماع] [date : بكره] الساعة [time : سبعة الصباح]
7711,مرحبًا ألغوا لي جميع الاجتماعات والمكالمات الأخرى حقي الثاني من اذار لأنه عيد ميلاد سامي ضع علامة حدث في التقويم حقك,مرحبًا ألغوا لي جميع الاجتماعات والمكالمات الأخرى حقي [date : الثاني من اذار] لأنه [event_name : عيد ميلاد] [person : سامي] ضع علامة حدث في التقويم حقك
7712,olly كنسل كل مواعيدي ومكالماتي يوم اثنين مارس وخليها في التقويم مناسبة يوم ميلاد هيثم,olly كنسل كل مواعيدي ومكالماتي يوم [date : اثنين مارس] وخليها في التقويم مناسبة [event_name : يوم ميلاد] هيثم
7713,كل حقي احداث بكرة,كل حقي احداث [date : بكرة]
7714,أنا مشغولة بكرة امسح كل المواعيد في التقويم,أنا مشغولة [date : بكرة] امسح كل المواعيد في التقويم
7715,حفلة العلا,[event_name : حفلة العلا]
7716,ضف حفلة يوم ميلاد مع عبدالله ومرام بقائمتي,ضف [event_name : حفلة يوم ميلاد] مع [person : عبدالله ومرام] بقائمتي
7717,سجل اجتماع في التقويم مع ماجد و سمر يوم خمسة ديسمبر الساعة خمسة ونص العصر,سجل [event_name : اجتماع] في التقويم مع [person : ماجد] و [person : سمر] يوم [date : خمسة ديسمبر] الساعة [time : خمسة ونص العصر]
7718,سلام أرسل دعوة إجتماع للأستاذ رشيد لإجتماع هاذي الجمعة وقفل التقويم حقي الجمعة بعد الظهر,سلام أرسل دعوة [event_name : إجتماع] [person : للأستاذ رشيد] لإجتماع [date : هاذي الجمعة] وقفل التقويم حقي [date : الجمعة بعد الظهر]
7719,سلام رتب اجتماع مع أستاذ حسين في ظهرية الجمعة هاذي,سلام رتب [event_name : اجتماع] مع [person : أستاذ حسين] في [timeofday : ظهرية] الجمعة هاذي
7720,من فضلك أخبرني بالتذكيرات المعلقة,من فضلك أخبرني بالتذكيرات المعلقة
7721,هل يمكنك التحقق من التذكيرات واخباري بما هو معلق,هل يمكنك التحقق من التذكيرات واخباري بما هو معلق
7722,عيد ميلاد فبراير,[event_name : عيد ميلاد] [date : فبراير]
7723,قول لي عن الإجتماع اللي عندي هذا الأسبوع,قول لي عن [event_name : الإجتماع] اللي عندي [date : هذا الأسبوع]
7724,أبي أسوي أشياء وناسة كل يوم حط منبه لو سمحت,أبي أسوي أشياء وناسة [general_frequency : كل يوم] حط منبه لو سمحت
7725,حط تذكير بالشي اللي يسعد كل يومين,حط تذكير بالشي اللي يسعد [general_frequency : كل يومين]
7726,ضبط منبه كل اثنين لأني أحتاج أسوي شي,ضبط منبه [general_frequency : كل اثنين] لأني أحتاج أسوي شي
7727,عيد ميلاد الاثنين ضبط مناسبة,[event_name : عيد ميلاد] [date : الاثنين] ضبط مناسبة
7728,أبيك تذكرني أروح المحل بكرة,أبيك تذكرني أروح المحل [date : بكرة]
7729,عندي رحلة بالطيارة يوم خمسطعش,عندي رحلة بالطيارة يوم [date : خمسطعش]
7730,الاثنين,[date : الاثنين]
7731,حط مناسبة في المسا,حط مناسبة في [timeofday : المسا]
7732,سجل عيد ميلاد اسماعيل لكل ثلاثة يونيو,سجل [event_name : عيد ميلاد] [person : اسماعيل] [date : لكل ثلاثة يونيو]
7733,صحيني الساعة سبعة الصبح كل يوم في الأسبوع,صحيني الساعة [time : سبعة الصبح] كل يوم في الأسبوع
7734,كل جمعة,[date : كل جمعة]
7735,اجتماع جمال,[event_name : اجتماع] [person : جمال]
7736,حط اجتماع مع فهد الثلوث,حط [event_name : اجتماع] مع [person : فهد] [date : الثلوث]
7737,احذف من تقويمي حفلة عيد ميلاد معتز,احذف من تقويمي [event_name : حفلة عيد ميلاد] [person : معتز]
7738,امسح شرا المقاضي من جدول السبت,امسح شرا المقاضي من جدول [date : السبت]
7739,انا مارح روح ع حفلة عيد ميلاد خالد,انا مارح روح ع [event_name : حفلة عيد ميلاد خالد]
7740,امسح حفلة عيد ميلاد وائل من التقويم حقي,امسح [event_name : حفلة عيد ميلاد] [person : وائل] من التقويم حقي
7741,فضي التقويم حقي يوم السبت,فضي التقويم حقي يوم [date : السبت]
7742,احذف تسوق البقالة من قائمة مهام يوم الأحد,احذف تسوق البقالة من قائمة [list_name : مهام] يوم [date : الأحد]
7743,حقي الموعد,حقي [event_name : الموعد]
7744,أنا فاضي الساعة خمسة العصر في يوم الأحد,أنا فاضي الساعة [time : خمسة العصر] في يوم [date : الأحد]
7745,اسماعيل حفلة عيد ميلاد ب العاشرة صباحا,[person : اسماعيل] [event_name : حفلة عيد ميلاد] ب [time : العاشرة صباحا]
7746,إجازة هذا الإسبوع,[event_name : إجازة] [date : هذا الإسبوع]
7747,جميع حقي,جميع حقي
7748,امسح كل الأحداث حقي اللي في تقويمي,امسح كل الأحداث حقي اللي في تقويمي
7749,الذهاب إلى دكان البقالية كل سبت,[event_name : الذهاب إلى دكان البقالية] [date : كل سبت]
7750,كل يوم اثنين ذكرني أرمي إعادة التدوير,كل يوم [date : اثنين] ذكرني أرمي إعادة التدوير
7751,ذكرني كل اثنين,ذكرني [general_frequency : كل اثنين]
7752,ايش في تقويمي لليوم,ايش في تقويمي [date : لليوم]
7753,الاثنين,[date : الاثنين]
7754,ضع حدث متكرر على التقويم حقي,ضع حدث متكرر على التقويم حقي
7755,كرر موعد في التقويم حقي,كرر موعد في التقويم حقي
7756,وش الموعد الحاي في التقويم حقي,وش الموعد الحاي في التقويم حقي
7757,وش الجاي في تقويمي,وش الجاي في تقويمي
7758,متى موعدي الجاي,متى موعدي الجاي
7759,حدث حقي ذلك,حدث حقي ذلك
7760,هذا حدث حقي,هذا حدث حقي
7761,غير التقويم حقي لليوم,غير التقويم حقي [date : لليوم]
7762,تذكيرات,تذكيرات
7763,ايش في تقويمي لليوم,ايش في تقويمي [date : لليوم]
7764,طال عمرك فيني امسح التقويم حقي لجميع احداث الشهر,طال عمرك فيني امسح التقويم حقي لجميع احداث الشهر
7765,فيه طريقة افضي التقويم حقي,فيه طريقة افضي التقويم حقي
7766,الشهر,[date : الشهر]
7767,الرابع من فبراير برج خليفة الثانية مساء,[date : الرابع من فبراير] [place_name : برج خليفة] [time : الثانية مساء]
7768,ضيف التدريب في حديقة الأندلس في أربعة فبراير اثنين بعد الظهر,ضيف التدريب في [place_name : حديقة الأندلس] في [date : أربعة فبراير] [time : اثنين بعد الظهر]
7769,ضف مشاركتي في حديقة الردف أربعة فبراير الساعه ثنتين الظهر,ضف مشاركتي في [place_name : حديقة الردف] [date : أربعة فبراير] الساعه [time : ثنتين الظهر]
7770,ابي أعرف اذا عندي أي منبهات مضبوطة,ابي أعرف اذا عندي أي منبهات مضبوطة
7771,ايش جدولي اليوم,ايش جدولي [date : اليوم]
7772,اجتماع اسبوع,[event_name : اجتماع] [date : اسبوع]
7773,كيف الجدول حقي,كيف الجدول حقي
7774,حقي بكرة,حقي [date : بكرة]
7775,دين حقي الجمعة,[event_name : دين] حقي [date : الجمعة]
7776,الجري حقي الخميس,[event_name : الجري] حقي [date : الخميس]
7777,انا موعد اليوم,انا [event_name : موعد] [date : اليوم]
7778,ذكرني ايش عندي الأحد بعد الظهر,ذكرني ايش عندي [date : الأحد] [timeofday : بعد الظهر]
7779,أبغى أعرف اذا عندي مواعيد ثلاثين march,أبغى أعرف اذا عندي [event_name : مواعيد] [date : ثلاثين march]
7780,محمد عيد ميلاد,[person : محمد] [event_name : عيد ميلاد]
7781,ذكرني اذا نسيت روتيني للمشي في المسا,ذكرني اذا نسيت [event_name : روتيني للمشي في المسا]
7782,اليوم جدول,[date : اليوم] جدول
7783,كرة قدم هذي العطلة,[event_name : كرة قدم] [date : هذي العطلة]
7784,فهمتي جدول اشغالي,فهمتي جدول اشغالي
7785,ذكرني بعيد ميلاد سارة قبل الوقت بثلاثة أيام,ذكرني [event_name : بعيد ميلاد] [person : سارة] قبل الوقت [date : بثلاثة أيام]
7786,موعد الغداء,[time : موعد الغداء]
7787,ذكرني الليلة اللي قبل موعدي عند الدكتور,ذكرني [date : الليلة اللي قبل] [event_name : موعدي عند الدكتور]
7789,حسن,[person : حسن]
7790,إجتماع العمل الحادية عشرة صباحاً,[event_name : إجتماع العمل] [time : الحادية عشرة صباحاً]
7791,عندي اجتماع مهم هذا الأحد الظهر الساعة الثانية بعد الظهر لا تنسى تذكرني,عندي [event_name : اجتماع] مهم هذا [date : الأحد] [timeofday : الظهر] [time : الساعة الثانية بعد الظهر] لا تنسى تذكرني
7792,كلم سارة,كلم [person : سارة]
7793,ارسل email إلى مها عن عيد الفطر اليوم,ارسل email إلى [person : مها] عن [event_name : عيد الفطر] [date : اليوم]
7794,هل اجتماع الإثنين بثمانية الصبح يشمل عبدالله العصيمي,هل [event_name : اجتماع] [date : الإثنين] [time : بثمانية الصبح] يشمل [person : عبدالله العصيمي]
7795,الثلاثاء الصبح اجتماع,[date : الثلاثاء] [timeofday : الصبح] [event_name : اجتماع]
7796,في أي وقت موعد الدكتورة يوم الجمعة,في أي وقت [event_name : موعد] [relation : الدكتورة] يوم [date : الجمعة]
7797,افتح التقويم حقي,افتح التقويم حقي
7798,متى بيصير,متى بيصير
7799,عرض احداث,عرض احداث
7800,حط منبه,حط منبه
7801,حط ملاحظه عشان أحضر,حط ملاحظه عشان أحضر
7802,افتح تذكيراتي,افتح تذكيراتي
7803,ممارسة اليوغا كل يوم الظهر,[event_name : ممارسة اليوغا] [general_frequency : كل يوم] [timeofday : الظهر]
