id,utt,annot_utt
7340,sabahkı görüşümü sil,[date : sabahkı] [event_name : görüşümü] sil
7341,təqvimimdən növbəti tədbiri sil,təqvimimdən növbəti tədbiri sil
7342,təqvimdəki planları nəzərdən keçir və növbəti planı sil,təqvimdəki planları nəzərdən keçir və növbəti planı sil
7343,təqvimimdəki hər şeyi sil,təqvimimdəki hər şeyi sil
7344,bütün təqvim planlarını sil,bütün təqvim planlarını sil
7345,təqvimimə on iki iyulu namiqin ad günü kimi əlavə et,təqvimimə [date : on iki iyulu] [person : namiqin] [event_name : ad günü] kimi əlavə et
7346,təqvimimdə on ikisi iyula bəstinin ad günü qeyd olunmalıdır,təqvimimdə [date : on ikisi iyula] [person : bəstinin] [event_name : ad günü] qeyd olunmalıdır
7347,on iki iyul behbudun ad günüdür və bu tarixi təqvimimə qeyd et,[date : on iki iyul] [person : behbudun] [event_name : ad günüdür] və bu tarixi təqvimimə qeyd et
7348,müqəddəs qriqori kilsəsində mart ayında baş tutan bütün tədbirləri təqvimimə əlavə et,[place_name : müqəddəs qriqori kilsəsində] [date : mart] ayında baş tutan bütün tədbirləri təqvimimə əlavə et
7349,müqəddəs qriqori kilsəsindəki bütün mart ayı tədbirləri təqvimimə əlavə olunmalıdır,[place_name : müqəddəs qriqori kilsəsindəki] bütün [date : mart] ayı tədbirləri təqvimimə əlavə olunmalıdır
7350,təqvimimi mart ayında müqəddəs qriqori kilsəsi tədbirləri ilə yenilə,təqvimimi [date : mart ayında] [place_name : müqəddəs qriqori kilsəsi] tədbirləri ilə yenilə
7351,təqvimə doqquz avqust axşam səkkiz üçün frank ilə şam yeməyi qeyd et,təqvimə doqquz avqust axşam səkkiz üçün frank ilə [meal_type : şam yeməyi] qeyd et
7352,təqvimimdə qeyd edəcəksən ki sabah gündüz saat dörddə cəlal və onun arvadı bizimlə görüşəcək,təqvimimdə qeyd edəcəksən ki [date : sabah] [time : gündüz saat dörddə] [person : cəlal] və [person : onun arvadı] bizimlə [event_name : görüşəcək]
7353,mənə ismayıllıda növbəti həftənin hava məlumatını bildir,mənə [place_name : ismayıllıda] [time : növbəti həftənin] hava məlumatını bildir
7354,sabah mənə ismayıllının havası haqqında məlumat verə bilərsən,[date : sabah] mənə [place_name : ismayıllının] havası haqqında məlumat verə bilərsən
7355,saat altıda mənə pörtləməni yoxlamağı xatırlat,saat [time : altıda] mənə [event_name : pörtləməni yoxlamağı] xatırlat
7356,on üç dəqiqədən sonra mənə parka sürmək üçün xatırlat,[time : on üç dəqiqədən] sonra mənə [event_name : parka sürmək] üçün xatırlat
7357,mart ayında təqvimimdə olan planların siyahısınada nə var,[date : mart ayında] təqvimimdə olan planların siyahısınada nə var
7358,mart təqvimimdəki bütün planların siyahısını tərtib et,[date : mart] təqvimimdəki bütün planların siyahısını tərtib et
7359,mart ayı təqvimimdəki planların siyahısı tərtib olunmallıdir,[date : mart] ayı təqvimimdəki planların siyahısı tərtib olunmallıdir
7360,növbəti toy planını sil,növbəti [event_name : toy] planını sil
7361,zəhmət olmasa növbəti ad günü planını sil,zəhmət olmasa növbəti [event_name : ad günü] planını sil
7362,növbəti nişan planını sil,növbəti [event_name : nişan] planını sil
7363,təqvimə get və iki min on yeddi martın iyirmi yeddisindəki planı sil,təqvimə get və [date : iki min on yeddi martın iyirmi yeddisindəki] planı sil
7364,iki min on yeddi martın iyirmi üçündəki birinci planı sil,[date : iki min on yeddi martın iyirmi üçündəki] birinci planı sil
7366,zəhmət olmasa iki min on yeddinci il martın otuz birinə raufun toyu üçün xatırlatma qeyd et,zəhmət olmasa [date : iki min on yeddinci il martın otuz birinə] [person : raufun] [event_name : toyu] üçün xatırlatma qeyd et
7368,martdakı bütün müqəddəs qriqori kilsəsi tədbirlərini təqvimimə əlavə et,[date : martdakı] bütün [place_name : müqəddəs qriqori kilsəsi] tədbirlərini təqvimimə əlavə et
7369,müqəddəs qriqori kilsəsinin mart ayındakı bütün tədbirləri təqvimimə əlavə olunsun,[place_name : müqəddəs qriqori kilsəsinin] [date : mart ayındakı] bütün tədbirləri təqvimimə əlavə olunsun
7370,təqvimim müqəddəs qriqori kilsəsinin mart ayındakı bütün tədbirləri ilə yenilənməlidir,təqvimim [place_name : müqəddəs qriqori kilsəsinin] [date : mart] ayındakı bütün tədbirləri ilə yenilənməlidir
7371,bu ay üçün cədvələ hansı plan qeyd etmişəm,[date : bu ay] üçün cədvələ hansı plan qeyd etmişəm
7372,bu həftə üçün tezliklə hansı görüş və iclaslarım var,[date : bu həftə] üçün tezliklə hansı [event_name : görüş] və [event_name : iclaslarım] var
7373,toy nə vaxta planlaşdırılıb,[event_name : toy] nə vaxta planlaşdırılıb
7374,martda hansı görüşlər mümkündür,[date : martda] hansı [event_name : görüşlər] mümkündür
7375,martda hansı görüşlər mümkündür,[date : martda] hansı [event_name : görüşlər] mümkündür
7376,mart ayında mümkün olan görüşlər hansılardır,[date : mart] ayında mümkün olan [event_name : görüşlər] hansılardır
7377,bu ay çərşənbə axşamına cədvəldə anamla nahar qeyd et,[date : bu ay çərşənbə axşamına] cədvəldə [relation : anamla] [meal_type : nahar] qeyd et
7378,bu cümə gününə həkimlə görüş qeyd et,bu [date : cümə gününə] [event_name : həkimlə görüş] qeyd et
7379,zəhmət olmasa bu gün müştərilər ilə olan görüşü göstər,zəhmət olmasa [date : bu gün] [relation : müştərilər] ilə olan görüşü göstər
7380,zəhmət olmasa bu gün müştərilərlə olan görüşümü göstər,zəhmət olmasa [date : bu gün] [relation : müştərilərlə] olan görüşümü göstər
7381,zəhmət olmasa iki min on yeddi martın iyirmi ikisinə olan üçüncü planı yoxla,zəhmət olmasa [date : iki min on yeddi martın iyirmi ikisinə] olan üçüncü planı yoxla
7382,təqvimimdə həkimlə görüşlərin sayısı ikidən daha çoxdur,təqvimimdə [event_name : həkimlə görüşlərin] sayısı ikidən daha çoxdur
7383,iyirmi oktyabr səhər saat on birin yarısına görüş qeyd et,[date : iyirmi oktyabr] [time : səhər saat on birin yarısına] [event_name : görüş] qeyd et
7384,iyirmi bir oktyabr görüşü üçün idarə heyətinin siyahısı tərtib et,[date : iyirmi bir oktyabr] [event_name : görüşü] üçün [event_name : idarə heyətinin] siyahısı tərtib et
7385,bütün iştirakçılara zəng etməyi yadıma sal,bütün [person : iştirakçılara] zəng etməyi yadıma sal
7386,mənə xatırlatmalarımı göstər,mənə xatırlatmalarımı göstər
7387,neçə gözləyən xatırlatmalarım var,neçə gözləyən xatırlatmalarım var
7388,gözləyən xatırlatmalarımın hər birini görmək istəyirəm,gözləyən xatırlatmalarımın hər birini görmək istəyirəm
7389,zəhmət olmasa bu cümə axşam saat doqquz üçün planlaşdırılan şam yeməyi görüşünü sil,zəhmət olmasa bu [date : cümə] [time : axşam saat doqquz] üçün planlaşdırılan [meal_type : şam yeməyi] görüşünü sil
7390,bu həftəki diş həkimi ilə görüşü ləğv et,[date : bu həftəki] [event_name : diş həkimi ilə görüşü] ləğv et
7391,sabah daha anamla nahar üçün görüşməyəcəm,[date : sabah] daha [relation : anamla] [meal_type : nahar] üçün görüşməyəcəm
7392,sabah nə etməliyəm,[date : sabah] nə etməliyəm
7393,təqvimimdə nə var,təqvimimdə nə var
7394,növbəti nədir,növbəti nədir
7395,bu ayın cədvəlində hansı planlar var,[date : bu ayın] cədvəlində hansı planlar var
7396,bu həftə üçün cədvəldə heç plan var,[date : bu həftə] üçün cədvəldə heç plan var
7397,növbəti üç ay üçün heç plan qeyd olunub,[time : növbəti üç ay] üçün heç plan qeyd olunub
7398,təqvimə yeni iliniz mübarək qeyd et,təqvimə [event_name : yeni iliniz mübarək] qeyd et
7399,təqvimdə yeni tədbir yarat əlinin ad günü,təqvimdə yeni tədbir yarat [person : əlinin] [event_name : ad günü]
7400,miladı təqvimimə əlavə et,[event_name : miladı] təqvimimə əlavə et
7401,sabaha onunla sevgililər günü əlavə et,[date : sabaha] onunla [event_name : sevgililər günü] əlavə et
7402,gələn aya anamla ad günü əlavə et,[date : gələn aya] [relation : anamla] [event_name : ad günü] əlavə et
7403,gələn həftəyə ailəm ilə yeni il əlavə et,[date : gələn həftəyə] [relation : ailəm] ilə [event_name : yeni il] əlavə et
7404,yeni il ərəfəsi ilə birlikdə məkanı ev olan plan yarat,[event_name : yeni il ərəfəsi] ilə birlikdə məkanı [place_name : ev] olan plan yarat
7405,təqvimdə camalın ad günü üçün təkrarlanan plan yarat,təqvimdə [person : camalın] [event_name : ad günü] üçün [general_frequency : təkrarlanan] plan yarat
7406,təqvimdə təkrarlanan idman zalı planı qur,təqvimdə [general_frequency : təkrarlanan] [event_name : idman zalı] planı qur
7407,cümə axşamı üzgüçülük günü planı yarat və onu tərkarla,[date : cümə axşamı] [event_name : üzgüçülük] günü planı yarat və onu [general_frequency : tərkarla]
7408,iyirmi bir yanvar iki min on yeddi tarixində anarın ad günü təbrikinin təkrarlanması üçün plan qur,[date : iyirmi bir yanvar iki min on yeddi] tarixində [person : anarın] [event_name : ad günü təbrikinin] təkrarlanması üçün plan qur
7409,bazar ertəsi üçün idman zalı planı yarat və onu təkrar etdir,[date : bazar ertəsi] üçün [event_name : idman zalı] planı yarat və onu [general_frequency : təkrar etdir]
7410,iyirmi beş dekabr iki min on yeddidə milad tədbiri yarat və onu təkrarlanan xatırlatma təyin et,[date : iyirmi beş dekabr iki min on yeddidə] [event_name : milad] tədbiri yarat və onu [general_frequency : təkrarlanan] xatırlatma təyin et
7411,gələn həftə bütün ad günlərini mənə xəbər et,[date : gələn həftə] bütün [event_name : ad günlərini] mənə xəbər et
7412,gələn ay baş tutacaq istənilən bayram ilə bağlı mənə bildiriş göndər,[date : gələn ay] baş tutacaq istənilən [event_name : bayram] ilə bağlı mənə bildiriş göndər
7413,sabah bütün görüşlərlə bağlı mənə bildiriş göndər,[date : sabah] bütün [event_name : görüşlərlə] bağlı mənə bildiriş göndər
7414,milad cədvəlim üçün olan xatırlatmanı təkrarla,[event_name : milad] cədvəlim üçün olan xatırlatmanı təkrarla
7415,milad üçün xatırlatmanı təkrarla,[event_name : milad] üçün xatırlatmanı təkrarla
7416,milad görüşlərim üçün xatırlatmanı təkrarla,[event_name : milad görüşlərim] üçün xatırlatmanı təkrarla
7417,zəhmət olmasa bu bazar günü kilsə ayininə getməyi xatırlat,zəhmət olmasa bu [date : bazar günü] [event_name : kilsə ayininə] getməyi xatırlat
7418,bu cümə günü görüş,bu [date : cümə günü] [event_name : görüş]
7419,bu bazar ertəsi ailə görüşü,bu [date : bazar ertəsi] [relation : ailə] [event_name : görüşü]
7420,dost ilə görüş təşkil et,[relation : dost] ilə [event_name : görüş] təşkil et
7421,dost ilə görüş yarat,[relation : dost] ilə [event_name : görüş] yarat
7422,dosta bildiriş göndər,[event_name : dosta] bildiriş göndər
7423,bu bazar ertəsi görüş,bu [date : bazar ertəsi] [event_name : görüş]
7424,görüşdən əvvəl qonaqlıqda iştirak et,görüşdən əvvəl [event_name : qonaqlıqda] iştirak et
7425,xatırlatmaları mənə göstər,xatırlatmaları mənə göstər
7426,qeyd etmiş olduğum xatırlatmaları mənə xatırlat,qeyd etmiş olduğum xatırlatmaları mənə xatırlat
7427,xatırlatmaları mənə göstər,xatırlatmaları mənə göstər
7428,növbəti planlarımı göstərə bilərsən,növbəti planlarımı göstərə bilərsən
7429,gələn həftə bazar ertəsinə görüş,[date : gələn həftə bazar ertəsinə] [event_name : görüş]
7430,bu planın təqvimimdən silinməsini istəyirəm,bu planın təqvimimdən silinməsini istəyirəm
7431,bu planı silməyini istəyirəm,bu planı silməyini istəyirəm
7432,təqvim planı yarat,təqvim planı yarat
7433,məkan mənim ofisimdir,məkan mənim [place_name : ofisimdir]
7434,təqvimimdəki növbəti planı sil,təqvimimdəki növbəti planı sil
7435,təqvimimdən növbəti planı silməyini xahiş edə bilərəm,təqvimimdən növbəti planı silməyini xahiş edə bilərəm
7436,mənə növbəti cədvəlimin detalları lazımdır,mənə növbəti cədvəlimin detalları lazımdır
7437,xahiş edirəm növbəti tədbir haqqında ətraflı məlumat ver,xahiş edirəm növbəti tədbir haqqında ətraflı məlumat ver
7438,növbəti cədvəlimə dair detalları bilmək istərdim,növbəti cədvəlimə dair detalları bilmək istərdim
7439,bu cümə nərgiz ilə görüş,bu [date : cümə] [person : nərgiz] ilə [event_name : görüş]
7440,gələn həftə çərşənbə axşamı camal ilə görüş,[date : gələn həftə çərşənbə axşamı] [person : camal] ilə [event_name : görüş]
7441,növbəti gün sevgili ilə görüş,[date : növbəti gün] [event_name : sevgili ilə görüş]
7442,görüş yeri haradıt,görüş yeri haradıt
7443,qonaqlığa kim gedəcək,[event_name : qonaqlığa] kim gedəcək
7444,qonaqlıq nə münasibətlədir,[event_name : qonaqlıq] nə münasibətlədir
7445,zəhmət olmasa yalnız bu insanlarla plan yarat,zəhmət olmasa yalnız bu insanlarla plan yarat
7446,mənə ancaq bu adamların iştirakı olan bir tədbir yaradılmalıdır,mənə ancaq bu adamların iştirakı olan bir tədbir yaradılmalıdır
7447,yalnız bu insanlarla yeni bir plan yarada bilərdin,yalnız bu insanlarla yeni bir plan yarada bilərdin
7448,zəhmət olmasa bu şəxslə görüş vaxtı təyin edə bilərsən,zəhmət olmasa bu şəxslə [event_name : görüş] vaxtı təyin edə bilərsən
7449,zəhmət olmasa bu şəxslə görüş vaxtı təyin et,zəhmət olmasa bu şəxslə [event_name : görüş] vaxtı təyin et
7450,bu şəxslə cədvələ görüş qeyd etməliyəm,bu şəxslə cədvələ [event_name : görüş] qeyd etməliyəm
7451,zəhmət olmasa bu tədbiri mənim təqvimimə əlavə et,zəhmət olmasa bu tədbiri mənim təqvimimə əlavə et
7452,zəhmət olmasa təqvimimdə yeni tədbir yarada bilərsən,zəhmət olmasa təqvimimdə yeni tədbir yarada bilərsən
7453,təqvimimə yeni plan əlavə etməyini xahiş edə bilərəm,təqvimimə yeni plan əlavə etməyini xahiş edə bilərəm
7454,bazar ertəsindən əvvəl mənə xatırlat,[date : bazar ertəsindən] əvvəl mənə xatırlat
7455,sabah mənə qonaqlıq barədə xatırlat,[date : sabah] mənə [event_name : qonaqlıq] barədə xatırlat
7456,görüşüm var bu gün günorta saat ikiyə kimi zəhəmət olmasa mənə xatırlat,[event_name : görüşüm] var [date : bu gün] [time : günorta saat ikiyə] kimi zəhəmət olmasa mənə xatırlat
7457,zəhmət olmasa görüşü sabah axşam saat altıya yenidən qeyd et və üzvləri məlumatlandır,zəhmət olmasa [event_name : görüşü] [date : sabah] [time : axşam saat altıya] yenidən qeyd et və üzvləri məlumatlandır
7458,günorta saat on ikiyə kimi hava limanından məni götürməyi yadda saxla günorta saat üçdə görüşüm var,[time : günorta saat on ikiyə] kimi [place_name : hava limanından] [event_name : məni götürməyi] yadda saxla [time : günorta saat üçdə] [event_name : görüşüm] var
7459,oğlum ilə təqvim planı yarat,[relation : oğlum] ilə təqvim planı yarat
7460,təqvim planında çox adam var,təqvim planında çox adam var
7461,insanları təqvim planına dəvət et,insanları təqvim planına dəvət et
7462,iyirmi səkkizi dünya bankı qrupu ilə görüşüm var zəhmət olmasa mənə xatırlat,[date : iyirmi səkkizi] [event_name : dünya bankı qrupu] ilə görüşüm var zəhmət olmasa mənə xatırlat
7463,qrupuma məlumat ver ki yeni görüş tarixi sabahdır,qrupuma məlumat ver ki yeni [event_name : görüş] tarixi [date : sabahdır]
7464,növbəti gün sevgili ilə görüş,[date : növbəti gün] [event_name : sevgili ilə görüş]
7465,bu cümə günü sevgilimlə qonaqlıqda iştirak et,bu [date : cümə günü] [event_name : sevgilimlə qonaqlıqda] iştirak et
7466,hazırda gedən tədbirləri mənə göstər,hazırda gedən tədbirləri mənə göstər
7467,mənə planların vaxtını bildir,mənə planların vaxtını bildir
7468,zəhmət olmasa yadıma sal paltarlarımı quru təmizləmədən götürməliyəm bu gün,zəhmət olmasa yadıma sal [event_name : paltarlarımı quru təmizləmədən götürməliyəm] [date : bu gün]
7469,bu gün bir neçə görüşüm var hər bir görüş başlamazdan əvvəl otuz dəqiqə aralıqlarla xatırlat,[date : bu gün] bir neçə görüşüm var hər bir [event_name : görüş] başlamazdan əvvəl otuz dəqiqə aralıqlarla xatırlat
7470,martın onuna nurlan ilə görüş qeyd et,[date : martın onuna] [person : nurlan] ilə [event_name : görüş] qeyd et
7471,on iyulda evlilik ildönümüm üçün xatırlatma qur,[date : on iyulda] [event_name : evlilik ildönümüm] üçün xatırlatma qur
7472,saatın zəngini noyabrın onuna qur,saatın zəngini [date : noyabrın onuna] qur
7473,bu gün axşam saat beşə kimi mə müəlimimlə görüşü xatırlat,[date : bu gün] [time : axşam saat beşə] kimi mə [relation : müəlimimlə] [event_name : görüşü] xatırlat
7474,sabah axşam saat yeddiyə kimi mən və oyunçular arasında görüş təşkil etməyi yadda saxla,[date : sabah] [timeofday : axşam] saat [time : yeddiyə] kimi mən və [person : oyunçular] arasında [event_name : görüş] təşkil etməyi yadda saxla
7475,görüş üçün yeni tarixi xatırlatmaq üçün mənə və qrup üzvlərinə bildiriş göndər,[event_name : görüş] üçün yeni tarixi xatırlatmaq üçün mənə və qrup üzvlərinə bildiriş göndər
7476,zəhmət olmasa yoxlaya bilərsən ki cümə axşamı günorta boşam əgər elədirsə yemək festivalına getmək üçün xatırlatma qeyd et,zəhmət olmasa yoxlaya bilərsən ki [date : cümə axşamı] [timeofday : günorta] boşam əgər elədirsə yemək [event_name : festivalına getmək] üçün xatırlatma qeyd et
7477,hər il martın beşi mənə evlilik ildönümü hədiyələri almağı xatırlat,[general_frequency : hər il] [date : martın beşi] mənə [event_name : evlilik ildönümü hədiyələri] almağı xatırlat
7478,bütün gözləyən xatırlatmaları mənə de,bütün gözləyən xatırlatmaları mənə de
7479,mənə bütün görüş xatırlatmasını göstər,mənə bütün [event_name : görüş] xatırlatmasını göstər
7480,heç çox təcili olan xatırlatma var,heç çox təcili olan xatırlatma var
7481,hər həftə təkrarlanan xatırlatma istəyirəm,[general_frequency : hər həftə] təkrarlanan xatırlatma istəyirəm
7482,oli zəhmət olmasa mənim üçün gündəlik xatırlatma qur,oli zəhmət olmasa mənim üçün [general_frequency : gündəlik] xatırlatma qur
7483,mənim üçün gündəlik xatırlatma yarat,mənim üçün [general_frequency : gündəlik] xatırlatma yarat
7484,hər həftə təqvimimə bir xəbərdarlıq əlavə et,[general_frequency : hər həftə] təqvimimə bir xəbərdarlıq əlavə et
7485,təqvimimdə heç xatırlatmam var,təqvimimdə heç xatırlatmam var
7486,mənim cari xəbərdarlıqlarım nələrdir,mənim cari xəbərdarlıqlarım nələrdir
7487,bütün xatırlatmalarımın siyasını tərtib et,bütün xatırlatmalarımın siyasını tərtib et
7488,bu çərşənbə günü olan görüşlər,bu [date : çərşənbə] günü olan [event_name : görüşlər]
7489,sabah axşam saat beşdə development komandası ilə görüşüm var bir saat əvvələdən xatırlatmağı unutma,[date : sabah] [time : axşam saat beşdə] [person : development komandası] ilə [event_name : görüşüm] var bir saat əvvələdən xatırlatmağı unutma
7490,sabah səhər mənə çərşənbə axşamı üçün qrafiklərimi xatırlat,[date : sabah] [timeofday : səhər] mənə [date : çərşənbə axşamı] üçün qrafiklərimi xatırlat
7491,bu gün axşam boranıdan bağlamanı götürmək üçün xatırlatma əlavə et,[date : bu gün] [timeofday : axşam] [place_name : boranıdan] [event_name : bağlamanı götürmək] üçün xatırlatma əlavə et
7492,bu həftənin tədbirlərini aç,[date : bu həftənin] tədbirlərini aç
7493,həftə sonu görüşləri,[time : həftə sonu] [event_name : görüşləri]
7494,mənə sabahkı görüşü xatırlat,mənə [date : sabahkı] [event_name : görüşü] xatırlat
7495,mənə sabahkı müsahibəni xatırlat,mənə [date : sabahkı] [event_name : müsahibəni] xatırlat
7496,bu gün mənim görüşlərim var,[date : bu gün] mənim [event_name : görüşlərim] var
7497,ad günü şam yeməyi təqvimdə cümə günüdür,[event_name : ad günü şam yeməyi] təqvimdə [date : cümə günüdür]
7498,təqvimdə iyulun ikisi üçündür,təqvimdə [date : iyulun ikisi] üçündür
7499,sabahkı görüş üçün yeni cədvəl yarat,[date : sabahkı] [event_name : görüş] üçün yeni cədvəl yarat
7500,növbəti planı silə bilərsən,növbəti planı silə bilərsən
7501,növbəti tədbir ləğv olundu,növbəti tədbir ləğv olundu
7502,gündüz saat dördə əjdər ilə olan görüşün gündəliyi nədir,[time : gündüz saat dördə] [person : əjdər] ilə olan görüşün gündəliyi nədir
7503,cümə günorta saat birdəki o görüş bakıda haradadır,[date : cümə] [time : günorta saat birdəki] o [event_name : görüş] [place_name : bakıda] haradadır
7504,sabah səhər saat onda görüşə kim gedəcək,[date : sabah] [time : səhər saat onda] [event_name : görüşə] kim gedəcək
7505,gələcək planlar,[time : gələcək] planlar
7506,mənə gələcək planları göstər,mənə [time : gələcək] planları göstər
7507,bu gün təqvimimdə neçə görüş var,[date : bu gün] təqvimimdə neçə [event_name : görüş] var
7508,təqvimimdə günorta saat ikidəki ən son görüşümdən sonra nə var,təqvimimdə [time : günorta saat ikidəki] ən son [event_name : görüşümdən] sonra nə var
7509,üzgüçülük dərsimdən sonra çərşənbə axşamı təqvimimdə daha nə var,üzgüçülük dərsimdən sonra [date : çərşənbə axşamı] təqvimimdə daha nə var
7510,planı sil,planı sil
7511,sabah bayramdır,[date : sabah] [event_name : bayramdır]
7512,bu gün görüşüm var,[date : bu gün] [event_name : görüşüm] var
7513,bu gün kiminsə ad günü yoxsa ildönümüdür,[date : bu gün] kiminsə [event_name : ad günü] yoxsa [event_name : ildönümüdür]
7514,təkrarlanan plan qur,təkrarlanan plan qur
7515,bu planı təkrarla,bu planı təkrarla
7516,planı təkrarlanan hala sal,planı təkrarlanan hala sal
7517,çərşənbə axşamı üçün cədvələ iclas qeyd et,[date : çərşənbə axşamı] üçün cədvələ [event_name : iclas] qeyd et
7518,cümə axşamı görüş təşkil et,[date : cümə axşamı] [event_name : görüş] təşkil et
7519,google ofisindəki görüşümü sabah səhər saat ona əlavə et,[place_name : google ofisindəki] [event_name : görüşümü] [date : sabah] [time : səhər saat ona] əlavə et
7520,hər gün günorta saat ikidə mənə nahar üçün xatırlatma göndər,[general_frequency : hər gün] [time : günorta saat ikidə] mənə [meal_type : nahar] üçün xatırlatma göndər
7521,hər gün gündüz saat dördə yaşıl çay içməyi yadıma sal,[general_frequency : hər gün] [time : gündüz saat dördə] [event_name : yaşıl çay] içməyi yadıma sal
7522,müdir ilə görüşü mənə gündəlik olaraq səhər saat on birdə xatırlat,[relation : müdir] ilə [event_name : görüşü] mənə [general_frequency : gündəlik olaraq] [time : səhər saat on birdə] xatırlat
7523,dünən keçirilmiş o görüşlə biz nə qazandıq,[date : dünən] keçirilmiş o [event_name : görüşlə] biz nə qazandıq
7524,bu gün axşam altıya iyirmi dəqiqə işləmiş keçirilən görüşdə mələk mənim şirkətimə nə qədər yatırım etmək istəyir,[date : bu gün] [time : axşam altıya iyirmi dəqiqə işləmiş] keçirilən [event_name : görüşdə] [person : mələk] mənim şirkətimə nə qədər yatırım etmək istəyir
7525,bu gün mənlə görüşəndə nikah barəsində rövşən nə deməlidir,[date : bu gün] mənlə görüşəndə [event_name : nikah] barəsində [person : rövşən] nə deməlidir
7526,iki yanvara neftçinin futbol matçı barədə qeyd et,[date : iki yanvara] [place_name : neftçinin] [event_name : futbol matçı] barədə qeyd et
7527,iyirmi üç mart xalamgilə getməliyəm,[date : iyirmi üç mart] [relation : xalamgilə] getməliyəm
7528,on üç iyun seçkinin nəticəsi günüdür zəhmət olmasa onu qeyd et,[date : on üç iyun] [event_name : seçkinin nəticəsi günüdür] zəhmət olmasa onu qeyd et
7529,zəhmət olmasa ad günümü əlavə et,zəhmət olmasa [event_name : ad günümü] əlavə et
7530,zəhmət olmasa gələn görüşümü əlavə et,zəhmət olmasa gələn [event_name : görüşümü] əlavə et
7531,zəhmət olmasa ödəniş günlərimi əlavə et,zəhmət olmasa [event_name : ödəniş günlərimi] əlavə et
7532,zəhmət olmasa təqvimə yay festivalında olacaq konserti əlavə et,zəhmət olmasa təqvimə [place_name : yay festivalında] olacaq [event_name : konserti] əlavə et
7533,zəhmət olmasa təqvimə beer bashada yığıncaq əlavə et,zəhmət olmasa təqvimə [place_name : beer bashada] [event_name : yığıncaq] əlavə et
7534,təqvimə işdə görüş əlavə et,təqvimə işdə [event_name : görüş] əlavə et
7536,sabah günorta saat ikiyə menecer ilə görüş qeyd et,[date : sabah] [time : günorta saat ikiyə] [relation : menecer] ilə [event_name : görüş] qeyd et
7537,zəhmət olmasa çərşənbə axşamı günorta saat üçə nurbanu ilə görüş qeyd et,zəhmət olmasa [date : çərşənbə axşamı] [time : günorta saat üçə] [person : nurbanu] ilə [event_name : görüş] qeyd et
7538,bu həftəyə nə var,[date : bu həftəyə] nə var
7539,mənim davam edən nəyimsə var,mənim davam edən nəyimsə var
7540,mənim bu həftə nə qədər boş vaxtım var,mənim [date : bu həftə] nə qədər boş vaxtım var
7541,bu məlumat üçün sabaha xatırlatma qur,bu məlumat üçün [date : sabaha] xatırlatma qur
7542,zəhmət olmasa sabah bu barədə mənə xatırlat,zəhmət olmasa [date : sabah] bu barədə mənə xatırlat
7543,gələn həftə üçün təqvimimdən bütün planları sil,[date : gələn həftə] üçün təqvimimdən bütün planları sil
7544,sabah üçün olan bütün görüşlərimi sil,[date : sabah] üçün olan bütün [event_name : görüşlərimi] sil
7545,may ayını tamamilə təmizlə,[time : may] ayını tamamilə təmizlə
7546,təqvimdə martın üçünə mirzənin ad gününü əlavə et,təqvimdə [date : martın üçünə] [person : mirzənin] [event_name : ad gününü] əlavə et
7547,dörd aprelə atamın təqaüdünün şərəfinə şam yeməyi qeyd et,[date : dörd aprelə] [relation : atamın] [event_name : təqaüdünün şərəfinə şam yeməyi] qeyd et
7548,mayın beşi üçün təqvimimə anamım ziyafət gecəsini əlavə et,[date : mayın beşi] üçün təqvimimə [relation : anamım] [event_name : ziyafət gecəsini] əlavə et
7549,üç tamamadək görüş istəyirəm,[time : üç tamamadək] [event_name : görüş] istəyirəm
7550,bu gün səhər üçün görüş müəyyənləşdir,[date : bu gün] [timeofday : səhər] üçün [event_name : görüş] müəyyənləşdir
7551,dünən günorta saat üçdən dördə kimi nə baş verib,[date : dünən] [time : günorta saat üçdən dördə kimi] nə baş verib
7552,mənə bu gün səhər saat səkkizdən səhər saat doqquza baş verənləri de,mənə [date : bu gün] [time : səhər saat səkkizdən səhər saat doqquza] baş verənləri de
7553,bu gün şəxs ilə görüş istəyirəm,[date : bu gün] şəxs ilə [event_name : görüş] istəyirəm
7554,bu gün görüşmək istdəyim şəxsi de,[date : bu gün] görüşmək istdəyim şəxsi de
7555,görüş üçün adama zəng et,[event_name : görüş] üçün adama zəng et
7556,hər cümə günü ərzaq almağı mənə xatırlatmaq üçün təqvimimə qeyd et,[general_frequency : hər cümə günü] [event_name : ərzaq almağı] mənə xatırlatmaq üçün təqvimimə qeyd et
7557,təqvimdə məkan xatırlatması qeyd et,təqvimdə məkan xatırlatması qeyd et
7559,bu axşam yadıma sal axşam saat səkkizdə quru təmizləmədən götürüm,bu axşam yadıma sal [time : axşam saat səkkizdə] [event_name : quru təmizləmədən götürüm]
7560,sabah səhər qəbzlərimi ödəməyi xatırlatmağı unutma,[date : sabah] [timeofday : səhər] [event_name : qəbzlərimi ödəməyi] xatırlatmağı unutma
7561,sabah saat yeddidə mənə ofis toplantısını xatırlat,[date : sabah] saat [time : yeddidə] mənə [event_name : ofis toplantısını] xatırlat
7562,sabah görüşümə getməyi mənə xatırlat,[date : sabah] [event_name : görüşümə] getməyi mənə xatırlat
7563,sabahkı görüşü mənə bir saat əvvəldən xatırlat,[date : sabahkı] [event_name : görüşü] mənə bir saat əvvəldən xatırlat
